sample_id	input_reads	input_bases	input_q20_rate	input_q30_rate	passing_reads	passing_bases	passing_q20_rate	passing_q30_rate	read_retention	low_quality_reads	too_many_n_reads	adapter_dimer_reads	too_short_reads	adapter_trimmed_reads	adapter_trimmed_bases	duplication_rate
MALV_LP_097_Du-203	27522950	4128442500	0.98325300	0.94407900	26294786	3911900978	0.99104000	0.96140200	0.95537673	404234	3036	93166	727728	1148840	37130955	0.14179200
MALV_LP_098_Du-204	21087622	3163143300	0.98150200	0.94017300	20049422	2975422122	0.99061500	0.96012300	0.95076733	346434	2174	63806	625786	1107023	35626318	0.13480200
MALV_LP_099_Du-205	9589702	1438455300	0.98584400	0.95311400	9355486	1387961532	0.99221800	0.96576100	0.97557630	103896	1084	32010	97226	564639	16823155	0.11443000
MALV_LP_100_Du-206	15987302	2398095300	0.98305100	0.94279300	15300866	2275616775	0.99074000	0.95939900	0.95706367	212962	1614	95542	376318	730843	22983731	0.12363900
MALV_LP_101_Du-207	18718966	2807844900	0.98207800	0.94194500	17817226	2648761694	0.99075100	0.96076900	0.95182747	297302	2062	31942	570434	828730	26208104	0.13561700
MALV_LP_102_Du-208	18134288	2720143200	0.98398800	0.94755500	17471648	2592481766	0.99176800	0.96426900	0.96345928	250900	1980	70608	339152	983877	32013571	0.13058100
MALV_LP_103_Du-209	22957660	3443649000	0.98366700	0.94662800	22097462	3279402661	0.99153600	0.96330100	0.96253111	341292	2636	68420	447850	1254861	39699291	0.12489000
MALV_LP_104_Du-210	7326070	1098910500	0.98098700	0.93882600	6981750	1035682371	0.99064500	0.95901100	0.95300072	126754	788	13006	203772	376265	13091719	0.12197500
OCO_LP_058_Du-115	3709300	556395000	0.95912700	0.90536600	3592544	439152017	0.99369900	0.97377500	0.96852344	26246	332	4842	85336	2344822	97702678	0.02396360
OCO_LP_059_Du-106	2165714	324857100	0.96845800	0.92214500	2098026	277035723	0.99313600	0.97172300	0.96874564	18152	242	5966	43328	935590	38275872	0.03877520
OCO_LP_060_Du-107	2528330	379249500	0.95571700	0.89594100	2411108	289266392	0.99332200	0.97212300	0.95363659	21060	236	4514	91412	1661425	70611286	0.01838840
OCO_LP_061_Du-108	12933082	1939962300	0.97337700	0.93118700	12503796	1675860973	0.99241400	0.96949200	0.96680714	180742	1448	76212	170884	5585535	193959472	0.04746970
OCO_LP_062_Du-109	12558174	1883726100	0.97767100	0.94187600	12266756	1690388437	0.99266300	0.97070300	0.97679456	149400	1474	57094	83450	4676289	149979250	0.06272570
OCO_LP_063_Du-110	2515268	377290200	0.95757500	0.90310500	2417690	300738167	0.99338600	0.97264200	0.96120572	21064	216	5132	71166	1491952	63514991	0.02248350
OCO_LP_064_Du-111	3181594	477239100	0.95654200	0.89808900	3018264	365578170	0.99336100	0.97229000	0.94866410	29918	256	6168	126988	2046225	87317761	0.02295890
OCO_LP_065_Du-112	2507310	376096500	0.96076400	0.90767900	2412970	302699545	0.99351200	0.97283600	0.96237402	20246	256	3704	70134	1387029	59190724	0.03041190
OCO_LP_066_Du-113	4448796	667319400	0.93370100	0.85328700	4083566	444643021	0.99332600	0.97218800	0.91790363	39810	346	12446	312628	3516973	168485523	0.01504770
OCO_LP_067_Du-114	2665806	399870900	0.95630300	0.89934400	2569964	311324525	0.99352200	0.97264100	0.96404765	20236	254	3578	71774	1752702	75597573	0.01996320
QUI1_LP_249_Du-648	7076612	1061491800	0.96462100	0.91746200	6876744	893801937	0.99275900	0.97076000	0.97175654	72314	754	12018	114782	3514525	136405085	0.04029890
QUI1_LP_250_Du-649	9375344	1406301600	0.96764300	0.92710100	9135034	1216692131	0.99255000	0.97020400	0.97436787	104696	994	33610	101010	4392762	151173558	0.04248040
QUI1_LP_251_Du-650	1361208	204181200	0.96428100	0.91683400	1324372	167262027	0.99367100	0.97345900	0.97293874	10564	148	4680	21444	803590	31455810	0.03187760
QUI1_LP_252_Du-651	10790596	1618589400	0.96886100	0.92425900	10513128	1350405494	0.99290300	0.97138100	0.97428613	105786	1190	42432	128060	6388951	223989629	0.03972030
QUI1_LP_253_Du-652	12071280	1810692000	0.97961800	0.94406100	11833206	1639167154	0.99341200	0.97180400	0.98027765	96048	1456	33036	107534	3988108	130320949	0.04859430
QUI1_LP_254_Du-653	1420368	213055200	0.97036300	0.92688500	1376982	182872700	0.99326000	0.97224500	0.96945439	12186	176	3214	27810	643908	23887968	0.03557390
QUI1_LP_255_Du-654	12500112	1875016800	0.97404500	0.93489600	12180830	1656415287	0.99337700	0.97268400	0.97445767	105908	1398	36480	175496	4677430	172854851	0.05553930
QUI1_LP_257_Du-656	2322154	348323100	0.97190600	0.93140100	2257036	306846709	0.99277000	0.97098400	0.97195793	21610	286	3702	39520	928587	32721022	0.04436570
QUI1_LP_258_Du-657	12376450	1856467500	0.98413900	0.95417300	12149650	1756182989	0.99305400	0.97133800	0.98167487	137844	1426	32478	55052	2254450	66552015	0.06777660
QUI2_LP_243_Du-631	10770358	1615553700	0.98394800	0.95421400	10619920	1525314420	0.99331200	0.97213600	0.98603222	86020	1300	17084	46034	2120788	68733535	0.07624370
QUI2_LP_244_Du-632	8766060	1314909000	0.97229000	0.93054900	8526616	1183760614	0.99038500	0.96322000	0.97268511	141472	986	22380	74606	2918255	96091673	0.05042860
QUI2_LP_245_Du-633	7477402	1121610300	0.96089200	0.90862000	7207970	913492411	0.99265200	0.97054000	0.96396716	80314	690	8706	179722	4180162	167227520	0.03731830
QUI2_LP_246_Du-634	6870114	1030517100	0.98340200	0.95114500	6756388	965852948	0.99201300	0.96805000	0.98344627	76504	814	6302	30106	1601333	45567110	0.05382500
QUI2_LP_247_Du-635	10233036	1534955400	0.97817000	0.94357400	9990760	1405112706	0.99274900	0.97065600	0.97632413	119624	1190	52950	68512	2847217	94972786	0.06356940
QUI2_LP_248_Du-636	11464880	1719732000	0.98526600	0.95666900	11279940	1624912646	0.99344100	0.97263200	0.98386900	109014	1478	29340	45108	2278451	66398005	0.06823320
QUI2_LP_337_Du-638	3434074	515111100	0.95075800	0.89156300	3296226	394108390	0.99282100	0.97126700	0.95985876	34862	302	11332	91352	2433748	102380653	0.02676590
QUI2_LP_338_Du-639	2054322	308148300	0.96714100	0.92107500	1993554	259399712	0.99273700	0.97094000	0.97041944	19836	228	4924	35780	1033715	38514701	0.03776330
QUI2_LP_339_Du-640	7343958	1101593700	0.98819000	0.96245900	7263194	1063776290	0.99358100	0.97287400	0.98900266	55670	912	4460	19722	984118	25775840	0.07268780
QUI2_LP_340_Du-641	5224650	783697500	0.98728200	0.95970200	5163954	757041001	0.99310100	0.97089700	0.98838276	46114	582	2438	11562	665709	17466904	0.06674090
QUIN_LP_069_Du-155	2214334	332150100	0.95700300	0.90323600	2120598	268522851	0.99304700	0.97194300	0.95766854	20348	240	4786	68362	1219587	51608471	0.02664820
QUIN_LP_070_Du-156	4291054	643658100	0.93785000	0.86737800	4060602	456002376	0.99305100	0.97202600	0.94629478	41226	358	11400	177468	3348548	155588276	0.01516080
QUIN_LP_071_Du-157	4101450	615217500	0.96563800	0.91586500	3950550	498121108	0.99335700	0.97250700	0.96320813	37266	428	7410	105796	2398922	92845191	0.02470590
QUIN_LP_072_Du-158	5939438	890915700	0.95040100	0.88125900	5514772	621921698	0.99336900	0.97269400	0.92850064	49216	462	13680	361308	4550841	200268326	0.01438990
QUIN_LP_073_Du-159	7054714	1058207100	0.97059900	0.92682900	6843998	890049480	0.99351500	0.97258700	0.97013118	56738	754	14070	139154	3723111	134822841	0.03778920
QUIN_LP_074_Du-160	2795802	419370300	0.96779800	0.92245200	2719258	358538214	0.99281100	0.97096600	0.97262181	24540	294	4912	46798	1276952	50434715	0.03182910
QUIN_LP_075_Du-161	22335942	3350391300	0.98675200	0.95389700	21512392	3211044478	0.99272000	0.96750300	0.96312893	241404	2506	112898	466742	618837	21110533	0.14378100
QUIN_LP_076_Du-162	16306648	2445997200	0.98340700	0.94889800	15554786	2278535601	0.99345700	0.97093400	0.95389230	147990	1884	228110	373878	2133122	79373031	0.19826100
QUIN_LP_077_Du-163	23106856	3466028400	0.98808800	0.95823000	22518608	3356370166	0.99306500	0.96913400	0.97454227	221594	2954	75404	288296	875303	24320968	0.13386800
QUIN_LP_318_Du-164	2015280	302292000	0.97843700	0.94441500	1965894	277189129	0.99379800	0.97349900	0.97549422	15108	194	5792	28292	505059	18894040	0.06245480
RIC_LP_192_Du-521	10344072	1551610800	0.98164600	0.94766500	10049848	1467298484	0.99220700	0.96798300	0.97155627	146024	1284	40450	106466	1198426	43564058	0.10735200
RIC_LP_193_Du-522	10253624	1538043600	0.98470300	0.95345600	10039106	1466280250	0.99281500	0.96949700	0.97907881	112460	1282	30106	70670	1215246	40403549	0.09580960
RIC_LP_194_Du-523	33305170	4995775500	0.98343600	0.95149900	32566224	4681603498	0.99362500	0.97202500	0.97781287	266338	3882	94056	374670	5700585	207623583	0.08749810
RIC_LP_195_Du-524	19599160	2939874000	0.97733200	0.93926700	19002264	2633835943	0.99423700	0.97432500	0.96954482	116694	2226	52370	425606	5576809	227534171	0.06326940
RIC_LP_196_Du-525	22415078	3362261700	0.97799600	0.94205900	21850806	3063772442	0.99394100	0.97391400	0.97482623	146988	2644	55976	358664	5781291	226008174	0.07939320
RIC_LP_197_Du-526	2718266	407739900	0.97254800	0.93021600	2629292	359817180	0.99187200	0.96719800	0.96726810	39048	276	11106	38544	931562	33832071	0.05368420
RIC_LP_198_Du-527	27783708	4167556200	0.98790000	0.95958400	27258946	4031289462	0.99359900	0.97128300	0.98111260	241906	3410	34146	245300	1851452	58823784	0.12222300
RIC_LP_199_Du-528	43118740	6467811000	0.98684300	0.95922400	42461792	6215526651	0.99398100	0.97347100	0.98476421	326492	5368	103914	221174	4776473	161529043	0.11742800
RIC_LP_200_Du-529	30497156	4574573400	0.98737900	0.95960100	29963038	4422654799	0.99378200	0.97230200	0.98248630	261964	3762	86846	181546	2342578	77520646	0.11952000
RIC_LP_201_Du-530	25976698	3896504700	0.98869900	0.96045800	25480112	3783001036	0.99354800	0.97063400	0.98088341	219748	3108	35260	238470	1335559	39398286	0.12056900
RSV_LP_049_Du-85	30025468	4503820200	0.98882300	0.96309300	29612272	4373709472	0.99374500	0.97274800	0.98623848	241394	3688	77106	91008	2523596	70175895	0.08420610
RSV_LP_050_Du-87	35589320	5338398000	0.98683200	0.95868600	34963494	5197376099	0.99285700	0.97008200	0.98241534	458338	4420	59328	103740	1821157	51017291	0.11098400
RSV_LP_051_Du-88	12248068	1837210200	0.97485900	0.93735300	11982044	1677688539	0.99153400	0.96670600	0.97828033	145456	1454	38474	80640	3558118	121671402	0.06169010
RSV_LP_052_Du-89	19312032	2896804800	0.98124700	0.94873900	18848354	2727339323	0.99206600	0.96889100	0.97599020	308058	2334	64664	88622	3344606	101136125	0.08307010
RSV_LP_053_Du-90	16059612	2408941800	0.98742800	0.96005400	15823546	2324912497	0.99342700	0.97154000	0.98530064	139012	1966	43018	52070	1774142	50066995	0.08551230
RSV_LP_055_Du-92	2357638	353645700	0.97693600	0.93937000	2305728	320514604	0.99293900	0.97044300	0.97798220	22790	248	3866	25006	661628	25639128	0.05806910
RSV_LP_057_Du-94	4239910	635986500	0.98324100	0.95088000	4152710	602659336	0.99241800	0.96843100	0.97943353	51652	506	4158	30884	613891	20623492	0.08754860
RSV_LP_315_Du-95	5259086	788862900	0.98531100	0.95308000	5139034	759705850	0.99207900	0.96623100	0.97717246	68800	656	8688	41908	401377	11416372	0.09704920
RSV_LP_316_Du-96	2938898	440834700	0.98200500	0.94748000	2857106	411905173	0.99245200	0.96836900	0.97216916	36512	278	6360	38642	529944	17578282	0.06602880
SILG_LP_149_Du-343	986820	148023000	0.98338900	0.95349000	970550	139991168	0.99337700	0.97193100	0.98351270	7896	108	1512	6754	170925	5654609	0.06728890
SILG_LP_150_Du-344	2123254	318488100	0.96154900	0.91343000	2036936	268125432	0.99366200	0.97315700	0.95934636	15222	222	2382	68492	895588	39195546	0.04481610
SILG_LP_151_Du-345	2077708	311656200	0.98756900	0.96091000	2051730	300020313	0.99383400	0.97327800	0.98749680	14806	274	2610	8288	263698	7997439	0.08335050
SILG_LP_152_Du-346	2049564	307434600	0.97835800	0.94249700	1996310	279487146	0.99371500	0.97309500	0.97401691	14962	190	4404	33698	531706	20485200	0.06749340
SILG_LP_153_Du-347	1490930	223639500	0.98174700	0.94761200	1458900	205416651	0.99376800	0.97256800	0.97851676	10066	178	2310	19476	370499	13425000	0.05090920
SILG_LP_154_Du-348	6692098	1003814700	0.98360600	0.95277100	6581468	942464282	0.99391100	0.97348000	0.98346856	43054	822	4800	61954	1276216	45807533	0.07266510
SILG_LP_155_Du-349	1935962	290394300	0.97871200	0.94176100	1898996	263113837	0.99296800	0.97057000	0.98090562	15236	182	2640	18908	586103	21407086	0.05080780
SILG_LP_156_Du-350	1344348	201652200	0.98598000	0.95718400	1327386	193663790	0.99350100	0.97149800	0.98738273	11086	196	620	5060	163999	5536386	0.08625450
SILG_LP_157_Du-351	1629904	244485600	0.97957000	0.94401200	1595012	221161253	0.99392300	0.97325100	0.97859260	10350	200	1460	22882	501723	18167832	0.04300010
SILG_LP_158_Du-352	1629976	244496400	0.97378200	0.93285400	1595012	215458333	0.99339400	0.97195200	0.97854938	11472	224	1138	22130	652858	24286436	0.03545570
SILR_LP_346_Du-729	6627492	994123800	0.98150400	0.94834100	6453632	935247651	0.99184000	0.96786000	0.97376685	99838	754	35220	38048	1106372	33992097	0.07463730
SILR_LP_347_Du-730	19684094	2952614100	0.98855100	0.96241700	19353088	2866700656	0.99355000	0.97227800	0.98318409	175160	2386	88608	64852	1440718	39027020	0.10476200
SILR_LP_348_Du-731	10463632	1569544800	0.98457100	0.95462100	10238226	1498021392	0.99267400	0.97004700	0.97845815	143424	1224	30826	49932	1407333	38797241	0.07172390
SILR_LP_349_Du-732	15754186	2363127900	0.98636300	0.95782800	15465244	2263345612	0.99290700	0.97064700	0.98165935	165022	1960	85968	35992	2255366	58549313	0.08511020
SILR_LP_351_Du-734	16264466	2439669900	0.98607300	0.95780000	15938374	2346067225	0.99301400	0.97118400	0.97995065	191384	1870	74586	58252	1717223	47511138	0.09718680
SILR_LP_353_Du-736	6354230	953134500	0.97524900	0.93793700	6200304	847311177	0.99330400	0.97241900	0.97577582	56592	712	41904	54718	2445654	85257655	0.05866960
STI_LP_027_Du-45	1975074	296261100	0.97640800	0.93757600	1932446	263599980	0.99317100	0.97129900	0.97841701	15310	260	1584	25474	680803	25419624	0.04625040
STI_LP_028_Du-46	3335828	500374200	0.98186000	0.94966500	3274282	468466335	0.99340300	0.97206500	0.98155001	26628	386	3532	31000	632743	23442407	0.07633610
STI_LP_029_Du-47	1289624	193443600	0.97551900	0.93627900	1256902	170023833	0.99362500	0.97318300	0.97462671	8792	142	5148	18640	505592	18583434	0.03726670
STI_LP_030_Du-48	3384538	507680700	0.97955900	0.94488900	3317288	467432770	0.99333200	0.97181800	0.98013023	25566	358	5882	35444	855012	31184918	0.05394590
STI_LP_031_Du-49	4952908	742936200	0.95914700	0.90406500	4743872	598564967	0.99276300	0.97090400	0.95779530	45016	466	10422	153132	2646212	114096908	0.03162470
STI_LP_032_Du-50	6840322	1026048300	0.97741600	0.94439300	6730196	946691098	0.99283600	0.97032600	0.98390047	59270	776	10304	39776	1853498	63119182	0.05864310
STI_LP_033_Du-51	2425680	363852000	0.97566500	0.93560600	2376110	322734973	0.99248000	0.96958900	0.97956449	22030	254	4094	23192	945794	33899444	0.04562930
STI_LP_034_Du-52	19298028	2894704200	0.98371100	0.95136400	18877140	2739655149	0.99210000	0.96775500	0.97819010	227518	2218	113892	77260	3157115	94291266	0.07786840
STI_LP_035_Du-53	11959794	1793969100	0.98413300	0.95276700	11686534	1730349255	0.99182900	0.96699600	0.97715178	188720	1400	33026	50114	887635	24699038	0.09018750
STI_LP_036_Du-54	2518508	377776200	0.97970000	0.94502000	2469292	345770256	0.99305100	0.97110400	0.98045827	21004	288	5158	22766	694287	24612266	0.05624200
STI_LP_037_Du-55	5012914	751937100	0.98207600	0.94826900	4898322	704040213	0.99247800	0.96856900	0.97714064	57442	596	11326	45228	880307	29971694	0.07348460
STI_LP_038_Du-56	6768396	1015259400	0.97382300	0.93434400	6534550	918356761	0.99240000	0.96925300	0.96545031	82386	810	17780	132870	1593075	64419324	0.08264970
STI_LP_039_Du-57	7331874	1099781100	0.96130300	0.90762100	7029586	886799220	0.99313700	0.97158200	0.95877070	65642	690	14564	221392	3784329	169671897	0.03674690
STI_LP_040_Du-58	2692866	403929900	0.94117600	0.86305600	2473702	276704020	0.99143100	0.96669100	0.91861311	28772	236	1788	188368	1983192	91339061	0.01595550
STI_LP_041_Du-60	194944082	29241612300	0.92316100	0.82458500	167662640	18508521267	0.99398600	0.97423400	0.86005504	1543810	14722	419794	25303116	142326388	7737146742	0.03005870
STI_LP_042_Du-61	14318786	2147817900	0.98253900	0.94937200	13984136	2021475403	0.99197900	0.96760900	0.97662861	192294	1566	77996	62794	2585387	77867199	0.06985340
TIL_LP_123_Du-263	1008978	151346700	0.98163400	0.94869400	990878	140794803	0.99338400	0.97206500	0.98206106	7996	110	1452	8542	232395	8098151	0.05561270
TIL_LP_124_Du-264	8419182	1262877300	0.98305800	0.95186000	8291160	1182606832	0.99300900	0.97100500	0.98479401	76776	1026	16478	33742	1943383	60934791	0.07313940
TIL_LP_125_Du-265	1827574	274136100	0.97388000	0.93360400	1783486	239600168	0.99329100	0.97222500	0.97587622	15282	214	2240	26352	755329	27585630	0.03664310
TIL_LP_126_Du-266	1851198	277679700	0.98691500	0.95877800	1829928	267045121	0.99325400	0.97091500	0.98851014	14412	230	922	5706	251501	7299464	0.06580500
TIL_LP_127_Du-267	2857020	428553000	0.96749700	0.91960900	2782508	358270571	0.99255800	0.96958900	0.97391968	24144	306	5374	44688	1554278	57998266	0.03222660
TIL_LP_128_Du-268	11497492	1724623800	0.98469700	0.95539000	11313936	1630970608	0.99370100	0.97300500	0.98403513	92330	1340	29440	60446	2072717	65844524	0.07263930
TIL_LP_129_Du-269	3166884	475032600	0.98658800	0.95910300	3132920	454531623	0.99334100	0.97203100	0.98927526	23010	392	2192	8370	534549	15168552	0.06226810
TIL_LP_130_Du-271	15750750	2362612500	0.98784600	0.96099300	15552310	2278591287	0.99365600	0.97259300	0.98740123	112248	1876	37788	46528	1825234	55408585	0.08418230
TIL_LP_131_Du-272	4021054	603158100	0.98628000	0.95848800	3966860	575758915	0.99362000	0.97282500	0.98652244	31294	444	8178	14278	645748	19324496	0.07648440
TULP_LP_115_Du-242	14370316	2155547400	0.98259200	0.94576500	13818114	2013494161	0.99264100	0.96743900	0.96157343	146338	1616	72492	331756	1638807	63997986	0.12059800
TULP_LP_116_Du-243	13535132	2030269800	0.98606400	0.95359800	13146414	1945009109	0.99275400	0.96780100	0.97128081	144058	1554	54678	188428	964252	29450831	0.11950200
TULP_LP_117_Du-244	2665332	399799800	0.98108800	0.94042500	2555738	373273682	0.99129500	0.96194800	0.95888167	35900	296	5124	68274	288954	10418274	0.10766000
TULP_LP_118_Du-245	26527766	3979164900	0.98465900	0.95036800	25683226	3773006440	0.99257600	0.96729700	0.96816392	281536	2966	90250	469788	2548337	85164654	0.11272400
TULP_LP_119_Du-246	20359470	3053920500	0.98476000	0.94738100	19524678	2911044509	0.99152100	0.96269400	0.95899736	262894	2350	57256	512292	696796	21052437	0.12992500
TULP_LP_120_Du-248	28773130	4315969500	0.98116600	0.93938500	27054160	4022625082	0.99105100	0.96147700	0.94025780	484766	3144	103010	1128050	1270281	41644770	0.13741800
TULP_LP_121_Du-249	4327070	649060500	0.98282400	0.94467000	4176924	618130397	0.99117300	0.96195100	0.96530077	58280	498	3916	87452	280113	9030908	0.12856700
TULP_LP_122_Du-250	14791292	2218693800	0.98132700	0.93470700	14119512	2102498326	0.99000800	0.95357500	0.95458274	238970	1444	67748	363618	594835	18471671	0.10494900
TULP_LP_140_Du-302	10473708	1571056200	0.96484800	0.90997700	9883884	1229895072	0.99397800	0.97386900	0.94368527	69774	1056	25826	493168	5878656	248577461	0.03400760
TULP_LP_141_Du-303	1882524	282378600	0.98795600	0.96084800	1859992	272055963	0.99363600	0.97229500	0.98803096	12844	232	1796	7660	223971	6805781	0.07111730
TULP_LP_142_Du-304	1007428	151114200	0.98046000	0.94680200	988916	137464465	0.99369000	0.97328100	0.98162449	6500	142	2204	9666	316263	10868827	0.04645890
TULP_LP_143_Du-305	1706310	255946500	0.97969900	0.94329600	1672142	230431781	0.99359100	0.97239100	0.97997550	11898	188	2304	19778	583808	20333938	0.03789930
TULP_LP_144_Du-306	1828318	274247700	0.97732500	0.94001300	1779800	247804600	0.99350700	0.97264900	0.97346304	13780	236	3814	30688	533033	20115196	0.05186410
TULP_LP_145_Du-307	1266834	190025100	0.97907000	0.94143300	1227756	169884285	0.99340800	0.97192100	0.96915302	9962	148	2586	26382	386344	14041776	0.04397100
TULP_LP_146_Du-308	864616	129692400	0.98645500	0.95807900	851896	123600153	0.99357800	0.97230900	0.98528827	6392	86	1300	4942	135754	4144387	0.07095400
TULP_LP_147_Du-309	11575620	1736343000	0.98801300	0.96160600	11424618	1685896227	0.99338300	0.97197700	0.98695517	106026	1432	23026	20518	1081726	28459471	0.09211340
TULP_LP_148_Du-310	1945284	291792600	0.98243300	0.95081600	1917880	273209300	0.99286500	0.97047700	0.98591260	17304	236	2670	7194	468448	14654410	0.06080760
