sample_id	cp_full_reference_mean_depth	cp_full_reference_breadth_dp1	cp_full_reference_breadth_dp3	cp_full_reference_breadth_dp5	cp_full_reference_breadth_dp10	cp_unique_sites_mean_depth	cp_unique_sites_breadth_dp1	cp_unique_sites_breadth_dp3	cp_unique_sites_breadth_dp5	cp_unique_sites_breadth_dp10	mt_full_reference_mean_depth	mt_full_reference_breadth_dp1	mt_full_reference_breadth_dp3	mt_full_reference_breadth_dp5	mt_full_reference_breadth_dp10	mt_unique_sites_mean_depth	mt_unique_sites_breadth_dp1	mt_unique_sites_breadth_dp3	mt_unique_sites_breadth_dp5	mt_unique_sites_breadth_dp10	mt_repeat_sites_mean_depth	mt_repeat_sites_breadth_dp1	mt_repeat_sites_breadth_dp3	mt_repeat_sites_breadth_dp5	mt_repeat_sites_breadth_dp10
CY_CAS_LP_330_Du-607	135.056743	0.70136551	0.69168319	0.68854892	0.68420352	200.693468	0.99956479	0.99912957	0.99820854	0.99816805	2.999269	0.18402032	0.18208490	0.18059328	0.16386491	15.327944	0.92339602	0.92139636	0.91946052	0.84030378	0.047685	0.00700786	0.00508783	0.00370255	0.00192003
CY_CAS_LP_331_Du-608	215.013262	0.69754582	0.68721136	0.68317207	0.67935904	322.161970	0.99998988	0.99990891	0.99859315	0.99818830	3.770380	0.18304645	0.18122198	0.18078230	0.17754840	19.267784	0.92339602	0.92141763	0.92137509	0.90765402	0.060178	0.00580084	0.00401322	0.00347846	0.00275527
CY_CAS_LP_332_Du-609	814.556876	0.70317553	0.69318046	0.69040553	0.68613998	1220.551750	1.00000000	1.00000000	0.99923078	0.99845145	15.113335	0.18555303	0.18314507	0.18248760	0.18189588	77.108833	0.92311947	0.92186436	0.92141763	0.92141763	0.271117	0.00897373	0.00628976	0.00558184	0.00484846
CY_HICN_LP_236_Du-614	831.790416	0.79313121	0.71649121	0.70843925	0.70197772	1238.479039	1.00000000	1.00000000	0.99998988	0.99972673	28.200120	0.20691653	0.20316076	0.20240468	0.20139383	142.645550	1.00000000	0.99997873	0.99993618	0.99993618	0.800969	0.01704600	0.01239617	0.01146926	0.01021640
CY_HICN_LP_333_Du-612	210.598939	0.69700680	0.68604682	0.68323862	0.68011100	314.506103	1.00000000	0.99984818	0.99961539	0.99939272	6.542824	0.20014464	0.19820101	0.19737918	0.19640531	33.378382	1.00000000	0.99993618	0.99991491	0.99955327	0.118176	0.00865287	0.00625920	0.00524571	0.00412527
CY_HICN_LP_334_Du-613	116.316196	0.68972677	0.68309222	0.68022412	0.67592531	174.302787	0.99988867	0.99988867	0.99984818	0.99937248	4.321541	0.19924474	0.19753533	0.19661488	0.19450688	22.100451	0.99995745	0.99993618	0.99993618	0.99483067	0.065128	0.00754771	0.00543415	0.00429333	0.00290296
CY_HICN_LP_335_Du-615	467.375002	0.69636797	0.68789678	0.68461610	0.68180124	701.044938	1.00000000	0.99982794	0.99965588	0.99940285	16.901175	0.20129110	0.19869822	0.19813116	0.19744904	86.262679	0.99997873	0.99995745	0.99993618	0.99993618	0.295476	0.01007889	0.00687035	0.00617262	0.00532719
CY_HICN_LP_336_Du-616	497.868640	0.69877025	0.69209577	0.68983989	0.68507526	744.206605	0.99997976	0.99965588	0.99947369	0.99940285	12.929088	0.20101167	0.19972551	0.19906804	0.19799144	65.824349	0.99995745	0.99993618	0.99993618	0.99980854	0.265540	0.00973766	0.00814867	0.00733381	0.00603002
CY_HICS_LP_293_Du-757	184.445134	0.69782531	0.69085803	0.68779696	0.68361792	275.491043	0.99998988	0.99998988	0.99997976	0.99996964	12.115915	0.18485858	0.18342860	0.18290673	0.18217941	61.721537	0.92316201	0.92182182	0.92141763	0.92135381	0.239933	0.00810284	0.00665135	0.00610132	0.00521515
CY_HICS_LP_295_Du-759	16.658876	0.68626642	0.67741592	0.67386907	0.66612321	24.809184	0.99994939	0.99981782	0.99947369	0.99489889	1.263072	0.18203970	0.17426929	0.14398481	0.03254040	6.432139	0.91946052	0.88940180	0.73847005	0.16554629	0.025556	0.00549526	0.00306085	0.00166029	0.00069773
CY_HICS_LP_297_Du-761	77.011133	0.70330197	0.69331355	0.69027244	0.68458948	113.145948	0.99998988	0.99997976	0.99994939	0.99986842	2.652801	0.18429974	0.18227392	0.17929068	0.14511483	13.511764	0.92480003	0.92088581	0.91250425	0.74334156	0.053078	0.00701804	0.00544433	0.00375348	0.00189457
CY_HICS_LP_355_Du-762	433.370144	0.74201791	0.71247188	0.70748100	0.69955548	644.479697	1.00000000	0.99998988	0.99998988	0.99998988	16.439199	0.18924305	0.18552838	0.18490378	0.18405730	83.376574	0.92388530	0.92182182	0.92141763	0.92141763	0.413856	0.01336382	0.00925384	0.00857648	0.00752734
CY_HICS_LP_356_Du-763	206.684603	0.84095718	0.71466787	0.70203096	0.69478419	303.939505	1.00000000	0.99998988	0.99998988	0.99996964	4.642031	0.18946906	0.18342038	0.18213832	0.17970159	23.586411	0.92222600	0.92126872	0.92126872	0.91473792	0.106595	0.01404118	0.00677358	0.00518459	0.00372802
CY_HUN_LP_264_Du-683	79.576746	0.70820634	0.69303406	0.69015931	0.68361127	118.258112	0.99953442	0.99936236	0.99915994	0.99885630	2.251312	0.20188282	0.19864891	0.19271118	0.13025612	11.405591	0.99980854	0.99870235	0.97708901	0.66546120	0.059704	0.01085301	0.00710972	0.00492485	0.00212375
CY_HUN_LP_265_Du-684	4.959833	0.68435658	0.65414509	0.56869452	0.14482878	7.374233	0.99772272	0.97194389	0.84914273	0.21747535	0.063256	0.05531745	0.00117111	0.00000000	0.00000000	0.322541	0.28144146	0.00606280	0.00000000	0.00000000	0.001182	0.00118156	0.00000000	0.00000000	0.00000000
CY_HUN_LP_266_Du-685	117.151210	0.70654272	0.69815138	0.69386587	0.68817626	173.180361	0.99967612	0.99932188	0.99927127	0.99911945	3.038914	0.20166503	0.19963922	0.19729700	0.17391179	15.373575	0.99985109	0.99982982	0.99644741	0.88440265	0.085897	0.01057290	0.00806719	0.00597400	0.00381460
CY_HUN_LP_267_Du-686	141.802062	0.69904308	0.68894153	0.68609340	0.68193433	210.517894	0.99974697	0.99940285	0.99923078	0.99913969	2.778890	0.19931870	0.19817225	0.19533282	0.16134189	14.128212	0.99982982	0.99953199	0.99283101	0.82562543	0.061772	0.00766994	0.00632031	0.00440538	0.00230709
CY_HUN_LP_268_Du-687	87.201126	0.69469769	0.68853561	0.68533479	0.68070325	129.751523	0.99968624	0.99944333	0.99919030	0.99891703	1.988186	0.20074458	0.19653269	0.18894719	0.10172215	10.026336	0.99942563	0.99053353	0.95802842	0.51629510	0.063789	0.00953395	0.00644254	0.00482300	0.00247007
CY_RED_LP_202_Du-561	0.158770	0.13973142	0.00173683	0.00000000	0.00000000	0.226362	0.19970244	0.00264165	0.00000000	0.00000000	0.004117	0.00411737	0.00000000	0.00000000	0.00000000	0.021316	0.02131552	0.00000000	0.00000000	0.00000000	0.000000	0.00000000	0.00000000	0.00000000	0.00000000
CY_SIE_LP_188_Du-445	1419.019305	0.74253031	0.72871555	0.72453651	0.71988501	2095.064513	1.00000000	1.00000000	0.99991903	0.99960527	43.511532	0.20964501	0.20477566	0.20394150	0.20268821	220.072477	1.00000000	1.00000000	0.99995745	0.99993618	1.241430	0.02042770	0.01439259	0.01336892	0.01182067
CY_SIE_LP_189_Du-446	1887.409412	0.74005483	0.72972703	0.72641974	0.72212758	2778.476498	0.99992915	0.99992915	0.99974697	0.99960527	77.404477	0.20908616	0.20683846	0.20548244	0.20438118	391.574264	1.00000000	1.00000000	0.99997873	0.99993618	2.189716	0.01973507	0.01694924	0.01527367	0.01391895
CY_SIE_LP_190_Du-447	855.067863	0.74758109	0.73330716	0.72938765	0.72310579	1259.475486	0.99992915	0.99988867	0.99966600	0.99942309	19.632169	0.20822324	0.20495646	0.20342375	0.20208827	99.085496	0.99995745	0.99993618	0.99993618	0.99993618	0.610407	0.01867574	0.01463196	0.01273230	0.01107710
CY_SIE_LP_191_Du-448	314.754755	0.94625817	0.91482891	0.86702290	0.76546176	460.472946	1.00000000	1.00000000	1.00000000	0.99998988	14.467860	0.26202442	0.20417572	0.20251973	0.20076102	73.186947	0.99995745	0.99993618	0.99993618	0.99993618	0.410041	0.08535734	0.01366431	0.01161186	0.00943209
CY_WOO_LP_259_Du-664	150.522199	0.71301755	0.70184463	0.69721309	0.69214235	222.601779	1.00000000	1.00000000	0.99994939	0.99987854	2.798976	0.18547085	0.18319027	0.18196574	0.16789188	14.199370	0.92222600	0.92131127	0.92114108	0.85781144	0.069630	0.00908577	0.00647819	0.00500125	0.00271962
CY_WOO_LP_260_Du-665	105.032966	0.69408547	0.68665238	0.68351145	0.68028401	156.293840	1.00000000	0.99997976	0.99990891	0.99986842	2.604420	0.18422577	0.18226571	0.18090968	0.15654650	13.230259	0.92143890	0.92139636	0.92018380	0.79935330	0.060509	0.00773105	0.00531192	0.00392155	0.00265341
CY_WOO_LP_261_Du-667	31.078849	0.68540799	0.67751574	0.67494710	0.66990298	46.467076	0.99998988	0.99995951	0.99987854	0.99921054	1.838128	0.18266429	0.17929479	0.16909997	0.09040142	9.399017	0.92303438	0.91418482	0.86544843	0.46449541	0.027991	0.00541377	0.00335623	0.00238858	0.00084033
CY_WOO_LP_262_Du-668	176.399337	0.69455129	0.68705165	0.68442312	0.68142859	262.868859	1.00000000	1.00000000	0.99998988	0.99997976	4.379189	0.18335052	0.18228625	0.18161235	0.18027277	22.287547	0.92218346	0.92128999	0.92126872	0.91918397	0.091785	0.00646801	0.00536285	0.00453270	0.00337151
CY_WOO_LP_263_Du-669	159.881377	0.70563770	0.69433834	0.69114418	0.68716478	236.941044	1.00000000	0.99998988	0.99998988	0.99991903	4.689923	0.18498186	0.18374911	0.18309165	0.18109460	23.811330	0.92601259	0.92139636	0.92137509	0.91946052	0.112105	0.00757317	0.00715046	0.00634069	0.00432389
DAN_LP_043_Du-68	125.968631	0.71072175	0.69919614	0.69514354	0.68982658	186.635068	1.00000000	1.00000000	0.99995951	0.99991903	4.094527	0.20131164	0.19948307	0.19848865	0.19536569	20.675715	0.99604323	0.99602195	0.99602195	0.99034207	0.124858	0.01104654	0.00878529	0.00755280	0.00504199
DAN_LP_044_Du-69	255.975006	0.71911974	0.71175985	0.70724144	0.70001464	375.532985	1.00000000	1.00000000	1.00000000	0.99998988	11.916297	0.20496057	0.20244577	0.20123768	0.19952005	60.304310	0.99644741	0.99602195	0.99602195	0.99602195	0.331819	0.01547229	0.01245728	0.01095996	0.00883112
DAN_LP_045_Du-70	1499.258867	0.75344371	0.73930953	0.73628838	0.73115775	2197.643529	1.00000000	1.00000000	1.00000000	1.00000000	81.433253	0.21205708	0.20827666	0.20708501	0.20503865	409.994150	0.99751106	0.99604323	0.99602195	0.99602195	2.773146	0.02401312	0.01967904	0.01820719	0.01567092
DAN_LP_046_Du-71	1618.328354	0.72445666	0.71338355	0.71096131	0.70620999	2395.499706	1.00000000	1.00000000	1.00000000	1.00000000	68.820422	0.20503454	0.20262246	0.20206362	0.20124179	348.328263	0.99757488	0.99706433	0.99666014	0.99602195	1.904009	0.01529404	0.01242673	0.01183085	0.01096506
DAN_LP_047_Du-72	225.519484	0.72100297	0.70736787	0.70175147	0.69646113	333.523299	1.00000000	1.00000000	1.00000000	0.99996964	7.725891	0.20259370	0.20007068	0.19922419	0.19780653	39.140210	0.99602195	0.99602195	0.99602195	0.99602195	0.205051	0.01264063	0.00951358	0.00846443	0.00670738
DOV_LP_078_Du-174	82.766593	0.90662390	0.80771125	0.74975046	0.71611190	120.102872	0.99995951	0.99992915	0.99985830	0.99973685	3.357418	0.19954060	0.18669127	0.18472709	0.17814422	16.764019	0.92133254	0.92092835	0.91922651	0.89925119	0.147771	0.02673783	0.01090904	0.00888205	0.00550545
DOV_LP_079_Du-175	640.439843	0.77687424	0.74418063	0.73978865	0.72982020	942.624744	1.00000000	1.00000000	0.99998988	0.99997976	30.957807	0.19292486	0.18977313	0.18890199	0.18774732	156.298311	0.92460858	0.92148145	0.92148145	0.92148145	0.950288	0.01775392	0.01459631	0.01351661	0.01208550
DOV_LP_080_Du-176	2685.691430	0.76765775	0.75814845	0.75349029	0.74656295	3919.215745	1.00000000	1.00000000	1.00000000	1.00000000	112.192099	0.19714496	0.19437950	0.19254681	0.19119079	564.773379	0.92850153	0.92767189	0.92645933	0.92586368	3.840520	0.02205235	0.01882343	0.01684229	0.01530423
DOV_LP_081_Du-177	1901.885243	0.79184024	0.75376313	0.74849941	0.74406085	2765.377583	1.00000000	1.00000000	1.00000000	0.99998988	72.256633	0.19484383	0.19204961	0.19115381	0.18982655	364.189883	0.93007573	0.92686351	0.92456603	0.92148145	2.365478	0.01882343	0.01612928	0.01556906	0.01466252
DOV_LP_082_Du-178	289.976922	0.75799540	0.74378801	0.73753277	0.73069859	424.434728	1.00000000	0.99996964	0.99993927	0.99989879	8.704108	0.19187291	0.18966630	0.18859381	0.18721724	43.469984	0.92205582	0.92133254	0.92133254	0.92133254	0.380879	0.01706128	0.01449954	0.01317029	0.01146416
DOV_LP_083_Du-179	1241.307019	0.77885729	0.74515219	0.74185821	0.73493086	1812.136566	1.00000000	1.00000000	1.00000000	0.99996964	47.750903	0.19519722	0.18983066	0.18925949	0.18839657	241.121022	0.92669333	0.92148145	0.92148145	0.92148145	1.456550	0.02007120	0.01466761	0.01395969	0.01289018
DOV_LP_084_Du-180	1268.119488	0.80045783	0.74872566	0.74429376	0.73879713	1852.115261	1.00000000	1.00000000	1.00000000	0.99996964	52.303424	0.19552184	0.19064017	0.19000736	0.18867599	262.990363	0.92309820	0.92148145	0.92148145	0.92148145	1.863286	0.02133424	0.01567092	0.01488661	0.01323650
DU-173	7123.333577	0.76884890	0.75213943	0.74901181	0.74467306	10258.286674	1.00000000	1.00000000	1.00000000	1.00000000	445.090278	0.21064764	0.20745072	0.20682202	0.20621387	2235.468580	0.99442648	0.99440521	0.99438393	0.99436266	16.459392	0.02300472	0.01904752	0.01827340	0.01752474
DU-229	4025.930833	0.75306440	0.74469303	0.74240388	0.73678081	5751.730815	1.00000000	1.00000000	1.00000000	1.00000000	215.012299	0.19337275	0.19108395	0.18989641	0.18929647	1082.758084	0.92394912	0.92141763	0.92137509	0.92135381	7.267017	0.01846693	0.01623623	0.01477456	0.01403609
DU-247	4826.974453	0.75462821	0.74383460	0.74192475	0.73918309	7000.039857	1.00000000	1.00000000	1.00000000	1.00000000	211.059386	0.21353638	0.20912726	0.20786164	0.20669053	1060.700477	1.00000000	1.00000000	1.00000000	1.00000000	7.648512	0.02525070	0.01978600	0.01821738	0.01676589
DU-254	9103.917903	0.76716531	0.74400096	0.73821819	0.73535009	13213.016822	1.00000000	1.00000000	1.00000000	1.00000000	271.246434	0.21258717	0.20748359	0.20649329	0.20577419	1367.423034	1.00000000	1.00000000	1.00000000	1.00000000	8.812988	0.02407423	0.01774883	0.01652143	0.01563017
DU-270	3993.903916	0.75244553	0.74199130	0.73744626	0.73352676	5592.547327	1.00000000	1.00000000	1.00000000	1.00000000	254.403236	0.21239404	0.20898344	0.20805477	0.20592622	1279.066414	0.99712815	0.99708560	0.99708560	0.99706433	9.090674	0.02452241	0.02030547	0.01915447	0.01652143
DU-297	9509.944169	0.75900023	0.74513888	0.74364161	0.74147890	13877.603419	1.00000000	1.00000000	1.00000000	1.00000000	237.831336	0.21447327	0.20970665	0.20848212	0.20662478	1190.704178	1.00000000	1.00000000	1.00000000	1.00000000	9.705955	0.02641188	0.02050410	0.01898641	0.01668441
DU-443	8771.489120	0.75825492	0.74311591	0.73902338	0.73577598	12897.100990	1.00000000	1.00000000	1.00000000	1.00000000	219.756220	0.21236938	0.20890536	0.20754523	0.20656725	1102.043695	1.00000000	1.00000000	1.00000000	0.99995745	8.529541	0.02380431	0.01951098	0.01782522	0.01662329
DU-4A	9035.855118	0.75487443	0.74774745	0.74565793	0.74152548	13199.308769	1.00000000	1.00000000	1.00000000	1.00000000	322.997099	0.21418974	0.20958337	0.20853965	0.20756989	1624.319137	1.00000000	1.00000000	1.00000000	1.00000000	11.450194	0.02606047	0.02035131	0.01905771	0.01785578
DU014LP012	3142.445905	0.77449193	0.76189494	0.75876066	0.75086841	4561.324862	1.00000000	1.00000000	1.00000000	1.00000000	107.014567	0.20061720	0.19233725	0.19116614	0.19022514	538.702412	0.94822158	0.92399166	0.92231110	0.92188564	3.665044	0.02163473	0.01717333	0.01612419	0.01505977
DU037LP013	4760.620799	0.77810533	0.76540187	0.76194152	0.75494097	6991.200613	1.00000000	1.00000000	1.00000000	1.00000000	73.709561	0.19908037	0.19361108	0.19119490	0.19030732	367.579689	0.93094792	0.92148145	0.92148145	0.92141763	3.354702	0.02386542	0.01935310	0.01635846	0.01527367
DU059LP015	3371.941507	0.95558779	0.93420685	0.91900129	0.87764350	4924.473017	1.00000000	1.00000000	1.00000000	1.00000000	199.743733	0.26457620	0.21462942	0.20912726	0.20745072	1007.476940	0.99708560	0.99708560	0.99706433	0.99700051	6.365942	0.08920759	0.02730315	0.02048882	0.01842619
DU078LP011	5074.804490	0.89063311	0.79102839	0.76616713	0.75688409	7404.979434	1.00000000	1.00000000	1.00000000	1.00000000	296.186301	0.22579399	0.21233240	0.21128045	0.20959159	1490.229791	0.99710688	0.99606450	0.99606450	0.99604323	10.322738	0.04113552	0.02470066	0.02339688	0.02130878
DU079LP010	5030.681136	0.77025300	0.75814179	0.75211281	0.74465310	7395.000455	1.00000000	1.00000000	1.00000000	1.00000000	326.749440	0.21388155	0.21007236	0.20855197	0.20788218	1650.121894	0.99776634	0.99751106	0.99710688	0.99670269	9.923489	0.02621326	0.02155324	0.01976562	0.01903224
DUD_LP_132_Du-283	152.068209	0.71070844	0.69945566	0.69499714	0.68882841	226.067458	1.00000000	1.00000000	0.99998988	0.99995951	3.512120	0.20176365	0.19903517	0.19723947	0.18960055	17.843537	1.00000000	1.00000000	0.99995745	0.96783526	0.081064	0.01065948	0.00727778	0.00506236	0.00328493
DUD_LP_133_Du-284	620.628911	0.71942585	0.71350333	0.71012284	0.70499221	919.734034	1.00000000	1.00000000	1.00000000	1.00000000	26.039888	0.20429900	0.20255261	0.20188692	0.20113906	131.583645	1.00000000	1.00000000	1.00000000	1.00000000	0.771868	0.01380181	0.01163732	0.01081227	0.00988536
DUD_LP_134_Du-285	1027.491243	0.76787734	0.71811491	0.71471445	0.70917125	1520.060930	1.00000000	1.00000000	1.00000000	1.00000000	25.261453	0.20575364	0.20307447	0.20194856	0.20108153	127.829625	1.00000000	1.00000000	1.00000000	1.00000000	0.705813	0.01560471	0.01228412	0.01088866	0.00981406
DUD_LP_135_Du-286	307.471319	0.86896602	0.74539841	0.72106951	0.70766067	448.993188	1.00000000	1.00000000	0.99998988	0.99998988	11.234760	0.21111609	0.20240468	0.20111029	0.19979536	56.791759	1.00000000	1.00000000	1.00000000	1.00000000	0.328050	0.02225097	0.01145398	0.00984971	0.00821997
DUD_LP_136_Du-287	992.149713	0.72130242	0.71569932	0.71314399	0.70906478	1466.425174	1.00000000	1.00000000	1.00000000	1.00000000	30.771227	0.20610703	0.20317309	0.20256083	0.20140204	155.520614	1.00000000	1.00000000	1.00000000	1.00000000	0.905226	0.01604270	0.01240635	0.01164751	0.01021131
DUD_LP_137_Du-288	141.182773	0.73167680	0.71407562	0.70802002	0.70061355	208.672233	1.00000000	0.99998988	0.99998988	0.99995951	4.072177	0.20344429	0.20187460	0.20014053	0.19504929	20.481514	1.00000000	1.00000000	1.00000000	0.98368363	0.143651	0.01274249	0.01079699	0.00864778	0.00624392
DUD_LP_138_Du-289	835.849322	0.95155516	0.92921597	0.91303885	0.87616620	1233.067316	1.00000000	1.00000000	1.00000000	1.00000000	19.455529	0.25457863	0.20336622	0.20162394	0.20064185	97.951774	1.00000000	1.00000000	1.00000000	1.00000000	0.662900	0.07611879	0.01264572	0.01048632	0.00926912
DUD_LP_139_Du-290	137.337657	0.72144882	0.71009622	0.70584399	0.69856396	199.760956	1.00000000	0.99997976	0.99997976	0.99996964	2.898376	0.20154176	0.19941732	0.19579716	0.15729437	14.652931	1.00000000	0.99929799	0.98927842	0.80362917	0.084242	0.01038446	0.00791949	0.00583139	0.00255665
KIRN_LP_179_Du-421	1436.683465	0.75241891	0.73501071	0.73167680	0.72795028	2115.474909	1.00000000	1.00000000	1.00000000	1.00000000	31.612835	0.20970665	0.20553175	0.20445104	0.20286490	159.639551	1.00000000	1.00000000	1.00000000	1.00000000	0.962216	0.02050410	0.01532969	0.01399025	0.01202438
KIRN_LP_180_Du-422	715.273607	0.76758455	0.72862904	0.72327881	0.71575921	1056.384668	1.00000000	1.00000000	1.00000000	1.00000000	34.625603	0.20895056	0.20583582	0.20455788	0.20327993	175.218388	1.00000000	1.00000000	1.00000000	1.00000000	0.966565	0.01956700	0.01570657	0.01412267	0.01253877
KIRN_LP_181_Du-423	647.398106	0.72994663	0.72231391	0.71921956	0.71335028	955.159622	1.00000000	1.00000000	1.00000000	1.00000000	21.259144	0.20520712	0.20443049	0.20326349	0.20163627	107.483875	1.00000000	1.00000000	1.00000000	1.00000000	0.616254	0.01492735	0.01396479	0.01251840	0.01050160
KIRN_LP_182_Du-424	1115.323542	0.83330450	0.74301609	0.73105793	0.72468291	1645.208194	1.00000000	1.00000000	1.00000000	1.00000000	18.123986	0.20875332	0.20500577	0.20436885	0.20236770	91.222345	1.00000000	1.00000000	1.00000000	1.00000000	0.623654	0.01932254	0.01467780	0.01388839	0.01140814
KIRN_LP_183_Du-425	1135.313095	0.74069367	0.73061208	0.72759093	0.72193460	1673.778284	1.00000000	1.00000000	1.00000000	1.00000000	16.028201	0.20656725	0.20383466	0.20289367	0.20131164	80.737364	1.00000000	1.00000000	1.00000000	1.00000000	0.536310	0.01661311	0.01322631	0.01206004	0.01009926
KIRN_LP_184_Du-426	901.513529	0.74402092	0.73123761	0.72771072	0.72140224	1326.716787	1.00000000	1.00000000	1.00000000	1.00000000	19.279534	0.20588924	0.20358811	0.20310734	0.20163216	97.280803	1.00000000	1.00000000	1.00000000	1.00000000	0.605406	0.01577277	0.01292074	0.01232487	0.01049651
KIRN_LP_185_Du-427	1083.694937	0.95468943	0.93553110	0.92948215	0.91426993	1584.605352	1.00000000	1.00000000	1.00000000	1.00000000	24.291212	0.26679104	0.20700693	0.20423325	0.20254028	122.390742	1.00000000	1.00000000	1.00000000	1.00000000	0.805400	0.09125495	0.01715805	0.01372033	0.01162204
KIRN_LP_186_Du-428	1114.444761	0.74904508	0.73734645	0.73298109	0.72793031	1643.535991	1.00000000	1.00000000	1.00000000	1.00000000	21.833246	0.20909438	0.20584404	0.20401958	0.20291832	109.791695	1.00000000	1.00000000	1.00000000	1.00000000	0.775290	0.01974525	0.01571675	0.01345550	0.01209059
KIRN_LP_187_Du-429	1370.288307	0.75057562	0.73612202	0.73268163	0.72780388	2022.565636	1.00000000	1.00000000	1.00000000	1.00000000	28.270855	0.20971487	0.20508796	0.20416340	0.20294298	142.617172	1.00000000	1.00000000	1.00000000	1.00000000	0.895432	0.02051428	0.01477965	0.01363375	0.01212115
KIRT_LP_159_Du-364	76.649161	0.70679559	0.69646113	0.69119076	0.68540133	113.431459	1.00000000	0.99998988	0.99991903	0.99988867	3.619648	0.20178830	0.19994740	0.19876397	0.19232492	18.277400	1.00000000	1.00000000	1.00000000	0.97808884	0.110465	0.01069004	0.00840841	0.00694165	0.00420675
KIRT_LP_160_Du-365	208.958463	0.73240215	0.72186805	0.71683724	0.70787362	308.788608	1.00000000	1.00000000	0.99996964	0.99992915	6.329747	0.20738908	0.20338266	0.20187049	0.19984467	31.726068	1.00000000	1.00000000	1.00000000	0.99991491	0.249665	0.01763169	0.01266609	0.01079190	0.00830146
KIRT_LP_161_Du-366	165.431505	0.73145720	0.72065028	0.71411555	0.70568428	244.472582	1.00000000	1.00000000	0.99995951	0.99994939	6.328893	0.20561804	0.20347717	0.20157874	0.20005835	31.766742	1.00000000	1.00000000	1.00000000	1.00000000	0.238868	0.01543664	0.01278323	0.01043030	0.00854592
KIRT_LP_162_Du-367	167.379899	0.72969376	0.71818811	0.71301755	0.70440662	246.924708	1.00000000	0.99997976	0.99996964	0.99992915	5.849950	0.20563858	0.20355113	0.20213758	0.20035832	29.289185	1.00000000	1.00000000	1.00000000	1.00000000	0.238410	0.01546211	0.01287490	0.01112294	0.00891770
KIRT_LP_163_Du-368	176.259020	0.73383952	0.72325885	0.71666423	0.70535156	260.083085	1.00000000	1.00000000	0.99998988	0.99993927	5.353075	0.20588924	0.20306214	0.20168968	0.19982002	26.822200	1.00000000	1.00000000	1.00000000	1.00000000	0.213195	0.01577277	0.01226885	0.01056781	0.00825053
KIRT_LP_164_Du-369	155.666676	0.73068528	0.71685055	0.71222567	0.70374117	229.691737	1.00000000	1.00000000	0.99997976	0.99991903	5.480660	0.20510439	0.20335389	0.20137739	0.19882560	27.544205	1.00000000	1.00000000	1.00000000	1.00000000	0.198471	0.01480003	0.01263044	0.01018075	0.00701804
KIRT_LP_165_Du-370	254.430953	0.75042922	0.73735310	0.73324727	0.72595392	372.236159	1.00000000	1.00000000	1.00000000	0.99992915	9.789681	0.20827255	0.20635358	0.20469759	0.20297585	48.839666	1.00000000	1.00000000	1.00000000	1.00000000	0.440802	0.01872667	0.01634827	0.01429583	0.01216189
KIRT_LP_166_Du-371	121.520063	0.74600397	0.73118437	0.72592731	0.71735630	176.732718	1.00000000	0.99998988	0.99996964	0.99986842	5.994584	0.20874510	0.20519479	0.20378535	0.20129932	29.821307	1.00000000	1.00000000	1.00000000	1.00000000	0.290276	0.01931235	0.01491207	0.01316520	0.01008398
KIRT_LP_167_Du-372	95.265322	0.72040406	0.70940416	0.70382102	0.69634800	140.416135	0.99998988	0.99998988	0.99993927	0.99991903	3.116117	0.20263479	0.20073636	0.19926939	0.18249993	15.690223	1.00000000	1.00000000	0.99938308	0.92694860	0.105775	0.01173918	0.00938625	0.00771577	0.00427296
KIRT_LP_168_Du-373	182.129883	0.73750616	0.72689886	0.72168173	0.71388264	267.341987	1.00000000	0.99997976	0.99995951	0.99991903	8.824116	0.20823146	0.20554407	0.20336211	0.20121713	44.159441	1.00000000	1.00000000	1.00000000	1.00000000	0.364556	0.01867574	0.01534497	0.01264063	0.00998212
MALV_LP_095_Du-201	1767.840338	0.81556357	0.76847625	0.76046422	0.75311764	2513.618004	1.00000000	1.00000000	1.00000000	1.00000000	139.260866	0.22311893	0.21345420	0.21202421	0.20986280	700.742150	1.00000000	1.00000000	1.00000000	1.00000000	4.837755	0.03712739	0.02514884	0.02337650	0.02069763
MALV_LP_096_Du-202	484.853634	0.78076713	0.75300451	0.74459986	0.73781226	703.720390	1.00000000	1.00000000	1.00000000	1.00000000	29.679465	0.21320354	0.20969843	0.20869990	0.20695762	147.920120	1.00000000	1.00000000	1.00000000	1.00000000	1.371707	0.02483817	0.02049391	0.01925633	0.01709693
MALV_LP_097_Du-203	1286.819776	0.81697433	0.75756951	0.75133423	0.74482612	1860.477915	1.00000000	1.00000000	1.00000000	1.00000000	98.653372	0.21901799	0.21133798	0.20976828	0.20876565	495.527208	1.00000000	1.00000000	1.00000000	1.00000000	3.638601	0.03204465	0.02252599	0.02058049	0.01933782
MALV_LP_098_Du-204	663.846633	0.79734352	0.75235237	0.74595738	0.73969549	953.164845	1.00000000	1.00000000	1.00000000	1.00000000	41.572948	0.21471982	0.20964501	0.20770138	0.20627961	209.528931	1.00000000	1.00000000	1.00000000	1.00000000	1.362942	0.02671746	0.02042770	0.01801875	0.01625660
