sample_id	cp_full_reference_mean_depth	cp_full_reference_breadth_dp1	cp_full_reference_breadth_dp3	cp_full_reference_breadth_dp5	cp_full_reference_breadth_dp10	cp_unique_sites_mean_depth	cp_unique_sites_breadth_dp1	cp_unique_sites_breadth_dp3	cp_unique_sites_breadth_dp5	cp_unique_sites_breadth_dp10	mt_full_reference_mean_depth	mt_full_reference_breadth_dp1	mt_full_reference_breadth_dp3	mt_full_reference_breadth_dp5	mt_full_reference_breadth_dp10	mt_unique_sites_mean_depth	mt_unique_sites_breadth_dp1	mt_unique_sites_breadth_dp3	mt_unique_sites_breadth_dp5	mt_unique_sites_breadth_dp10	mt_repeat_sites_mean_depth	mt_repeat_sites_breadth_dp1	mt_repeat_sites_breadth_dp3	mt_repeat_sites_breadth_dp5	mt_repeat_sites_breadth_dp10
MALV_LP_099_Du-205	422.596810	0.77014653	0.73871062	0.72967380	0.72305921	616.711109	1.00000000	1.00000000	0.99998988	0.99998988	24.097194	0.21211461	0.20545367	0.20490715	0.20333746	121.860747	1.00000000	1.00000000	1.00000000	1.00000000	0.691817	0.02348855	0.01523292	0.01455557	0.01261007
MALV_LP_100_Du-206	766.499561	0.78176531	0.75325738	0.74577106	0.73873059	1103.871278	1.00000000	1.00000000	1.00000000	1.00000000	42.336228	0.21402126	0.20935326	0.20766440	0.20587281	213.305629	1.00000000	1.00000000	1.00000000	1.00000000	1.404785	0.02585166	0.02006611	0.01797292	0.01575240
MALV_LP_101_Du-207	1010.956020	0.79378336	0.75291800	0.74693560	0.74191144	1458.700957	1.00000000	1.00000000	1.00000000	1.00000000	43.532107	0.21662647	0.20896700	0.20833008	0.20631659	219.666610	1.00000000	1.00000000	1.00000000	1.00000000	1.364098	0.02908058	0.01958737	0.01879797	0.01630244
MALV_LP_102_Du-208	722.173882	0.79078883	0.74632338	0.73985520	0.73292120	1052.554189	1.00000000	1.00000000	1.00000000	1.00000000	58.726149	0.21475680	0.20856019	0.20773425	0.20655082	295.302651	1.00000000	1.00000000	1.00000000	1.00000000	2.087843	0.02676330	0.01908317	0.01805950	0.01659273
MALV_LP_103_Du-209	1034.607277	0.80232109	0.74985693	0.74462648	0.73580926	1511.730005	1.00000000	1.00000000	1.00000000	1.00000000	88.195226	0.22334904	0.21079557	0.20838350	0.20678093	445.080199	1.00000000	1.00000000	1.00000000	1.00000000	2.754109	0.03741259	0.02185372	0.01886418	0.01687794
MALV_LP_104_Du-210	314.256897	0.76690579	0.74726167	0.73975538	0.73431864	438.221868	1.00000000	1.00000000	0.99998988	0.99997976	29.380196	0.21128045	0.20846568	0.20752058	0.20625496	147.575647	1.00000000	1.00000000	1.00000000	1.00000000	1.083259	0.02245469	0.01896604	0.01779466	0.01622604
OCO_LP_058_Du-115	202.876319	0.69771218	0.68989313	0.68659915	0.68273953	302.608601	0.99996964	0.99958503	0.99946357	0.99939272	3.386178	0.18326423	0.18179726	0.18104940	0.17807437	17.314925	0.92290674	0.92171545	0.92131127	0.91267444	0.051525	0.00618790	0.00465493	0.00382478	0.00220523
OCO_LP_059_Du-106	147.514567	0.70243688	0.69240188	0.68822950	0.68404381	219.006225	0.99966600	0.99921054	0.99914981	0.99900812	4.704696	0.20010766	0.19794624	0.19698059	0.19487670	24.024847	0.99982982	0.99982982	0.99944690	0.99561777	0.079297	0.00864778	0.00596890	0.00486374	0.00317289
OCO_LP_060_Du-107	138.230399	0.68968018	0.68411701	0.68100270	0.67726287	206.685786	0.99952430	0.99929151	0.99914981	0.99903848	4.228469	0.19983646	0.19797090	0.19677513	0.19450688	21.552119	0.99982982	0.99982982	0.99982982	0.99359683	0.081049	0.00831165	0.00599946	0.00451742	0.00319835
OCO_LP_061_Du-108	810.183119	0.70801336	0.69692029	0.69384591	0.68924764	1211.916672	0.99992915	0.99992915	0.99980770	0.99951418	17.901261	0.20138150	0.19991042	0.19916666	0.19825443	91.290185	0.99985109	0.99982982	0.99982982	0.99982982	0.331366	0.01022149	0.00840332	0.00748150	0.00635087
OCO_LP_062_Du-109	666.780614	0.70922448	0.69896323	0.69530990	0.68983324	995.476266	1.00000000	0.99992915	0.99980770	0.99960527	13.867278	0.20122124	0.19953649	0.19905161	0.19818458	70.602770	0.99982982	0.99982982	0.99982982	0.99982982	0.284348	0.01002796	0.00793986	0.00733890	0.00626429
OCO_LP_063_Du-110	81.385163	0.68968018	0.68346487	0.68108921	0.67771537	121.267383	0.99974697	0.99943321	0.99913969	0.99888666	6.106213	0.20051447	0.19850920	0.19782708	0.19663131	31.096430	1.00000000	0.99985109	0.99982982	0.99974472	0.123356	0.00911123	0.00666154	0.00582121	0.00435954
OCO_LP_064_Du-111	235.149880	0.69525001	0.68617991	0.68380425	0.68060343	351.270440	0.99965588	0.99936236	0.99927127	0.99920042	5.196327	0.19837771	0.19737918	0.19656146	0.19563279	26.563351	0.99982982	0.99982982	0.99980854	0.99963836	0.080891	0.00650366	0.00526608	0.00425768	0.00314742
OCO_LP_065_Du-112	193.987263	0.69956213	0.68914782	0.68663907	0.68289924	289.378879	0.99992915	0.99932188	0.99926115	0.99911945	3.859344	0.19934747	0.19785584	0.19679979	0.19232492	19.679416	1.00000000	0.99982982	0.99982982	0.98296035	0.071892	0.00766485	0.00585686	0.00454798	0.00304047
OCO_LP_066_Du-113	188.724696	0.68679878	0.68151510	0.67951209	0.67699669	283.172861	0.99986842	0.99968624	0.99947369	0.99941297	2.807256	0.18170686	0.18040426	0.17898249	0.15838329	14.408377	0.92301310	0.92173673	0.91737577	0.81524421	0.029855	0.00423222	0.00292334	0.00220523	0.00112554
OCO_LP_067_Du-114	126.326790	0.68997298	0.68292586	0.68062339	0.67748247	188.905670	0.99967612	0.99943321	0.99941297	0.99933200	2.082536	0.18385184	0.18034262	0.17593350	0.11828615	10.659143	0.92345984	0.92007743	0.90086794	0.60930054	0.029228	0.00678377	0.00324419	0.00237839	0.00073338
QUI1_LP_249_Du-648	486.165930	0.69645448	0.68964691	0.68604017	0.68269960	729.347675	1.00000000	1.00000000	0.99998988	0.99995951	9.188327	0.18856915	0.18337107	0.18234789	0.18133704	46.840495	0.94439244	0.92299183	0.92143890	0.92139636	0.174096	0.00761901	0.00629994	0.00540359	0.00416092
QUI1_LP_250_Du-649	417.645328	0.69346660	0.68868866	0.68645275	0.68222048	626.577377	1.00000000	1.00000000	1.00000000	0.99995951	11.239946	0.18459149	0.18315328	0.18234789	0.18143566	57.376489	0.92650187	0.92184309	0.92141763	0.92133254	0.194488	0.00697221	0.00630504	0.00540868	0.00429842
QUI1_LP_251_Du-650	59.199209	0.68444974	0.67880006	0.67690352	0.67350307	88.720664	0.99998988	0.99988867	0.99986842	0.99976721	1.213113	0.18176850	0.16597290	0.13365440	0.03250342	6.197902	0.91952434	0.84808969	0.68522379	0.16714176	0.019715	0.00514385	0.00266869	0.00160427	0.00026992
QUI1_LP_252_Du-651	242.474447	0.69071163	0.68345156	0.68111583	0.67840744	363.192871	1.00000000	0.99998988	0.99995951	0.99990891	9.843877	0.18418057	0.18222461	0.18186301	0.18122609	50.293780	0.92652314	0.92182182	0.92141763	0.92141763	0.159846	0.00645782	0.00515913	0.00480772	0.00401831
QUI1_LP_253_Du-652	583.830849	0.70575748	0.69869705	0.69523670	0.69057189	870.667709	1.00000000	0.99998988	0.99995951	0.99993927	22.915240	0.18631733	0.18448054	0.18404497	0.18338340	116.608790	0.92352366	0.92224728	0.92182182	0.92141763	0.484255	0.00982424	0.00785328	0.00741529	0.00669210
QUI1_LP_254_Du-653	61.417784	0.69204919	0.68440981	0.68191437	0.67770206	91.561578	0.99997976	0.99989879	0.99983806	0.99970648	1.817303	0.18324779	0.18032618	0.17416656	0.09655694	9.264061	0.92084326	0.91716304	0.88916780	0.49578795	0.034489	0.00666154	0.00392155	0.00298954	0.00097784
QUI1_LP_255_Du-654	631.617525	0.70593050	0.69772549	0.69447809	0.69086469	942.608186	1.00000000	1.00000000	0.99995951	0.99994939	8.196738	0.18508048	0.18376555	0.18253280	0.18176850	41.730003	0.92352366	0.92303438	0.92141763	0.92133254	0.168606	0.00829127	0.00677868	0.00563786	0.00471095
QUI1_LP_257_Du-656	130.634122	0.69559604	0.68711154	0.68416359	0.68082968	194.408716	0.99998988	0.99994939	0.99991903	0.99986842	2.843244	0.18341627	0.18143977	0.17936053	0.15374406	14.538908	0.92143890	0.92135381	0.91488683	0.78973792	0.043208	0.00672775	0.00429842	0.00326965	0.00148204
QUI1_LP_258_Du-657	808.069646	0.88054487	0.74444016	0.70992321	0.69891665	1202.240795	1.00000000	1.00000000	1.00000000	0.99996964	13.815614	0.19405076	0.18471065	0.18432439	0.18356420	70.001383	0.92637423	0.92184309	0.92141763	0.92135381	0.364291	0.01872667	0.00823525	0.00785838	0.00693146
QUI2_LP_243_Du-631	840.466747	0.71501391	0.70589723	0.70328866	0.69877690	1245.198397	1.00000000	1.00000000	1.00000000	1.00000000	22.249294	0.20148012	0.19962689	0.19892422	0.19840647	112.849196	0.99459666	0.99412866	0.99408611	0.99408611	0.558953	0.01160167	0.00941681	0.00855611	0.00791440
QUI2_LP_244_Du-632	120.179273	0.69255493	0.68451628	0.68128885	0.67853388	179.714813	1.00000000	1.00000000	0.99998988	0.99996964	3.805107	0.19778599	0.19623684	0.19532460	0.19057853	19.371299	0.99410739	0.99408611	0.99404357	0.97434479	0.078436	0.00714027	0.00522534	0.00410489	0.00293862
QUI2_LP_245_Du-633	333.700966	0.69372613	0.68817626	0.68463606	0.68128885	499.591456	1.00000000	1.00000000	1.00000000	1.00000000	13.172848	0.19806952	0.19684910	0.19642175	0.19585879	67.278038	0.99483067	0.99451157	0.99408611	0.99408611	0.219632	0.00731853	0.00588232	0.00545452	0.00475679
QUI2_LP_246_Du-634	263.665278	0.70280953	0.69636797	0.69361300	0.68900142	389.402846	1.00000000	1.00000000	0.99998988	0.99995951	8.990331	0.19957347	0.19783941	0.19737918	0.19622040	45.722154	0.99466048	0.99414993	0.99408611	0.99408611	0.196439	0.00922328	0.00719630	0.00664117	0.00520496
QUI2_LP_247_Du-635	531.158005	0.70808656	0.69950224	0.69539641	0.69127727	792.678195	1.00000000	1.00000000	1.00000000	1.00000000	22.567931	0.19929405	0.19803665	0.19782708	0.19733809	114.898549	0.99425630	0.99410739	0.99408611	0.99408611	0.463242	0.00897373	0.00745094	0.00719630	0.00659024
QUI2_LP_248_Du-636	657.238571	0.70859230	0.70069340	0.69775876	0.69479085	976.519473	1.00000000	1.00000000	1.00000000	1.00000000	22.755296	0.19987344	0.19915844	0.19879684	0.19796268	115.769699	0.99425630	0.99410739	0.99408611	0.99408611	0.486904	0.00969183	0.00884131	0.00839823	0.00736436
QUI2_LP_337_Du-638	137.904534	0.68586049	0.68092950	0.67878675	0.67635785	206.145270	1.00000000	1.00000000	0.99997976	0.99990891	13.278646	0.19727645	0.19630669	0.19579305	0.19529995	67.949796	0.99461794	0.99408611	0.99408611	0.99408611	0.189935	0.00638652	0.00531192	0.00467530	0.00406415
QUI2_LP_338_Du-639	125.533492	0.69113752	0.68514846	0.68295913	0.68039049	186.381976	1.00000000	0.99995951	0.99994939	0.99987854	2.880978	0.19639298	0.19511914	0.19327413	0.16379916	14.734981	0.99414993	0.99274592	0.98498128	0.84192052	0.043035	0.00540359	0.00416092	0.00373311	0.00145148
QUI2_LP_339_Du-640	321.464279	0.70971692	0.70142540	0.69838428	0.69344664	473.919374	1.00000000	1.00000000	0.99996964	0.99994939	14.970217	0.19971318	0.19839003	0.19817225	0.19758875	76.046056	0.99417120	0.99408611	0.99408611	0.99406484	0.348172	0.00951358	0.00789403	0.00762410	0.00690600
QUI2_LP_340_Du-641	228.777593	0.71261828	0.70378775	0.70026086	0.69453132	334.003219	1.00000000	0.99998988	0.99998988	0.99992915	25.775348	0.20058843	0.19920775	0.19864891	0.19793392	131.427736	0.99461794	0.99457539	0.99408611	0.99408611	0.481322	0.01049142	0.00879038	0.00821488	0.00732871
QUIN_LP_069_Du-155	108.248885	0.69298082	0.68817626	0.68542130	0.68108921	161.016822	1.00000000	0.99996964	0.99991903	0.99986842	4.308598	0.19835716	0.19656557	0.19593276	0.19392749	21.970537	0.99410739	0.99408611	0.99406484	0.99076753	0.080188	0.00784819	0.00563277	0.00485355	0.00315761
QUIN_LP_070_Du-156	174.652288	0.68566086	0.68069659	0.67907289	0.67675047	260.966812	1.00000000	1.00000000	1.00000000	0.99993927	7.118233	0.19656968	0.19564923	0.19523831	0.19449455	36.461794	0.99461794	0.99417120	0.99408611	0.99406484	0.093150	0.00551054	0.00447668	0.00398776	0.00307103
QUIN_LP_071_Du-157	226.365991	0.69320708	0.68745092	0.68548784	0.68267298	337.066335	1.00000000	1.00000000	1.00000000	0.99993927	5.846120	0.19776133	0.19653680	0.19608891	0.19499176	29.828646	0.99461794	0.99408611	0.99408611	0.99357556	0.104512	0.00698749	0.00559712	0.00504199	0.00380441
QUIN_LP_072_Du-158	224.374862	0.68889495	0.68333178	0.68090288	0.67823443	335.061487	1.00000000	1.00000000	1.00000000	0.99994939	5.948110	0.19681623	0.19596974	0.19522187	0.19440826	30.446137	0.99419248	0.99408611	0.99408611	0.99385211	0.083086	0.00591797	0.00489430	0.00396738	0.00301501
QUIN_LP_073_Du-159	343.809914	0.69208246	0.68762394	0.68545457	0.68173470	512.489302	1.00000000	1.00000000	1.00000000	1.00000000	17.760066	0.19849276	0.19770791	0.19711209	0.19608891	90.712687	0.99463921	0.99412866	0.99408611	0.99408611	0.294625	0.00788893	0.00703842	0.00631013	0.00504199
QUIN_LP_074_Du-160	205.238132	0.69861719	0.69265475	0.68908128	0.68545457	305.409131	1.00000000	1.00000000	0.99997976	0.99992915	5.654921	0.19891600	0.19730522	0.19697237	0.19543966	28.756254	0.99461794	0.99410739	0.99408611	0.99404357	0.124277	0.00841860	0.00654440	0.00613697	0.00424750
QUIN_LP_075_Du-161	2186.534983	0.76597415	0.75137416	0.74746796	0.74082676	3203.867766	1.00000000	1.00000000	1.00000000	1.00000000	53.145579	0.20830132	0.20742607	0.20630016	0.20457842	266.947115	0.99432012	0.99414993	0.99412866	0.99408611	1.959781	0.02012213	0.01907808	0.01768771	0.01556396
QUIN_LP_076_Du-162	1173.739223	0.74209777	0.73364654	0.72988009	0.72373132	1728.867655	1.00000000	1.00000000	1.00000000	0.99997976	26.318801	0.20590979	0.20447158	0.20282381	0.20132397	132.841559	0.99427757	0.99417120	0.99410739	0.99408611	0.816400	0.01716823	0.01541118	0.01338419	0.01153037
QUIN_LP_077_Du-163	1955.310812	0.76427725	0.75005656	0.74321573	0.73700041	2874.253153	1.00000000	1.00000000	1.00000000	1.00000000	194.567417	0.20953406	0.20753290	0.20680969	0.20604539	977.402293	0.99480939	0.99438393	0.99436266	0.99410739	7.150486	0.02153287	0.01915447	0.01826321	0.01737704
QUIN_LP_318_Du-164	135.559145	0.71306414	0.70406724	0.69811145	0.69236861	200.669227	1.00000000	1.00000000	0.99991903	0.99985830	5.826577	0.19970496	0.19872698	0.19809417	0.19684088	29.551055	0.99412866	0.99408611	0.99408611	0.99406484	0.146747	0.00951358	0.00831165	0.00752734	0.00597909
RIC_LP_192_Du-521	912.581504	0.77172365	0.73475119	0.72953405	0.72267990	1345.017732	1.00000000	1.00000000	1.00000000	1.00000000	26.049433	0.20880263	0.20526054	0.20480442	0.20304571	131.535356	1.00000000	1.00000000	1.00000000	1.00000000	0.795260	0.01938365	0.01499356	0.01442824	0.01224847
RIC_LP_193_Du-522	783.815790	0.76541517	0.73053223	0.72616021	0.71924618	1152.534088	1.00000000	1.00000000	1.00000000	1.00000000	23.562712	0.20822735	0.20471813	0.20362510	0.20183351	119.274038	1.00000000	1.00000000	1.00000000	1.00000000	0.648655	0.01867065	0.01432129	0.01296658	0.01074606
RIC_LP_194_Du-523	2499.621085	0.74457325	0.73306094	0.73062539	0.72452320	3689.523937	1.00000000	1.00000000	1.00000000	1.00000000	100.190151	0.20880263	0.20618510	0.20502221	0.20444693	507.388700	1.00000000	1.00000000	1.00000000	1.00000000	2.703561	0.01938365	0.01613946	0.01469817	0.01398516
RIC_LP_195_Du-524	957.396536	0.72357826	0.71502056	0.71064189	0.70525839	1417.517732	1.00000000	1.00000000	1.00000000	1.00000000	39.425039	0.20581528	0.20374837	0.20315665	0.20149245	199.710007	1.00000000	1.00000000	1.00000000	1.00000000	1.051535	0.01568110	0.01311936	0.01238598	0.01032335
RIC_LP_196_Du-525	1573.358765	0.72548145	0.71392922	0.71162676	0.70700853	2332.888191	1.00000000	1.00000000	1.00000000	1.00000000	77.152893	0.20460308	0.20302927	0.20272108	0.20201020	390.796822	1.00000000	1.00000000	1.00000000	1.00000000	2.064028	0.01417869	0.01222810	0.01184613	0.01096506
RIC_LP_197_Du-526	136.525034	0.71901327	0.70613014	0.70121245	0.69413871	201.974616	1.00000000	1.00000000	0.99998988	0.99996964	4.445897	0.20318131	0.20054323	0.19946663	0.19632313	22.556224	1.00000000	1.00000000	1.00000000	0.99951072	0.110139	0.01241654	0.00914688	0.00781254	0.00403359
RIC_LP_198_Du-527	2202.649946	0.75307106	0.74472630	0.74047407	0.73404581	3240.510799	1.00000000	1.00000000	1.00000000	1.00000000	72.262591	0.21178588	0.20859718	0.20732745	0.20582350	362.837240	1.00000000	1.00000000	1.00000000	1.00000000	2.696696	0.02308111	0.01912901	0.01755530	0.01569129
RIC_LP_199_Du-528	1624.808057	0.74243049	0.72888191	0.72479604	0.72028428	2400.319194	1.00000000	1.00000000	1.00000000	1.00000000	95.692549	0.20805066	0.20496879	0.20450446	0.20399081	483.084986	1.00000000	1.00000000	1.00000000	1.00000000	2.947701	0.01845165	0.01463196	0.01405646	0.01341985
RIC_LP_200_Du-529	2768.837231	0.75009649	0.73885037	0.73495082	0.73077179	4079.796775	1.00000000	1.00000000	1.00000000	1.00000000	135.635152	0.21320354	0.20902453	0.20731923	0.20578651	682.175289	1.00000000	1.00000000	1.00000000	1.00000000	4.789072	0.02483817	0.01965867	0.01754511	0.01564545
RIC_LP_201_Du-530	1368.776089	0.75152721	0.74173842	0.73791874	0.73265502	2013.820287	1.00000000	1.00000000	1.00000000	1.00000000	78.764985	0.21275153	0.20839994	0.20735621	0.20604950	396.265189	1.00000000	1.00000000	1.00000000	1.00000000	2.752897	0.02427795	0.01888455	0.01759095	0.01597140
RSV_LP_049_Du-85	2258.738418	0.97422708	0.95148861	0.94453465	0.93608342	3328.206656	1.00000000	1.00000000	1.00000000	1.00000000	56.401366	0.32373161	0.22201357	0.20441405	0.20236770	284.175225	0.99712815	0.99697924	0.99691542	0.99680905	1.870482	0.16251509	0.03648059	0.01468289	0.01217208
RSV_LP_050_Du-87	2616.747974	0.80649347	0.73981527	0.73069194	0.72528182	3860.648236	1.00000000	1.00000000	1.00000000	1.00000000	132.877260	0.21490884	0.20719184	0.20625085	0.20400725	670.969537	0.99712815	0.99706433	0.99693669	0.99691542	4.053664	0.02763928	0.01809005	0.01695433	0.01417869
RSV_LP_051_Du-88	132.825911	0.73445839	0.69919614	0.69412540	0.68757736	197.758153	1.00000000	0.99998988	0.99998988	0.99995951	4.200757	0.20163627	0.19831196	0.19702168	0.19393160	21.378574	0.99697924	0.99680905	0.99678778	0.98993788	0.088250	0.01122480	0.00714537	0.00555128	0.00336133
RSV_LP_052_Du-89	1047.496713	0.97457977	0.93981660	0.92946884	0.89306201	1547.755379	1.00000000	1.00000000	1.00000000	1.00000000	33.928998	0.30132438	0.21075448	0.20146779	0.20040763	171.439308	0.99710688	0.99685160	0.99680905	0.99680905	1.007930	0.13474849	0.02255654	0.01105673	0.00974276
RSV_LP_053_Du-90	1166.901127	0.72938765	0.72090980	0.71868054	0.71279796	1724.735592	1.00000000	1.00000000	1.00000000	1.00000000	52.968236	0.20747949	0.20365386	0.20313611	0.20232249	267.469899	0.99712815	0.99691542	0.99683033	0.99680905	1.614822	0.01843128	0.01374070	0.01311936	0.01211606
RSV_LP_055_Du-92	136.370716	0.72310579	0.70737453	0.70241692	0.69593542	201.694753	1.00000000	0.99998988	0.99998988	0.99991903	7.230002	0.20323062	0.20161983	0.20065418	0.19855851	36.541482	0.99689415	0.99683033	0.99678778	0.99678778	0.212599	0.01322122	0.01124008	0.01005342	0.00745604
RSV_LP_057_Du-94	199.783056	0.73422548	0.72320561	0.71855411	0.71119422	293.056669	1.00000000	1.00000000	0.99998988	0.99990891	12.410118	0.20641932	0.20486195	0.20326349	0.20101989	62.376085	0.99691542	0.99685160	0.99680905	0.99680905	0.447866	0.01716823	0.01525330	0.01328234	0.01050160
RSV_LP_315_Du-95	320.415887	0.75311764	0.73448501	0.72800351	0.71957225	463.636637	1.00000000	1.00000000	1.00000000	1.00000000	25.837166	0.21162562	0.20491537	0.20395383	0.20208005	130.687053	0.99697924	0.99691542	0.99680905	0.99680905	0.735265	0.02360569	0.01530423	0.01413795	0.01181558
RSV_LP_316_Du-96	240.521048	0.74346860	0.72100297	0.71405566	0.70483251	356.071962	1.00000000	1.00000000	1.00000000	0.99997976	8.025970	0.20331280	0.20184172	0.20055556	0.19885026	40.546205	0.99691542	0.99680905	0.99680905	0.99678778	0.240365	0.01331799	0.01152019	0.00992610	0.00781763
SILG_LP_149_Du-343	73.519391	0.71075502	0.69839759	0.69344664	0.68830935	108.866612	1.00000000	0.99998988	0.99993927	0.99982794	2.688300	0.19353712	0.18413948	0.18164522	0.16197059	13.626340	0.95743278	0.92609769	0.92016253	0.82645507	0.069646	0.01065439	0.00650875	0.00483827	0.00288769
SILG_LP_150_Du-344	127.068309	0.70560443	0.69423187	0.69182294	0.68650598	188.891024	0.99996964	0.99989879	0.99983806	0.99977733	3.619911	0.18571740	0.18373678	0.18255335	0.17762236	18.363257	0.92231110	0.92135381	0.92128999	0.90529272	0.090236	0.00937097	0.00714537	0.00569388	0.00341226
SILG_LP_151_Du-345	134.264883	0.71504053	0.70441993	0.70047380	0.69564928	198.213336	0.99998988	0.99991903	0.99985830	0.99975709	4.911908	0.18640774	0.18534757	0.18402853	0.18238487	24.791886	0.92188564	0.92133254	0.92133254	0.92122617	0.152482	0.01032844	0.00914688	0.00751206	0.00550035
SILG_LP_152_Du-346	105.112381	0.71939923	0.70286277	0.69678055	0.69085138	155.585464	0.99997976	0.99987854	0.99984818	0.99975709	4.397043	0.18697891	0.18504350	0.18372857	0.18215065	22.164142	0.92448094	0.92133254	0.92131127	0.91888615	0.143457	0.01041502	0.00877001	0.00714537	0.00577028
SILG_LP_153_Du-347	88.821180	0.71120753	0.69784527	0.69352649	0.68826943	131.508714	0.99995951	0.99987854	0.99981782	0.99966600	3.352898	0.18570507	0.18451341	0.18386828	0.17672656	16.944712	0.92231110	0.92131127	0.92103472	0.89718771	0.098910	0.00935569	0.00811812	0.00738473	0.00424240
SILG_LP_154_Du-348	611.011978	0.71667754	0.71015611	0.70615675	0.70083314	900.201130	0.99996964	0.99995951	0.99993927	0.99990891	16.060709	0.18638308	0.18492844	0.18452985	0.18399977	81.450285	0.92231110	0.92135381	0.92135381	0.92133254	0.405921	0.01019603	0.00862231	0.00812830	0.00747641
SILG_LP_155_Du-349	98.258701	0.70850580	0.69858392	0.69480416	0.68989978	145.350256	1.00000000	0.99991903	0.99988867	0.99976721	3.965758	0.18612009	0.18385595	0.18312452	0.18051932	20.125979	0.92718261	0.92133254	0.92133254	0.91980088	0.096872	0.00870380	0.00729815	0.00639162	0.00352939
SILG_LP_156_Du-350	66.096171	0.71677070	0.70477927	0.70010115	0.69478419	96.357695	0.99989879	0.99979757	0.99976721	0.99957491	5.303662	0.18607078	0.18517088	0.18443945	0.18331765	26.772762	0.92171545	0.92131127	0.92131127	0.91933288	0.163788	0.00995157	0.00893298	0.00802644	0.00710972
SILG_LP_157_Du-351	99.010820	0.70792020	0.69674062	0.69209577	0.68664573	146.787656	1.00000000	0.99991903	0.99984818	0.99974697	1.473691	0.18487913	0.18019880	0.16209797	0.05285196	7.456475	0.92139636	0.90788802	0.82326413	0.27018805	0.041365	0.00855101	0.00598418	0.00380950	0.00081996
SILG_LP_158_Du-352	48.648662	0.69456460	0.68661245	0.68311218	0.67846733	70.441256	0.99985830	0.99864375	0.99778345	0.99621465	2.125991	0.18305877	0.17981665	0.17124906	0.11522483	10.863619	0.92226855	0.91282335	0.87597856	0.59355854	0.034133	0.00608604	0.00432898	0.00253118	0.00070792
SILR_LP_346_Du-729	602.918050	0.72970041	0.70835274	0.70462622	0.69853734	893.096982	1.00000000	1.00000000	1.00000000	1.00000000	28.025822	0.20398670	0.20175954	0.20123357	0.20046516	142.242554	1.00000000	1.00000000	1.00000000	1.00000000	0.681423	0.01341475	0.01065439	0.01000250	0.00905012
SILR_LP_347_Du-730	1163.336658	0.96305415	0.93316875	0.92043867	0.88324660	1711.684541	1.00000000	1.00000000	1.00000000	1.00000000	46.674830	0.28066355	0.20735621	0.20436885	0.20302927	235.333092	1.00000000	1.00000000	1.00000000	1.00000000	1.508533	0.10844865	0.01759095	0.01388839	0.01222810
SILR_LP_348_Du-731	783.802368	0.75519385	0.71046222	0.70752093	0.70225721	1162.578237	1.00000000	1.00000000	1.00000000	1.00000000	24.887516	0.20519069	0.20290599	0.20179241	0.20081443	126.332454	1.00000000	1.00000000	1.00000000	1.00000000	0.600786	0.01490698	0.01207531	0.01069513	0.00948302
SILR_LP_349_Du-732	1393.274405	0.75784900	0.71383606	0.71024262	0.70452640	2071.690199	1.00000000	1.00000000	1.00000000	1.00000000	56.974647	0.20654671	0.20279094	0.20243755	0.20153354	289.435330	1.00000000	1.00000000	1.00000000	1.00000000	1.321699	0.01658764	0.01193271	0.01149472	0.01037428
SILR_LP_351_Du-734	1222.163075	0.76162876	0.71468784	0.71112767	0.70532494	1814.751928	1.00000000	1.00000000	1.00000000	1.00000000	46.800024	0.20440995	0.20334978	0.20244577	0.20144724	237.524826	1.00000000	1.00000000	1.00000000	1.00000000	1.138981	0.01393932	0.01262535	0.01150491	0.01026733
SILR_LP_353_Du-736	264.609666	0.69988820	0.69143032	0.68886833	0.68538802	394.312595	1.00000000	1.00000000	0.99998988	0.99997976	12.742307	0.20161572	0.20067883	0.19963100	0.19829141	64.793376	1.00000000	1.00000000	1.00000000	1.00000000	0.280864	0.01047614	0.00931495	0.00801626	0.00635596
STI_LP_027_Du-45	152.109507	0.70670242	0.69636797	0.69248839	0.68697845	225.797403	1.00000000	1.00000000	0.99997976	0.99995951	3.161334	0.20044872	0.19835305	0.19570675	0.17618005	16.005956	0.99687287	0.99672396	0.98985279	0.89780463	0.086228	0.00977841	0.00721667	0.00558184	0.00341735
STI_LP_028_Du-46	329.209371	0.74879886	0.71400242	0.70786031	0.70032740	489.961256	0.99986842	0.99986842	0.99982794	0.99978745	7.904610	0.20376070	0.20169379	0.20032955	0.19836949	39.942223	0.99680905	0.99680905	0.99680905	0.99680905	0.234549	0.01389858	0.01133684	0.00964599	0.00721667
STI_LP_029_Du-47	66.740927	0.69520343	0.68659249	0.68403716	0.67953871	99.413332	0.99992915	0.99979757	0.99974697	0.99955466	1.497064	0.19884615	0.19137570	0.16750973	0.05084669	7.585283	0.99372447	0.96692052	0.85136572	0.26021103	0.039496	0.00854592	0.00570407	0.00378913	0.00072319
STI_LP_030_Du-48	266.508944	0.71305748	0.70209750	0.69874363	0.69430507	395.982217	0.99991903	0.99982794	0.99981782	0.99978745	8.318238	0.20247042	0.19976660	0.19902284	0.19760929	42.229642	0.99765997	0.99680905	0.99678778	0.99678778	0.199576	0.01209569	0.00894826	0.00803154	0.00627957
STI_LP_031_Du-49	145.944202	0.70037398	0.69297417	0.68838921	0.68356469	217.165543	1.00000000	0.99981782	0.99977733	0.99974697	11.343714	0.20167736	0.19996795	0.19926528	0.19793392	57.651123	0.99712815	0.99680905	0.99680905	0.99680905	0.257350	0.01124008	0.00919781	0.00832692	0.00667682
