sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
CY_HUN_LP_264_Du-683	mtDNA	-4.55608335	-0.72134234	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_265_Du-684	mtDNA	-1.19529498	-0.47966441	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_266_Du-685	mtDNA	-4.55608953	-0.72137593	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_267_Du-686	mtDNA	-4.55606375	-0.72113564	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_HUN_LP_268_Du-687	mtDNA	-4.51231861	-0.87627411	D. cymosa	CY_HUN	Hunting Hollow	main_standard	D. cymosa_CY_HUN
CY_RED_LP_202_Du-561	mtDNA	0.00000000	-0.00000000	D. cymosa	CY_RED	Redwood Gulch	main_standard	D. cymosa_CY_RED
CY_SIE_LP_188_Du-445	mtDNA	-4.67247646	0.27268115	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_SIE_LP_189_Du-446	mtDNA	-4.69231813	0.26042010	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_SIE_LP_190_Du-447	mtDNA	-4.67247646	0.27268115	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_SIE_LP_191_Du-448	mtDNA	0.28639204	0.56501966	D. cymosa	CY_SIE	Sierra Azule	main_standard	D. cymosa_CY_SIE
CY_WOO_LP_259_Du-664	mtDNA	0.28786259	0.57159960	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_260_Du-665	mtDNA	0.32349223	0.42565384	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_261_Du-667	mtDNA	0.30354445	0.40837504	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_262_Du-668	mtDNA	0.28789455	0.57187347	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
CY_WOO_LP_263_Du-669	mtDNA	0.28786259	0.57159960	D. cymosa	CY_WOO	Hicks & Woods Rd.	main_standard	D. cymosa_CY_WOO
DAN_LP_043_Du-68	mtDNA	0.76837995	-1.01754604	D. setchellii	DAN	Dana Rock	main_standard	D. setchellii_DAN
DAN_LP_044_Du-69	mtDNA	0.81477182	-0.98362769	D. setchellii	DAN	Dana Rock	main_standard	D. setchellii_DAN
