sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
OCO_LP_059_Du-106	cpDNA	19.26971665	2.25059638	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_060_Du-107	cpDNA	19.17133689	2.23446086	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_061_Du-108	cpDNA	19.26294096	2.24270496	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_062_Du-109	cpDNA	19.28173588	2.24522441	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_063_Du-110	cpDNA	19.17488351	2.17662978	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_064_Du-111	cpDNA	19.23918995	2.17787590	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_065_Du-112	cpDNA	19.26513334	2.24894357	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_066_Du-113	cpDNA	19.12611715	2.22264652	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
OCO_LP_067_Du-114	cpDNA	19.16016235	2.23218547	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	main_standard	D. setchellii_OCO
QUI1_LP_249_Du-648	cpDNA	-0.98866812	-2.30192770	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_250_Du-649	cpDNA	-1.02745886	-2.27220697	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_251_Du-650	cpDNA	-0.98396889	-2.30149715	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_252_Du-651	cpDNA	-0.98612458	-2.27700716	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_253_Du-652	cpDNA	-0.98808679	-2.28946803	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_254_Du-653	cpDNA	-0.98509775	-2.27698187	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_255_Du-654	cpDNA	-0.99008754	-2.30132724	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_257_Du-656	cpDNA	-0.99012102	-2.30120203	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_258_Du-657	cpDNA	-0.99008754	-2.30132724	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI2_LP_243_Du-631	cpDNA	-2.93067519	-6.89262783	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_244_Du-632	cpDNA	-2.92988200	-6.89538522	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_245_Du-633	cpDNA	-2.92484227	-6.85737796	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_246_Du-634	cpDNA	-2.93963383	-6.90429225	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_247_Du-635	cpDNA	-2.93067519	-6.89262783	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_248_Du-636	cpDNA	-2.93067519	-6.89262783	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
