organelle	track_id	sample_count	alignment_sites	missing_bases	method	model	alignment_fasta_path	treefile_path	log_path	iqtree_report_path
cpDNA_mtDNA	cpdna_then_mtdna	275	169468	158798	iqtree_ml_ufboot10000	GTR+F+G4	dudleya_organelle_alignment_pipeline/results/22_concatenated_consensus/cpDNA_mtDNA.primary.concatenated_consensus.fa	dudleya_organelle_alignment_pipeline/results/23_concatenated_bootstrap_phylogenetic_tree_10000/cpDNA_mtDNA.primary.iqtree_ml.treefile	dudleya_organelle_alignment_pipeline/results/23_concatenated_bootstrap_phylogenetic_tree_10000/cpDNA_mtDNA.primary.iqtree_ml.log	dudleya_organelle_alignment_pipeline/results/23_concatenated_bootstrap_phylogenetic_tree_10000/cpDNA_mtDNA.primary.iqtree_ml.iqtree
