organelle	from_haplotype	to_haplotype	mutation_steps	alternative_link
cpDNA	H113	H060	163	TRUE
cpDNA	H118	H060	163	TRUE
cpDNA	H139	H060	163	TRUE
cpDNA	H090	H061	163	TRUE
cpDNA	H114	H061	163	TRUE
cpDNA	H149	H061	163	TRUE
cpDNA	H092	H066	163	TRUE
cpDNA	H095	H066	163	TRUE
cpDNA	H113	H066	163	TRUE
cpDNA	H119	H066	163	TRUE
cpDNA	H139	H066	163	TRUE
cpDNA	H134	H067	163	TRUE
cpDNA	H143	H068	163	TRUE
cpDNA	H093	H069	163	TRUE
cpDNA	H097	H069	163	TRUE
cpDNA	H121	H069	163	TRUE
cpDNA	H135	H069	163	TRUE
cpDNA	H093	H070	163	TRUE
cpDNA	H097	H070	163	TRUE
cpDNA	H121	H070	163	TRUE
cpDNA	H135	H070	163	TRUE
cpDNA	H090	H076	163	TRUE
cpDNA	H133	H076	163	TRUE
cpDNA	H149	H076	163	TRUE
cpDNA	H137	H077	163	TRUE
cpDNA	H141	H077	163	TRUE
cpDNA	H144	H077	163	TRUE
cpDNA	H081	H079	163	TRUE
cpDNA	H089	H079	163	TRUE
cpDNA	H146	H079	163	TRUE
cpDNA	H150	H079	163	TRUE
cpDNA	H132	H080	163	TRUE
cpDNA	H137	H080	163	TRUE
cpDNA	H137	H082	163	TRUE
cpDNA	H141	H082	163	TRUE
cpDNA	H144	H082	163	TRUE
cpDNA	H113	H083	163	TRUE
cpDNA	H119	H083	163	TRUE
cpDNA	H139	H083	163	TRUE
cpDNA	H118	H085	163	TRUE
cpDNA	H118	H086	163	TRUE
cpDNA	H110	H087	163	TRUE
cpDNA	H142	H087	163	TRUE
cpDNA	H114	H088	163	TRUE
cpDNA	H120	H088	163	TRUE
cpDNA	H136	H090	163	TRUE
cpDNA	H108	H092	163	TRUE
cpDNA	H137	H092	163	TRUE
cpDNA	H141	H092	163	TRUE
cpDNA	H144	H092	163	TRUE
cpDNA	H106	H093	163	TRUE
cpDNA	H111	H093	163	TRUE
cpDNA	H112	H093	163	TRUE
cpDNA	H119	H093	163	TRUE
cpDNA	H135	H094	163	TRUE
cpDNA	H108	H095	163	TRUE
cpDNA	H137	H095	163	TRUE
cpDNA	H141	H095	163	TRUE
cpDNA	H144	H095	163	TRUE
cpDNA	H121	H096	163	TRUE
cpDNA	H135	H096	163	TRUE
cpDNA	H106	H097	163	TRUE
cpDNA	H111	H097	163	TRUE
cpDNA	H112	H097	163	TRUE
cpDNA	H117	H097	163	TRUE
cpDNA	H121	H106	163	TRUE
cpDNA	H135	H106	163	TRUE
cpDNA	H110	H107	163	TRUE
cpDNA	H115	H107	163	TRUE
cpDNA	H142	H107	163	TRUE
cpDNA	H113	H108	163	TRUE
cpDNA	H119	H108	163	TRUE
cpDNA	H139	H108	163	TRUE
cpDNA	H110	H109	163	TRUE
cpDNA	H115	H109	163	TRUE
cpDNA	H142	H109	163	TRUE
cpDNA	H123	H110	163	TRUE
cpDNA	H125	H110	163	TRUE
cpDNA	H127	H111	163	TRUE
cpDNA	H125	H114	163	TRUE
cpDNA	H143	H115	163	TRUE
cpDNA	H127	H117	163	TRUE
cpDNA	H124	H118	163	TRUE
cpDNA	H128	H121	163	TRUE
cpDNA	H142	H123	163	TRUE
cpDNA	H142	H125	163	TRUE
cpDNA	H133	H126	163	TRUE
cpDNA	H137	H131	163	TRUE
cpDNA	H141	H131	163	TRUE
cpDNA	H144	H131	163	TRUE
cpDNA	H149	H136	163	TRUE
cpDNA	H047	H001	164	TRUE
cpDNA	H006	H002	164	TRUE
cpDNA	H061	H002	164	TRUE
cpDNA	H067	H002	164	TRUE
cpDNA	H076	H002	164	TRUE
cpDNA	H081	H002	164	TRUE
cpDNA	H092	H002	164	TRUE
cpDNA	H095	H002	164	TRUE
cpDNA	H148	H002	164	TRUE
cpDNA	H011	H003	164	TRUE
cpDNA	H030	H003	164	TRUE
cpDNA	H058	H003	164	TRUE
cpDNA	H060	H003	164	TRUE
cpDNA	H066	H003	164	TRUE
cpDNA	H108	H003	164	TRUE
cpDNA	H137	H003	164	TRUE
cpDNA	H144	H003	164	TRUE
cpDNA	H138	H004	164	TRUE
cpDNA	H036	H005	164	TRUE
cpDNA	H043	H005	164	TRUE
cpDNA	H058	H005	164	TRUE
cpDNA	H060	H005	164	TRUE
cpDNA	H066	H005	164	TRUE
cpDNA	H083	H005	164	TRUE
cpDNA	H108	H005	164	TRUE
cpDNA	H059	H006	164	TRUE
cpDNA	H107	H006	164	TRUE
cpDNA	H109	H006	164	TRUE
cpDNA	H143	H006	164	TRUE
cpDNA	H010	H008	164	TRUE
cpDNA	H113	H008	164	TRUE
cpDNA	H119	H008	164	TRUE
cpDNA	H139	H008	164	TRUE
cpDNA	H042	H009	164	TRUE
cpDNA	H093	H009	164	TRUE
cpDNA	H097	H009	164	TRUE
cpDNA	H110	H009	164	TRUE
cpDNA	H142	H009	164	TRUE
cpDNA	H031	H010	164	TRUE
cpDNA	H032	H010	164	TRUE
cpDNA	H037	H010	164	TRUE
cpDNA	H039	H010	164	TRUE
cpDNA	H040	H010	164	TRUE
cpDNA	H041	H010	164	TRUE
cpDNA	H111	H010	164	TRUE
cpDNA	H112	H010	164	TRUE
cpDNA	H117	H010	164	TRUE
cpDNA	H030	H011	164	TRUE
cpDNA	H078	H011	164	TRUE
cpDNA	H090	H011	164	TRUE
cpDNA	H149	H011	164	TRUE
cpDNA	H033	H012	164	TRUE
cpDNA	H035	H012	164	TRUE
cpDNA	H059	H029	164	TRUE
cpDNA	H107	H029	164	TRUE
cpDNA	H109	H029	164	TRUE
cpDNA	H136	H029	164	TRUE
cpDNA	H138	H029	164	TRUE
cpDNA	H090	H030	164	TRUE
cpDNA	H137	H030	164	TRUE
cpDNA	H147	H030	164	TRUE
cpDNA	H149	H030	164	TRUE
cpDNA	H070	H031	164	TRUE
cpDNA	H089	H031	164	TRUE
cpDNA	H143	H031	164	TRUE
cpDNA	H146	H031	164	TRUE
cpDNA	H070	H032	164	TRUE
cpDNA	H089	H032	164	TRUE
cpDNA	H111	H032	164	TRUE
cpDNA	H117	H032	164	TRUE
cpDNA	H143	H032	164	TRUE
cpDNA	H146	H032	164	TRUE
cpDNA	H079	H033	164	TRUE
cpDNA	H115	H033	164	TRUE
cpDNA	H135	H033	164	TRUE
cpDNA	H066	H034	164	TRUE
cpDNA	H130	H034	164	TRUE
cpDNA	H134	H034	164	TRUE
cpDNA	H066	H035	164	TRUE
cpDNA	H134	H035	164	TRUE
cpDNA	H137	H035	164	TRUE
cpDNA	H147	H035	164	TRUE
cpDNA	H056	H036	164	TRUE
cpDNA	H114	H036	164	TRUE
cpDNA	H120	H036	164	TRUE
cpDNA	H111	H037	164	TRUE
cpDNA	H112	H037	164	TRUE
cpDNA	H117	H037	164	TRUE
cpDNA	H110	H038	164	TRUE
cpDNA	H142	H038	164	TRUE
cpDNA	H113	H039	164	TRUE
cpDNA	H119	H039	164	TRUE
cpDNA	H139	H039	164	TRUE
cpDNA	H113	H040	164	TRUE
cpDNA	H119	H040	164	TRUE
cpDNA	H139	H040	164	TRUE
cpDNA	H113	H041	164	TRUE
cpDNA	H119	H041	164	TRUE
cpDNA	H139	H041	164	TRUE
cpDNA	H068	H042	164	TRUE
cpDNA	H110	H042	164	TRUE
cpDNA	H142	H042	164	TRUE
cpDNA	H114	H043	164	TRUE
cpDNA	H120	H043	164	TRUE
cpDNA	H049	H044	164	TRUE
cpDNA	H079	H044	164	TRUE
cpDNA	H140	H045	164	TRUE
cpDNA	H138	H046	164	TRUE
cpDNA	H089	H047	164	TRUE
cpDNA	H146	H047	164	TRUE
cpDNA	H148	H048	164	TRUE
cpDNA	H130	H049	164	TRUE
cpDNA	H140	H049	164	TRUE
cpDNA	H145	H049	164	TRUE
cpDNA	H151	H049	164	TRUE
cpDNA	H136	H055	164	TRUE
cpDNA	H134	H056	164	TRUE
cpDNA	H137	H056	164	TRUE
cpDNA	H090	H058	164	TRUE
cpDNA	H114	H058	164	TRUE
cpDNA	H149	H058	164	TRUE
cpDNA	H092	H059	164	TRUE
cpDNA	H095	H059	164	TRUE
cpDNA	H113	H059	164	TRUE
cpDNA	H118	H059	164	TRUE
cpDNA	H139	H059	164	TRUE
cpDNA	H090	H060	164	TRUE
cpDNA	H114	H060	164	TRUE
cpDNA	H149	H060	164	TRUE
cpDNA	H090	H066	164	TRUE
cpDNA	H114	H066	164	TRUE
cpDNA	H120	H066	164	TRUE
cpDNA	H149	H066	164	TRUE
cpDNA	H093	H068	164	TRUE
cpDNA	H097	H068	164	TRUE
cpDNA	H121	H068	164	TRUE
cpDNA	H135	H068	164	TRUE
cpDNA	H082	H069	164	TRUE
cpDNA	H094	H069	164	TRUE
cpDNA	H096	H069	164	TRUE
cpDNA	H111	H069	164	TRUE
cpDNA	H112	H069	164	TRUE
cpDNA	H117	H069	164	TRUE
cpDNA	H131	H069	164	TRUE
cpDNA	H082	H070	164	TRUE
cpDNA	H094	H070	164	TRUE
cpDNA	H096	H070	164	TRUE
cpDNA	H111	H070	164	TRUE
cpDNA	H112	H070	164	TRUE
cpDNA	H117	H070	164	TRUE
cpDNA	H131	H070	164	TRUE
cpDNA	H143	H077	164	TRUE
cpDNA	H132	H078	164	TRUE
cpDNA	H137	H078	164	TRUE
cpDNA	H130	H079	164	TRUE
cpDNA	H145	H079	164	TRUE
cpDNA	H151	H079	164	TRUE
cpDNA	H136	H080	164	TRUE
cpDNA	H138	H080	164	TRUE
cpDNA	H106	H082	164	TRUE
cpDNA	H143	H082	164	TRUE
cpDNA	H114	H083	164	TRUE
cpDNA	H120	H083	164	TRUE
cpDNA	H140	H084	164	TRUE
cpDNA	H133	H085	164	TRUE
cpDNA	H133	H086	164	TRUE
cpDNA	H113	H087	164	TRUE
cpDNA	H119	H087	164	TRUE
cpDNA	H139	H087	164	TRUE
cpDNA	H118	H088	164	TRUE
cpDNA	H108	H090	164	TRUE
cpDNA	H137	H090	164	TRUE
cpDNA	H144	H090	164	TRUE
cpDNA	H138	H091	164	TRUE
cpDNA	H107	H092	164	TRUE
cpDNA	H109	H092	164	TRUE
cpDNA	H143	H092	164	TRUE
cpDNA	H110	H093	164	TRUE
cpDNA	H120	H093	164	TRUE
cpDNA	H142	H093	164	TRUE
cpDNA	H106	H094	164	TRUE
cpDNA	H111	H094	164	TRUE
cpDNA	H119	H094	164	TRUE
cpDNA	H107	H095	164	TRUE
cpDNA	H109	H095	164	TRUE
cpDNA	H143	H095	164	TRUE
cpDNA	H106	H096	164	TRUE
cpDNA	H111	H096	164	TRUE
cpDNA	H112	H096	164	TRUE
cpDNA	H117	H096	164	TRUE
cpDNA	H110	H097	164	TRUE
cpDNA	H142	H097	164	TRUE
cpDNA	H111	H106	164	TRUE
cpDNA	H112	H106	164	TRUE
cpDNA	H117	H106	164	TRUE
cpDNA	H131	H106	164	TRUE
cpDNA	H113	H107	164	TRUE
cpDNA	H119	H107	164	TRUE
cpDNA	H139	H107	164	TRUE
cpDNA	H114	H108	164	TRUE
cpDNA	H120	H108	164	TRUE
cpDNA	H149	H108	164	TRUE
cpDNA	H113	H109	164	TRUE
cpDNA	H119	H109	164	TRUE
cpDNA	H139	H109	164	TRUE
cpDNA	H127	H110	164	TRUE
cpDNA	H128	H111	164	TRUE
cpDNA	H123	H113	164	TRUE
cpDNA	H125	H113	164	TRUE
cpDNA	H127	H114	164	TRUE
cpDNA	H121	H115	164	TRUE
cpDNA	H135	H115	164	TRUE
cpDNA	H128	H117	164	TRUE
cpDNA	H123	H119	164	TRUE
cpDNA	H125	H119	164	TRUE
cpDNA	H139	H123	164	TRUE
cpDNA	H133	H124	164	TRUE
cpDNA	H139	H125	164	TRUE
cpDNA	H142	H127	164	TRUE
cpDNA	H140	H129	164	TRUE
cpDNA	H143	H131	164	TRUE
cpDNA	H140	H132	164	TRUE
cpDNA	H149	H137	164	TRUE
cpDNA	H150	H138	164	TRUE
cpDNA	H149	H144	164	TRUE
cpDNA	H045	H001	165	TRUE
cpDNA	H049	H001	165	TRUE
cpDNA	H084	H001	165	TRUE
cpDNA	H129	H001	165	TRUE
cpDNA	H132	H001	165	TRUE
cpDNA	H003	H002	165	TRUE
cpDNA	H011	H002	165	TRUE
cpDNA	H058	H002	165	TRUE
cpDNA	H060	H002	165	TRUE
cpDNA	H090	H002	165	TRUE
cpDNA	H108	H002	165	TRUE
cpDNA	H137	H002	165	TRUE
cpDNA	H147	H002	165	TRUE
cpDNA	H149	H002	165	TRUE
cpDNA	H059	H003	165	TRUE
cpDNA	H107	H003	165	TRUE
cpDNA	H109	H003	165	TRUE
cpDNA	H143	H003	165	TRUE
cpDNA	H034	H004	165	TRUE
cpDNA	H035	H004	165	TRUE
cpDNA	H134	H004	165	TRUE
cpDNA	H141	H004	165	TRUE
cpDNA	H008	H005	165	TRUE
cpDNA	H039	H005	165	TRUE
cpDNA	H040	H005	165	TRUE
cpDNA	H041	H005	165	TRUE
cpDNA	H059	H005	165	TRUE
cpDNA	H087	H005	165	TRUE
cpDNA	H107	H005	165	TRUE
cpDNA	H109	H005	165	TRUE
cpDNA	H123	H005	165	TRUE
cpDNA	H125	H005	165	TRUE
cpDNA	H033	H006	165	TRUE
cpDNA	H121	H006	165	TRUE
cpDNA	H135	H006	165	TRUE
cpDNA	H114	H008	165	TRUE
cpDNA	H120	H008	165	TRUE
cpDNA	H082	H009	165	TRUE
cpDNA	H094	H009	165	TRUE
cpDNA	H096	H009	165	TRUE
cpDNA	H113	H009	165	TRUE
cpDNA	H119	H009	165	TRUE
cpDNA	H131	H009	165	TRUE
cpDNA	H139	H009	165	TRUE
cpDNA	H042	H010	165	TRUE
cpDNA	H093	H010	165	TRUE
cpDNA	H097	H010	165	TRUE
cpDNA	H110	H010	165	TRUE
cpDNA	H142	H010	165	TRUE
cpDNA	H055	H011	165	TRUE
cpDNA	H029	H012	165	TRUE
cpDNA	H061	H012	165	TRUE
cpDNA	H076	H012	165	TRUE
cpDNA	H138	H012	165	TRUE
cpDNA	H066	H029	165	TRUE
cpDNA	H134	H029	165	TRUE
cpDNA	H061	H030	165	TRUE
cpDNA	H067	H030	165	TRUE
cpDNA	H076	H030	165	TRUE
cpDNA	H136	H030	165	TRUE
cpDNA	H138	H030	165	TRUE
cpDNA	H121	H031	165	TRUE
cpDNA	H135	H031	165	TRUE
cpDNA	H110	H032	165	TRUE
cpDNA	H135	H032	165	TRUE
cpDNA	H061	H033	165	TRUE
cpDNA	H067	H033	165	TRUE
cpDNA	H076	H033	165	TRUE
cpDNA	H081	H033	165	TRUE
cpDNA	H092	H033	165	TRUE
cpDNA	H095	H033	165	TRUE
cpDNA	H148	H033	165	TRUE
cpDNA	H046	H034	165	TRUE
cpDNA	H069	H034	165	TRUE
cpDNA	H091	H034	165	TRUE
cpDNA	H106	H034	165	TRUE
cpDNA	H136	H034	165	TRUE
cpDNA	H150	H034	165	TRUE
cpDNA	H046	H035	165	TRUE
cpDNA	H069	H035	165	TRUE
cpDNA	H081	H035	165	TRUE
cpDNA	H091	H035	165	TRUE
cpDNA	H106	H035	165	TRUE
cpDNA	H150	H035	165	TRUE
cpDNA	H118	H036	165	TRUE
cpDNA	H110	H037	165	TRUE
cpDNA	H142	H037	165	TRUE
cpDNA	H055	H038	165	TRUE
cpDNA	H067	H038	165	TRUE
cpDNA	H077	H038	165	TRUE
cpDNA	H113	H038	165	TRUE
cpDNA	H119	H038	165	TRUE
cpDNA	H139	H038	165	TRUE
cpDNA	H120	H039	165	TRUE
cpDNA	H114	H040	165	TRUE
cpDNA	H120	H040	165	TRUE
cpDNA	H114	H041	165	TRUE
cpDNA	H120	H041	165	TRUE
cpDNA	H113	H042	165	TRUE
cpDNA	H119	H042	165	TRUE
cpDNA	H139	H042	165	TRUE
cpDNA	H055	H043	165	TRUE
cpDNA	H067	H043	165	TRUE
cpDNA	H077	H043	165	TRUE
cpDNA	H118	H043	165	TRUE
cpDNA	H138	H044	165	TRUE
cpDNA	H080	H045	165	TRUE
cpDNA	H134	H046	165	TRUE
cpDNA	H147	H048	165	TRUE
cpDNA	H089	H049	165	TRUE
cpDNA	H146	H049	165	TRUE
cpDNA	H137	H055	165	TRUE
cpDNA	H141	H055	165	TRUE
cpDNA	H144	H055	165	TRUE
cpDNA	H136	H056	165	TRUE
cpDNA	H090	H059	165	TRUE
cpDNA	H114	H059	165	TRUE
cpDNA	H149	H059	165	TRUE
cpDNA	H133	H061	165	TRUE
cpDNA	H118	H066	165	TRUE
cpDNA	H141	H067	165	TRUE
cpDNA	H144	H067	165	TRUE
cpDNA	H082	H068	165	TRUE
cpDNA	H094	H068	165	TRUE
cpDNA	H096	H068	165	TRUE
cpDNA	H111	H068	165	TRUE
cpDNA	H112	H068	165	TRUE
cpDNA	H117	H068	165	TRUE
cpDNA	H131	H068	165	TRUE
cpDNA	H110	H069	165	TRUE
cpDNA	H115	H069	165	TRUE
cpDNA	H142	H069	165	TRUE
cpDNA	H110	H070	165	TRUE
cpDNA	H115	H070	165	TRUE
cpDNA	H142	H070	165	TRUE
cpDNA	H140	H076	165	TRUE
cpDNA	H121	H077	165	TRUE
cpDNA	H135	H077	165	TRUE
cpDNA	H136	H078	165	TRUE
cpDNA	H138	H078	165	TRUE
cpDNA	H134	H080	165	TRUE
cpDNA	H121	H082	165	TRUE
cpDNA	H135	H082	165	TRUE
cpDNA	H118	H083	165	TRUE
cpDNA	H114	H087	165	TRUE
cpDNA	H120	H087	165	TRUE
cpDNA	H133	H088	165	TRUE
cpDNA	H107	H090	165	TRUE
cpDNA	H109	H090	165	TRUE
cpDNA	H143	H090	165	TRUE
cpDNA	H134	H091	165	TRUE
cpDNA	H141	H091	165	TRUE
cpDNA	H121	H092	165	TRUE
cpDNA	H135	H092	165	TRUE
cpDNA	H113	H093	165	TRUE
cpDNA	H118	H093	165	TRUE
cpDNA	H139	H093	165	TRUE
cpDNA	H110	H094	165	TRUE
cpDNA	H114	H094	165	TRUE
cpDNA	H120	H094	165	TRUE
cpDNA	H142	H094	165	TRUE
cpDNA	H121	H095	165	TRUE
cpDNA	H135	H095	165	TRUE
cpDNA	H110	H096	165	TRUE
cpDNA	H142	H096	165	TRUE
cpDNA	H113	H097	165	TRUE
cpDNA	H119	H097	165	TRUE
cpDNA	H139	H097	165	TRUE
cpDNA	H110	H106	165	TRUE
cpDNA	H115	H106	165	TRUE
cpDNA	H142	H106	165	TRUE
cpDNA	H114	H107	165	TRUE
cpDNA	H120	H107	165	TRUE
cpDNA	H149	H107	165	TRUE
cpDNA	H118	H108	165	TRUE
cpDNA	H114	H109	165	TRUE
cpDNA	H120	H109	165	TRUE
cpDNA	H149	H109	165	TRUE
cpDNA	H128	H110	165	TRUE
cpDNA	H115	H111	165	TRUE
cpDNA	H115	H112	165	TRUE
cpDNA	H127	H113	165	TRUE
cpDNA	H123	H114	165	TRUE
cpDNA	H128	H114	165	TRUE
cpDNA	H117	H115	165	TRUE
cpDNA	H127	H119	165	TRUE
cpDNA	H123	H120	165	TRUE
cpDNA	H125	H120	165	TRUE
cpDNA	H131	H121	165	TRUE
cpDNA	H140	H126	165	TRUE
cpDNA	H139	H127	165	TRUE
cpDNA	H142	H128	165	TRUE
cpDNA	H135	H131	165	TRUE
cpDNA	H150	H134	165	TRUE
cpDNA	H148	H135	165	TRUE
cpDNA	H145	H138	165	TRUE
cpDNA	H151	H138	165	TRUE
cpDNA	H149	H143	165	TRUE
cpDNA	H076	H001	166	TRUE
cpDNA	H126	H001	166	TRUE
cpDNA	H059	H002	166	TRUE
cpDNA	H107	H002	166	TRUE
cpDNA	H109	H002	166	TRUE
cpDNA	H136	H002	166	TRUE
cpDNA	H138	H002	166	TRUE
cpDNA	H033	H003	166	TRUE
cpDNA	H121	H003	166	TRUE
cpDNA	H135	H003	166	TRUE
cpDNA	H029	H004	166	TRUE
cpDNA	H061	H004	166	TRUE
cpDNA	H076	H004	166	TRUE
cpDNA	H136	H004	166	TRUE
cpDNA	H009	H005	166	TRUE
cpDNA	H038	H005	166	TRUE
cpDNA	H042	H005	166	TRUE
cpDNA	H093	H005	166	TRUE
cpDNA	H097	H005	166	TRUE
cpDNA	H127	H005	166	TRUE
cpDNA	H069	H006	166	TRUE
cpDNA	H070	H006	166	TRUE
cpDNA	H106	H006	166	TRUE
cpDNA	H111	H006	166	TRUE
cpDNA	H112	H006	166	TRUE
cpDNA	H117	H006	166	TRUE
cpDNA	H055	H008	166	TRUE
cpDNA	H067	H008	166	TRUE
cpDNA	H077	H008	166	TRUE
cpDNA	H118	H008	166	TRUE
cpDNA	H034	H009	166	TRUE
cpDNA	H114	H009	166	TRUE
cpDNA	H115	H009	166	TRUE
cpDNA	H120	H009	166	TRUE
cpDNA	H082	H010	166	TRUE
cpDNA	H094	H010	166	TRUE
cpDNA	H096	H010	166	TRUE
cpDNA	H113	H010	166	TRUE
cpDNA	H119	H010	166	TRUE
cpDNA	H131	H010	166	TRUE
cpDNA	H139	H010	166	TRUE
cpDNA	H033	H011	166	TRUE
cpDNA	H034	H011	166	TRUE
cpDNA	H056	H011	166	TRUE
cpDNA	H058	H012	166	TRUE
cpDNA	H060	H012	166	TRUE
cpDNA	H066	H012	166	TRUE
cpDNA	H108	H012	166	TRUE
cpDNA	H134	H012	166	TRUE
cpDNA	H046	H029	166	TRUE
cpDNA	H069	H029	166	TRUE
cpDNA	H080	H029	166	TRUE
cpDNA	H081	H029	166	TRUE
cpDNA	H091	H029	166	TRUE
cpDNA	H106	H029	166	TRUE
cpDNA	H150	H029	166	TRUE
cpDNA	H058	H030	166	TRUE
cpDNA	H060	H030	166	TRUE
cpDNA	H066	H030	166	TRUE
cpDNA	H108	H030	166	TRUE
cpDNA	H130	H030	166	TRUE
cpDNA	H134	H030	166	TRUE
cpDNA	H055	H031	166	TRUE
cpDNA	H067	H031	166	TRUE
cpDNA	H077	H031	166	TRUE
cpDNA	H111	H031	166	TRUE
cpDNA	H112	H031	166	TRUE
cpDNA	H117	H031	166	TRUE
cpDNA	H148	H031	166	TRUE
cpDNA	H055	H032	166	TRUE
cpDNA	H067	H032	166	TRUE
cpDNA	H077	H032	166	TRUE
cpDNA	H112	H032	166	TRUE
cpDNA	H113	H032	166	TRUE
cpDNA	H119	H032	166	TRUE
cpDNA	H148	H032	166	TRUE
cpDNA	H058	H033	166	TRUE
cpDNA	H060	H033	166	TRUE
cpDNA	H090	H033	166	TRUE
cpDNA	H108	H033	166	TRUE
cpDNA	H137	H033	166	TRUE
cpDNA	H147	H033	166	TRUE
cpDNA	H149	H033	166	TRUE
cpDNA	H044	H034	166	TRUE
cpDNA	H068	H034	166	TRUE
cpDNA	H137	H034	166	TRUE
cpDNA	H141	H034	166	TRUE
cpDNA	H144	H034	166	TRUE
cpDNA	H145	H034	166	TRUE
cpDNA	H151	H034	166	TRUE
cpDNA	H044	H035	166	TRUE
cpDNA	H068	H035	166	TRUE
cpDNA	H121	H035	166	TRUE
cpDNA	H130	H035	166	TRUE
cpDNA	H141	H035	166	TRUE
cpDNA	H144	H035	166	TRUE
cpDNA	H145	H035	166	TRUE
cpDNA	H151	H035	166	TRUE
cpDNA	H133	H036	166	TRUE
cpDNA	H055	H037	166	TRUE
cpDNA	H067	H037	166	TRUE
cpDNA	H077	H037	166	TRUE
cpDNA	H113	H037	166	TRUE
cpDNA	H119	H037	166	TRUE
cpDNA	H139	H037	166	TRUE
cpDNA	H056	H038	166	TRUE
cpDNA	H114	H038	166	TRUE
cpDNA	H120	H038	166	TRUE
cpDNA	H055	H039	166	TRUE
cpDNA	H067	H039	166	TRUE
cpDNA	H077	H039	166	TRUE
cpDNA	H118	H039	166	TRUE
cpDNA	H055	H040	166	TRUE
cpDNA	H067	H040	166	TRUE
cpDNA	H077	H040	166	TRUE
cpDNA	H118	H040	166	TRUE
cpDNA	H055	H041	166	TRUE
cpDNA	H067	H041	166	TRUE
cpDNA	H077	H041	166	TRUE
cpDNA	H118	H041	166	TRUE
cpDNA	H114	H042	166	TRUE
cpDNA	H120	H042	166	TRUE
cpDNA	H056	H043	166	TRUE
cpDNA	H133	H043	166	TRUE
cpDNA	H134	H044	166	TRUE
cpDNA	H078	H045	166	TRUE
cpDNA	H061	H046	166	TRUE
cpDNA	H076	H046	166	TRUE
cpDNA	H136	H046	166	TRUE
cpDNA	H148	H047	166	TRUE
cpDNA	H143	H055	166	TRUE
cpDNA	H135	H056	166	TRUE
cpDNA	H141	H056	166	TRUE
cpDNA	H144	H056	166	TRUE
cpDNA	H133	H058	166	TRUE
cpDNA	H133	H060	166	TRUE
cpDNA	H081	H061	166	TRUE
cpDNA	H091	H061	166	TRUE
cpDNA	H150	H061	166	TRUE
cpDNA	H133	H066	166	TRUE
cpDNA	H143	H067	166	TRUE
cpDNA	H110	H068	166	TRUE
cpDNA	H115	H068	166	TRUE
cpDNA	H142	H068	166	TRUE
cpDNA	H092	H069	166	TRUE
cpDNA	H095	H069	166	TRUE
cpDNA	H113	H069	166	TRUE
cpDNA	H119	H069	166	TRUE
cpDNA	H139	H069	166	TRUE
cpDNA	H092	H070	166	TRUE
cpDNA	H095	H070	166	TRUE
cpDNA	H113	H070	166	TRUE
cpDNA	H119	H070	166	TRUE
cpDNA	H139	H070	166	TRUE
cpDNA	H081	H076	166	TRUE
cpDNA	H091	H076	166	TRUE
cpDNA	H150	H076	166	TRUE
cpDNA	H111	H077	166	TRUE
cpDNA	H112	H077	166	TRUE
cpDNA	H117	H077	166	TRUE
cpDNA	H131	H077	166	TRUE
cpDNA	H134	H078	166	TRUE
cpDNA	H138	H081	166	TRUE
cpDNA	H111	H082	166	TRUE
cpDNA	H112	H082	166	TRUE
cpDNA	H117	H082	166	TRUE
cpDNA	H133	H083	166	TRUE
cpDNA	H140	H085	166	TRUE
cpDNA	H140	H086	166	TRUE
cpDNA	H118	H087	166	TRUE
cpDNA	H138	H089	166	TRUE
cpDNA	H121	H090	166	TRUE
cpDNA	H135	H090	166	TRUE
cpDNA	H136	H091	166	TRUE
cpDNA	H106	H092	166	TRUE
cpDNA	H111	H092	166	TRUE
cpDNA	H112	H092	166	TRUE
cpDNA	H117	H092	166	TRUE
cpDNA	H114	H093	166	TRUE
cpDNA	H113	H094	166	TRUE
cpDNA	H118	H094	166	TRUE
cpDNA	H139	H094	166	TRUE
cpDNA	H106	H095	166	TRUE
cpDNA	H111	H095	166	TRUE
cpDNA	H112	H095	166	TRUE
cpDNA	H117	H095	166	TRUE
cpDNA	H113	H096	166	TRUE
cpDNA	H119	H096	166	TRUE
cpDNA	H139	H096	166	TRUE
cpDNA	H114	H097	166	TRUE
cpDNA	H120	H097	166	TRUE
cpDNA	H113	H106	166	TRUE
cpDNA	H119	H106	166	TRUE
cpDNA	H139	H106	166	TRUE
cpDNA	H118	H107	166	TRUE
cpDNA	H133	H108	166	TRUE
cpDNA	H118	H109	166	TRUE
cpDNA	H115	H110	166	TRUE
cpDNA	H131	H111	166	TRUE
cpDNA	H131	H112	166	TRUE
cpDNA	H128	H113	166	TRUE
cpDNA	H142	H115	166	TRUE
cpDNA	H131	H117	166	TRUE
cpDNA	H123	H118	166	TRUE
cpDNA	H125	H118	166	TRUE
cpDNA	H128	H119	166	TRUE
cpDNA	H127	H120	166	TRUE
cpDNA	H149	H121	166	TRUE
cpDNA	H140	H124	166	TRUE
cpDNA	H139	H128	166	TRUE
cpDNA	H145	H134	166	TRUE
cpDNA	H151	H134	166	TRUE
cpDNA	H147	H135	166	TRUE
cpDNA	H149	H135	166	TRUE
cpDNA	H150	H136	166	TRUE
cpDNA	H146	H138	166	TRUE
cpDNA	H085	H001	167	TRUE
cpDNA	H086	H001	167	TRUE
cpDNA	H124	H001	167	TRUE
cpDNA	H066	H002	167	TRUE
cpDNA	H130	H002	167	TRUE
