sample_id	batch	species	popcode	track_id	organelle	purpose	record	region_count	region_bp	total_depth	mean_depth	bases_ge_1x	breadth_ge_1x	bases_ge_5x	breadth_ge_5x	bases_ge_10x	breadth_ge_10x	bed_path	depth_path
DU-443	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			cpdna_ir_regions	cpDNA	repeat_annotation	chloroplast	2	51472	970878101	18862.257169	51472	1.000000	51472	1.000000	51472	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_ir_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-443.depth.tsv
DU-443	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			cpdna_duplicate_ir_mask	cpDNA	mask	chloroplast	1	25736	471153349	18307.170850	25736	1.000000	25736	1.000000	25736	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_duplicate_ir_copy_mask.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-443.depth.tsv
DU-443	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			cpdna_population_sites	cpDNA	variant_calling_and_population_genetics	chloroplast	1	124538	2323720323	18658.725232	124538	1.000000	124538	1.000000	124538	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_population_sites.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-443.depth.tsv
DU-443	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			mtdna_permissive_coverage	mtDNA	sample_qc_coverage	mitochondria	1	243359	218540117	898.015348	242893	0.998085	242881	0.998036	242870	0.997991	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_permissive_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-443.depth.tsv
DU-443	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			mtdna_high_confidence_unique	mtDNA	variant_calling_and_population_genetics	mitochondria	2	44930	64378612	1432.864723	44930	1.000000	44930	1.000000	44928	0.999955	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_high_confidence_unique_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-443.depth.tsv
DU-4A	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			cpdna_full_coverage	cpDNA	sample_qc_coverage	chloroplast	1	150274	3079023297	20489.394686	150274	1.000000	150274	1.000000	150274	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_full_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-4A.depth.tsv
DU-4A	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			cpdna_ir_regions	cpDNA	repeat_annotation	chloroplast	2	51472	1161096178	22557.821301	51472	1.000000	51472	1.000000	51472	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_ir_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-4A.depth.tsv
DU-4A	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			cpdna_duplicate_ir_mask	cpDNA	mask	chloroplast	1	25736	558062468	21684.118278	25736	1.000000	25736	1.000000	25736	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_duplicate_ir_copy_mask.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-4A.depth.tsv
DU-4A	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			cpdna_population_sites	cpDNA	variant_calling_and_population_genetics	chloroplast	1	124538	2520960829	20242.502923	124538	1.000000	124538	1.000000	124538	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_population_sites.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-4A.depth.tsv
DU-4A	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			mtdna_permissive_coverage	mtDNA	sample_qc_coverage	mitochondria	1	243359	324065339	1331.634906	243359	1.000000	243359	1.000000	243358	0.999996	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_permissive_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-4A.depth.tsv
DU-4A	QB3.Berkeley.241122/QB3.Dudleya.Results.250118			mtdna_high_confidence_unique	mtDNA	variant_calling_and_population_genetics	mitochondria	2	44930	97196867	2163.295504	44930	1.000000	44930	1.000000	44930	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_high_confidence_unique_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU-4A.depth.tsv
DU014LP012	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_full_coverage	cpDNA	sample_qc_coverage	chloroplast	1	150274	1297468341	8634.017468	150274	1.000000	150274	1.000000	150274	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_full_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU014LP012.depth.tsv
DU014LP012	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_ir_regions	cpDNA	repeat_annotation	chloroplast	2	51472	555838254	10798.847024	51472	1.000000	51472	1.000000	51472	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_ir_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU014LP012.depth.tsv
DU014LP012	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_duplicate_ir_mask	cpDNA	mask	chloroplast	1	25736	268319787	10425.854329	25736	1.000000	25736	1.000000	25736	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_duplicate_ir_copy_mask.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU014LP012.depth.tsv
DU014LP012	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_population_sites	cpDNA	variant_calling_and_population_genetics	chloroplast	1	124538	1029148554	8263.731182	124538	1.000000	124538	1.000000	124538	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_population_sites.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU014LP012.depth.tsv
DU014LP012	QB3.Berkeley.250811/QB3.250916.Results5genomes			mtdna_permissive_coverage	mtDNA	sample_qc_coverage	mitochondria	1	243359	130833659	537.615864	235934	0.969490	230410	0.946791	230182	0.945854	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_permissive_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU014LP012.depth.tsv
DU014LP012	QB3.Berkeley.250811/QB3.250916.Results5genomes			mtdna_high_confidence_unique	mtDNA	variant_calling_and_population_genetics	mitochondria	2	44930	41119297	915.185778	44930	1.000000	44930	1.000000	44930	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_high_confidence_unique_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU014LP012.depth.tsv
DU037LP013	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_full_coverage	cpDNA	sample_qc_coverage	chloroplast	1	150274	1735155768	11546.613306	150274	1.000000	150274	1.000000	150274	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_full_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU037LP013.depth.tsv
DU037LP013	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_ir_regions	cpDNA	repeat_annotation	chloroplast	2	51472	583815486	11342.389765	51472	1.000000	51472	1.000000	51472	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_ir_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU037LP013.depth.tsv
DU037LP013	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_duplicate_ir_mask	cpDNA	mask	chloroplast	1	25736	284434582	11052.012045	25736	1.000000	25736	1.000000	25736	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_duplicate_ir_copy_mask.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU037LP013.depth.tsv
DU037LP013	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_population_sites	cpDNA	variant_calling_and_population_genetics	chloroplast	1	124538	1450721186	11648.823540	124538	1.000000	124538	1.000000	124538	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_population_sites.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU037LP013.depth.tsv
DU037LP013	QB3.Berkeley.250811/QB3.250916.Results5genomes			mtdna_permissive_coverage	mtDNA	sample_qc_coverage	mitochondria	1	243359	86443346	355.209160	231989	0.953279	230040	0.945270	229917	0.944765	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_permissive_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU037LP013.depth.tsv
DU037LP013	QB3.Berkeley.250811/QB3.250916.Results5genomes			mtdna_high_confidence_unique	mtDNA	variant_calling_and_population_genetics	mitochondria	2	44930	27510505	612.297018	44930	1.000000	44930	1.000000	44928	0.999955	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_high_confidence_unique_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU037LP013.depth.tsv
DU059LP015	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_full_coverage	cpDNA	sample_qc_coverage	chloroplast	1	150274	1365082835	9083.958868	150274	1.000000	150274	1.000000	150274	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_full_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU059LP015.depth.tsv
DU059LP015	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_ir_regions	cpDNA	repeat_annotation	chloroplast	2	51472	534379439	10381.944339	51472	1.000000	51472	1.000000	51472	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_ir_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU059LP015.depth.tsv
DU059LP015	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_duplicate_ir_mask	cpDNA	mask	chloroplast	1	25736	257864301	10019.595159	25736	1.000000	25736	1.000000	25736	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_duplicate_ir_copy_mask.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU059LP015.depth.tsv
DU059LP015	QB3.Berkeley.250811/QB3.250916.Results5genomes			cpdna_population_sites	cpDNA	variant_calling_and_population_genetics	chloroplast	1	124538	1107218534	8890.607959	124538	1.000000	124538	1.000000	124538	1.000000	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/cpdna_population_sites.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU059LP015.depth.tsv
DU059LP015	QB3.Berkeley.250811/QB3.250916.Results5genomes			mtdna_permissive_coverage	mtDNA	sample_qc_coverage	mitochondria	1	243359	237312583	975.154332	243229	0.999466	243203	0.999359	243191	0.999310	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_permissive_coverage_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU059LP015.depth.tsv
DU059LP015	QB3.Berkeley.250811/QB3.250916.Results5genomes			mtdna_high_confidence_unique	mtDNA	variant_calling_and_population_genetics	mitochondria	2	44930	70693281	1573.409326	44815	0.997440	44795	0.996995	44793	0.996951	dudleya_organelle_alignment_pipeline/results/05_analysis_masks/mtdna_high_confidence_unique_regions.bed	dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/DU059LP015.depth.tsv
