organelle	population_1	population_2	n_population_1	n_population_2	numerator	denominator	callable_sites_with_at_least_two_calls_per_population	hudson_fst
chloroplast	CY_BOU	QUIN	5	10	175.216666667	175.733333333	103798	0.997059939302
chloroplast	CY_BOU	RIC	5	10	174	174.8	103793	0.995423340961
chloroplast	CY_BOU	RSV	5	9	171.718253968	173.819444444	103805	0.987911648878
chloroplast	CY_BOU	SILG	5	10	161.772222222	167.411111111	103420	0.966317116878
chloroplast	CY_BOU	SILR	5	6	174.133333333	180.333333333	103734	0.96561922366
chloroplast	CY_BOU	STI	5	16	164.105735931	168.681060606	103804	0.972875883879
chloroplast	CY_BOU	TIL	5	9	163.619047619	174.027777778	103321	0.940189260062
chloroplast	CY_BOU	TULP	5	17	172.911344538	179.552941176	103806	0.96301037123
chloroplast	CY_CAS	CY_HICN	5	5	412.406666667	521.823333333	101892	0.790318562476
chloroplast	CY_CAS	CY_HICS	5	5	38.5666666667	146.466666667	102304	0.263313609467
chloroplast	CY_CAS	CY_HUN	5	5	480.366666667	588.683333333	102034	0.816001811953
chloroplast	CY_CAS	CY_SIE	5	4	171.9	431.883333333	102270	0.398024157759
chloroplast	CY_CAS	CY_WOO	5	5	56.5866666667	165.686666667	102074	0.341528185732
chloroplast	CY_CAS	DAN	5	5	144.666666667	254.033333333	102274	0.569479070988
chloroplast	CY_CAS	DOV	5	7	141.761904762	250.39047619	102306	0.566163325853
chloroplast	CY_CAS	DUD	5	8	141.652380952	256.058333333	102307	0.553203557597
chloroplast	CY_CAS	KIRN	5	9	137.616666667	247.544444444	102308	0.555927106244
chloroplast	CY_CAS	KIRT	5	10	138.866666667	246.933333333	102250	0.562365010799
chloroplast	CY_CAS	MALV	5	10	141.6	250.233333333	102308	0.565871852937
chloroplast	CY_CAS	OCO	5	10	485.714603175	602.672539683	102202	0.805934518653
chloroplast	CY_CAS	QUI1	5	9	35.8666666667	143.433333333	102286	0.250058099001
chloroplast	CY_CAS	QUI2	5	10	142.855555556	250.877777778	102306	0.569422915098
chloroplast	CY_CAS	QUIN	5	10	143.883333333	251.966666667	102307	0.571041143008
chloroplast	CY_CAS	RIC	5	10	141.866666667	250.233333333	102308	0.566937524977
chloroplast	CY_CAS	RSV	5	9	138.384920635	248.052777778	102307	0.557884986714
chloroplast	CY_CAS	SILG	5	10	138.838888889	252.044444444	102246	0.550850819961
chloroplast	CY_CAS	SILR	5	6	142	255.766666667	102308	0.555193535775
chloroplast	CY_CAS	STI	5	16	137.510281385	249.652272727	102307	0.55080724835
chloroplast	CY_CAS	TIL	5	9	132.241269841	250.216666667	102304	0.52850703993
chloroplast	CY_CAS	TULP	5	17	142.378011204	256.58627451	102308	0.55489332575
chloroplast	CY_HICN	CY_HICS	5	5	603.566666667	605.75	101915	0.996395652772
chloroplast	CY_HICN	CY_HUN	5	5	549	551.3	101779	0.995828042808
chloroplast	CY_HICN	CY_SIE	5	4	0.508333333333	154.775	101909	0.00328433747914
chloroplast	CY_HICN	CY_WOO	5	5	606.4	609.783333333	101875	0.994451581163
chloroplast	CY_HICN	DAN	5	5	647.2	650.85	101910	0.99439194899
chloroplast	CY_HICN	DOV	5	7	645.095238095	648.007142857	101921	0.995506369345
chloroplast	CY_HICN	DUD	5	8	645.185714286	653.875	101925	0.986711090477
chloroplast	CY_HICN	KIRN	5	9	641.15	645.361111111	101926	0.993474798778
chloroplast	CY_HICN	KIRT	5	10	642.4	644.75	101886	0.996355176425
chloroplast	CY_HICN	MALV	5	10	645.133333333	648.05	101926	0.995499318468
chloroplast	CY_HICN	OCO	5	10	551.907936508	563.149206349	101872	0.980038558672
chloroplast	CY_HICN	QUI1	5	9	598.4	600.25	101921	0.996917950854
chloroplast	CY_HICN	QUI2	5	10	650.588888889	652.894444444	101923	0.996468716229
chloroplast	CY_HICN	QUIN	5	10	651.616666667	653.983333333	101922	0.996381151405
chloroplast	CY_HICN	RIC	5	10	645.4	648.05	101926	0.995910809351
chloroplast	CY_HICN	RSV	5	9	646.118253968	650.069444444	101922	0.993921894791
chloroplast	CY_HICN	SILG	5	10	642.172222222	649.661111111	101881	0.988472622478
chloroplast	CY_HICN	SILR	5	6	644.866666667	652.75	101926	0.987922890336
chloroplast	CY_HICN	STI	5	16	642.643614719	649.068939394	101923	0.990100705356
chloroplast	CY_HICN	TIL	5	9	639.796825397	652.055555556	101922	0.981199868548
chloroplast	CY_HICN	TULP	5	17	645.793697479	654.285294118	101926	0.987021568855
chloroplast	CY_HICS	CY_HUN	5	5	622.266666667	623.55	102206	0.997941891856
chloroplast	CY_HICS	CY_SIE	5	4	319.75	472.5	103037	0.67671957672
chloroplast	CY_HICS	CY_WOO	5	5	63.3666666667	65.2333333333	102169	0.971384772611
