population_1	population_2	chloroplast_hudson_fst	mitochondria_hudson_fst	global_spearman_rho	eligible_common_pair_count	finite_common_pair_count	nonfinite_common_pair_count	used_for_correlation
COM	CY_WOO	0.988885329917	0.964879852126	0.795572083926	561	557	4	yes
COM	DAN	0.954430165708	0.975308641975	0.795572083926	561	557	4	yes
COM	DOV	0.988008749703	0.981481481481	0.795572083926	561	557	4	yes
COM	DUD	0.917801823017	0.921389396709	0.795572083926	561	557	4	yes
COM	KIRN	0.96794081381	0.972972972973	0.795572083926	561	557	4	yes
COM	KIRT	0.986744759556	0.972972972973	0.795572083926	561	557	4	yes
COM	MALV	0.97539893617	0.975903614458	0.795572083926	561	557	4	yes
COM	OCO	0.984122604536	0.966379310345	0.795572083926	561	557	4	yes
COM	QUI1	0.992765814266	0.957741659538	0.795572083926	561	557	4	yes
COM	QUI2	0.990164260167	0.986301369863	0.795572083926	561	557	4	yes
COM	QUIN	0.9896558607	0.986301369863	0.795572083926	561	557	4	yes
COM	RIC	0.978300290135	0.949868073879	0.795572083926	561	557	4	yes
COM	RSV	0.980839720093	0.961111111111	0.795572083926	561	557	4	yes
COM	SILG	0.958125384563	0.906099518459	0.795572083926	561	557	4	yes
COM	SILR	0.897012448133	0.975308641975	0.795572083926	561	557	4	yes
COM	STI	0.965366729172	0.93893100786	0.795572083926	561	557	4	yes
COM	TIL	0.930960752637	0.898848582394	0.795572083926	561	557	4	yes
COM	TULP	0.920255262218	0.92152173913	0.795572083926	561	557	4	yes
CROB	CROS	0.23176642994	0.398625429553	0.795572083926	561	557	4	yes
CROB	CY_ALA	0.992803454342	0.959752321981	0.795572083926	561	557	4	yes
CROB	CY_BAL	0.995449226368	0.985915492958	0.795572083926	561	557	4	yes
CROB	CY_BGL	0.959944571948	0.938166311301	0.795572083926	561	557	4	yes
CROB	CY_BOU	0.993394980185	0.944206008584	0.795572083926	561	557	4	yes
CROB	CY_CAS	0.558718498112	0.532803180915	0.795572083926	561	557	4	yes
CROB	CY_HICN	0.997091557762	0.965671641791	0.795572083926	561	557	4	yes
CROB	CY_HICS	0.991258304611	0.944206008584	0.795572083926	561	557	4	yes
CROB	CY_HUN	0.997601598934	0.986116055536	0.795572083926	561	557	4	yes
CROB	CY_SIE	0.708810984794	0.711391265196	0.795572083926	561	557	4	yes
CROB	CY_WOO	0.989168973724	0.926070038911	0.795572083926	561	557	4	yes
CROB	DAN	0.968808317782	0.955631399317	0.795572083926	561	557	4	yes
CROB	DOV	0.988311600568	0.950570342205	0.795572083926	561	557	4	yes
CROB	DUD	0.770976686865	0.765511684126	0.795572083926	561	557	4	yes
CROB	KIRN	0.710082833476	0.843373493976	0.795572083926	561	557	4	yes
CROB	KIRT	0.881266490765	0.843373493976	0.795572083926	561	557	4	yes
CROB	MALV	0.802996254682	0.878504672897	0.795572083926	561	557	4	yes
CROB	OCO	0.984136486082	0.955100693298	0.795572083926	561	557	4	yes
