sample_id	organelle	best_k	species	popcode	population_name	plot_group	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8
CY_CAS_LP_330_Du-607	mtDNA	8	D. cymosa	CY_CAS	Castle Rock Falls	D. cymosa_CY_CAS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_CAS_LP_331_Du-608	mtDNA	8	D. cymosa	CY_CAS	Castle Rock Falls	D. cymosa_CY_CAS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_CAS_LP_332_Du-609	mtDNA	8	D. cymosa	CY_CAS	Castle Rock Falls	D. cymosa_CY_CAS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_HICN_LP_236_Du-614	mtDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICN_LP_333_Du-612	mtDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.84249600	0.00001000	0.00001000	0.00001000	0.00001000	0.15744400	0.00001000	0.00001000
CY_HICN_LP_334_Du-613	mtDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICN_LP_335_Du-615	mtDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICN_LP_336_Du-616	mtDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICS_LP_293_Du-757	mtDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_HICS_LP_295_Du-759	mtDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_HICS_LP_297_Du-761	mtDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_HICS_LP_355_Du-762	mtDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_HICS_LP_356_Du-763	mtDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_HUN_LP_264_Du-683	mtDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000
CY_HUN_LP_265_Du-684	mtDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000
CY_HUN_LP_266_Du-685	mtDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000
CY_HUN_LP_267_Du-686	mtDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000
CY_HUN_LP_268_Du-687	mtDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000
CY_SIE_LP_188_Du-445	mtDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_SIE_LP_189_Du-446	mtDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_SIE_LP_190_Du-447	mtDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_SIE_LP_191_Du-448	mtDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CY_WOO_LP_259_Du-664	mtDNA	8	D. cymosa	CY_WOO	Hicks & Woods Rd.	D. cymosa_CY_WOO	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
