organelle	population_1	population_2	n_population_1	n_population_2	informative_sites	fst
cpDNA	OCO	QUI1	10	9	661	0.96882446
cpDNA	OCO	QUI2	10	10	713	0.97153316
cpDNA	OCO	QUIN	10	10	712	0.97259795
cpDNA	OCO	RIC	10	10	705	0.95159770
cpDNA	OCO	RSV	10	9	706	0.96783399
cpDNA	OCO	SILG	10	10	714	0.95415487
cpDNA	OCO	SILR	10	6	714	0.96205683
cpDNA	OCO	STI	10	16	722	0.96081439
cpDNA	OCO	TIL	10	9	744	0.94488400
cpDNA	OCO	TULP	10	17	739	0.95520144
cpDNA	QUI1	QUI2	9	10	171	0.98236792
cpDNA	QUI1	QUIN	9	10	170	0.98669831
cpDNA	QUI1	RIC	9	10	167	0.90115067
cpDNA	QUI1	RSV	9	9	173	0.96887124
cpDNA	QUI1	SILG	9	10	172	0.90889167
cpDNA	QUI1	SILR	9	6	176	0.95144321
cpDNA	QUI1	STI	9	16	183	0.93823480
cpDNA	QUI1	TIL	9	9	208	0.87771834
cpDNA	QUI1	TULP	9	17	206	0.91855742
cpDNA	QUI2	QUIN	10	10	7	0.43529412
cpDNA	QUI2	RIC	10	10	171	0.90362023
cpDNA	QUI2	RSV	10	9	41	0.84818059
cpDNA	QUI2	SILG	10	10	179	0.91457332
cpDNA	QUI2	SILR	10	6	182	0.95305282
cpDNA	QUI2	STI	10	16	51	0.72477972
cpDNA	QUI2	TIL	10	9	80	0.48457526
cpDNA	QUI2	TULP	10	17	210	0.92303822
cpDNA	QUIN	RIC	10	10	170	0.90872356
cpDNA	QUIN	RSV	10	9	40	0.87426224
cpDNA	QUIN	SILG	10	10	178	0.91938440
cpDNA	QUIN	SILR	10	6	181	0.95780323
cpDNA	QUIN	STI	10	16	50	0.75374472
cpDNA	QUIN	TIL	10	9	79	0.51542634
cpDNA	QUIN	TULP	10	17	209	0.92720109
cpDNA	RIC	RSV	10	9	172	0.89028640
cpDNA	RIC	SILG	10	10	171	0.82359956
cpDNA	RIC	SILR	10	6	137	0.79160114
cpDNA	RIC	STI	10	16	182	0.85478420
cpDNA	RIC	TIL	10	9	207	0.80115241
cpDNA	RIC	TULP	10	17	138	0.56521533
cpDNA	RSV	SILG	9	10	182	0.90127048
cpDNA	RSV	SILR	9	6	182	0.94082766
cpDNA	RSV	STI	9	16	47	0.61228311
cpDNA	RSV	TIL	9	9	76	0.38857171
cpDNA	RSV	TULP	9	17	211	0.90852381
cpDNA	SILG	SILR	10	6	175	0.87576930
cpDNA	SILG	STI	10	16	188	0.86795856
cpDNA	SILG	TIL	10	9	217	0.81342431
cpDNA	SILG	TULP	10	17	201	0.84407054
cpDNA	SILR	STI	6	16	192	0.89903080
cpDNA	SILR	TIL	6	9	217	0.85471396
cpDNA	SILR	TULP	6	17	140	0.80276387
cpDNA	STI	TIL	16	9	72	0.15703137
cpDNA	STI	TULP	16	17	217	0.88788137
cpDNA	TIL	TULP	9	17	245	0.82865425
