sample_id	popcode	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
ABAB_MAD_LP_223_Du-590	ABAB_MAD	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABAB_MAD_LP_322_Du-593	ABAB_MAD	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABAB_MAD_LP_323_Du-594	ABAB_MAD	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABAB_MAD_LP_324_Du-595	ABAB_MAD	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABAB_MAD_LP_325_Du-596	ABAB_MAD	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABAB_MAD_LP_326_Du-597	ABAB_MAD	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABAB_MAD_LP_327_Du-598	ABAB_MAD	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABBE_BERN_LP_311_Du-780	ABBE_BERN	6.84001474237	7.10991169866	-0.0605532568683	-0.216571470955	-4.8733594613	-1.19502597667	0.266752313605	0.00299040807199	0.00363803633149	0.000540671406003
ABBE_BERN_LP_312_Du-781	ABBE_BERN	6.84001474237	7.10991169866	-0.0605532568683	-0.216571470955	-4.8733594613	-1.19502597667	0.266752313605	0.00299040807199	0.00363803633149	0.000540671406003
ABBE_BERN_LP_313_Du-782	ABBE_BERN	6.84001474237	7.10991169866	-0.0605532568683	-0.216571470955	-4.8733594613	-1.19502597667	0.266752313605	0.002990408072	0.00363803633149	0.000540671406004
ABBE_BERN_LP_314_Du-783	ABBE_BERN	6.84001474237	7.10991169866	-0.0605532568683	-0.216571470955	-4.8733594613	-1.19502597667	0.266752313605	0.00299040807199	0.00363803633149	0.000540671406003
ABMU_HOR_LP_306_Du-775	ABMU_HOR	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABMU_HOR_LP_308_Du-777	ABMU_HOR	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABMU_HOR_LP_358_Du-770	ABMU_HOR	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABMU_HOR_LP_359_Du-771	ABMU_HOR	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABMU_HOR_LP_360_Du-772	ABMU_HOR	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
ABMU_HOR_LP_361_Du-773	ABMU_HOR	-1.11732804412	-0.143399824059	0.527566382317	0.438559118728	0.146989890806	-1.00263841106	-0.973946603238	-1.96620359699	-3.13184167627	-1.37511614265
BAI_LP_105_Du-222	BAI	-0.985792594398	-0.105666791481	0.283498832353	0.185450017901	0.0549326610684	-0.333565980155	-0.300913987038	-0.0311183393708	0.00190138120017	0.0380238468772
BAI_LP_106_Du-223	BAI	-1.11010740256	-0.13889771849	0.582447495722	0.448503071275	0.147741866112	-0.961857388678	-0.986821237638	-0.578430095998	0.0500127161538	3.35164605135
BAI_LP_108_Du-225	BAI	-0.985792594398	-0.105666791481	0.283498832353	0.185450017901	0.0549326610684	-0.333565980155	-0.300913987038	-0.0311183393708	0.00190138120017	0.0380238468772
BAI_LP_109_Du-226	BAI	-0.985792594398	-0.105666791481	0.283498832353	0.185450017901	0.0549326610684	-0.333565980155	-0.300913987038	-0.0311183393708	0.00190138120017	0.0380238468772
BAI_LP_110_Du-227	BAI	-1.11010740256	-0.13889771849	0.582447495722	0.448503071275	0.147741866112	-0.961857388678	-0.986821237638	-0.578430095998	0.0500127161538	3.35164605135
BAI_LP_111_Du-228	BAI	-1.11010740256	-0.13889771849	0.582447495722	0.448503071275	0.147741866112	-0.961857388678	-0.986821237638	-0.578430095998	0.0500127161538	3.35164605135
BAI_LP_112_Du-230	BAI	-0.985792594398	-0.105666791481	0.283498832353	0.185450017901	0.0549326610684	-0.333565980155	-0.300913987038	-0.0311183393708	0.00190138120017	0.0380238468772
BAI_LP_113_Du-231	BAI	-0.985792594398	-0.105666791481	0.283498832353	0.185450017901	0.0549326610684	-0.333565980155	-0.300913987038	-0.0311183393708	0.00190138120017	0.0380238468772
BAI_LP_114_Du-232	BAI	-0.985792594398	-0.105666791481	0.283498832353	0.185450017901	0.0549326610684	-0.333565980155	-0.300913987038	-0.0311183393708	0.00190138120017	0.0380238468772
BAI_LP_319_Du-233	BAI	-0.985792594398	-0.105666791481	0.283498832353	0.185450017901	0.0549326610684	-0.333565980155	-0.300913987038	-0.0311183393708	0.00190138120017	0.0380238468772
