sample_id	popcode	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
ABAB_MAD_LP_223_Du-590	ABAB_MAD	-5.07642757371	-0.151241563929	-0.259694367433	-2.32645449527	-1.4173250839	0.261344108668	1.13130132058	0.718556569366	-3.68689950646	-0.563253646727
ABAB_MAD_LP_322_Du-593	ABAB_MAD	-5.11069515778	-0.151450354972	-0.289372381313	-2.04833630606	-1.35388632188	0.253727033726	1.09847954901	0.719542343793	-3.61326833885	-0.554681790734
ABAB_MAD_LP_323_Du-594	ABAB_MAD	-5.25533403476	-0.0625724914837	-0.161860747245	-2.46297961827	-1.53285626046	0.289873851208	1.25309591977	-0.00019078924527	-4.28181511854	-0.673858305234
ABAB_MAD_LP_324_Du-595	ABAB_MAD	-5.25533403476	-0.0625724914837	-0.161860747245	-2.46297961827	-1.53285626046	0.289873851208	1.25309591977	-0.000190789245267	-4.28181511854	-0.673858305234
ABAB_MAD_LP_325_Du-596	ABAB_MAD	-5.15631898922	-0.0607103045871	-0.151963986225	-2.32564696875	-1.50896256695	0.062685665789	0.857052031405	-0.000338989640165	-3.17345441185	-0.483669693036
ABAB_MAD_LP_326_Du-597	ABAB_MAD	-5.13598959971	-0.153561403043	-0.269657668983	-2.43913038441	-1.50927743183	0.282471626141	1.22755567815	0.801391390786	-4.14912073884	-0.647216004546
ABAB_MAD_LP_327_Du-598	ABAB_MAD	-5.13598959971	-0.153561403043	-0.269657668983	-2.43913038441	-1.50927743183	0.282471626141	1.22755567815	0.801391390786	-4.14912073884	-0.647216004546
ABBE_BERN_LP_311_Du-780	ABBE_BERN	28.6437842406	-13.0809577451	38.589919519	2.93811401888	0.294353002495	-0.0589777704573	-0.468691421749	-0.284732097454	0.127526831797	0.318333330851
ABBE_BERN_LP_312_Du-781	ABBE_BERN	29.8994279277	-14.0455407363	46.1299956315	3.68832008743	0.479436003947	0.178355196899	-0.00879412629978	-0.593732403024	0.115148245622	2.51537616411
ABBE_BERN_LP_313_Du-782	ABBE_BERN	29.8994279277	-14.0455407363	46.1299956315	3.68832008743	0.479436003947	0.178355196899	-0.00879412629974	-0.593732403024	0.115148245622	2.51537616411
ABBE_BERN_LP_314_Du-783	ABBE_BERN	29.7838467938	-13.9748124714	45.5618591757	3.63152597371	0.469699497962	0.173908493596	-0.00856427305224	-0.57327559996	0.110872322493	2.40660417657
ABMU_HOR_LP_306_Du-775	ABMU_HOR	-5.59132138144	-0.0661327387958	-0.203591964014	-3.3159773713	-2.36048172227	0.511535734659	2.34145790606	0.00358738093795	-15.0591644863	-5.28805266126
ABMU_HOR_LP_308_Du-777	ABMU_HOR	-5.59132138144	-0.0661327387958	-0.203591964014	-3.3159773713	-2.36048172227	0.511535734659	2.34145790606	0.00358738093793	-15.0591644863	-5.28805266126
ABMU_HOR_LP_358_Du-770	ABMU_HOR	-5.02861373409	0.255021584428	-0.215075378088	-2.59905104236	-1.75175723704	0.168067633694	1.24047822056	0.0343573621906	-6.32389966564	-1.75554971937
ABMU_HOR_LP_359_Du-771	ABMU_HOR	-5.59132138144	-0.0661327387958	-0.203591964014	-3.3159773713	-2.36048172227	0.511535734659	2.34145790606	0.00358738093793	-15.0591644863	-5.28805266126
ABMU_HOR_LP_360_Du-772	ABMU_HOR	-5.61301942701	-0.0664674448162	-0.206130666757	-3.36783656143	-2.40941267603	0.524615300779	2.40429939889	0.00371539326808	-15.6399390952	-5.52705831237
ABMU_HOR_LP_361_Du-773	ABMU_HOR	-5.61301942701	-0.0664674448162	-0.206130666757	-3.36783656143	-2.40941267603	0.524615300779	2.40429939889	0.00371539326808	-15.6399390952	-5.52705831236
BAI_LP_105_Du-222	BAI	-6.52303082443	-0.0649441488317	-0.132028514264	-13.4365623378	30.5194616632	-12.0285444627	-0.229502185765	0.0122454187986	1.95107246079	0.363206558313
BAI_LP_106_Du-223	BAI	-6.40696674155	-0.1372322347	0.509641861054	-13.1725597803	29.2674579736	-11.2838466622	0.625559079657	-0.0184505372365	2.64326962313	0.150814311054
BAI_LP_108_Du-225	BAI	-6.52303082443	-0.0649441488317	-0.132028514264	-13.4365623378	30.5194616632	-12.0285444627	-0.229502185766	0.0122454187986	1.95107246079	0.363206558313
BAI_LP_109_Du-226	BAI	-6.44107234405	-0.0654353057336	-0.0908755983609	-12.6912377881	28.1173240473	-10.7805135984	-0.0913243755678	0.00451543223844	1.78207824648	0.232055618186
BAI_LP_110_Du-227	BAI	-6.40696674155	-0.1372322347	0.509641861054	-13.1725597803	29.2674579736	-11.2838466622	0.625559079657	-0.0184505372365	2.64326962313	0.150814311054
BAI_LP_111_Du-228	BAI	-6.40696674155	-0.1372322347	0.509641861054	-13.1725597803	29.2674579736	-11.2838466622	0.625559079657	-0.0184505372365	2.64326962313	0.150814311054
BAI_LP_112_Du-230	BAI	-6.52303082443	-0.0649441488317	-0.132028514264	-13.4365623378	30.5194616632	-12.0285444627	-0.229502185766	0.0122454187986	1.95107246079	0.363206558313
BAI_LP_113_Du-231	BAI	-6.44107234405	-0.0654353057336	-0.0908755983609	-12.6912377881	28.1173240473	-10.7805135984	-0.0913243755678	0.00451543223845	1.78207824648	0.232055618186
BAI_LP_114_Du-232	BAI	-6.52303082443	-0.0649441488317	-0.132028514264	-13.4365623378	30.5194616632	-12.0285444627	-0.229502185766	0.0122454187986	1.95107246079	0.363206558313
BAI_LP_319_Du-233	BAI	-6.52303082443	-0.0649441488317	-0.132028514264	-13.4365623378	30.5194616632	-12.0285444627	-0.229502185766	0.0122454187986	1.95107246079	0.363206558313
COM_LP_269_Du-703	COM	-5.81230479489	-0.0935613049207	-0.0176562216145	-4.56962519643	-3.85633941219	1.45666487078	13.8279204497	0.0175012425101	2.65132785138	21.210817668
COM_LP_270_Du-704	COM	-5.85856782343	-0.0945334461379	-0.0181108908137	-4.71758424571	-4.02251910114	1.53439499674	14.603228791	0.0188153022921	2.86698402178	23.2437230623
COM_LP_272_Du-707	COM	-5.85856782343	-0.0945334461379	-0.0181108908137	-4.71758424571	-4.02251910114	1.53439499674	14.603228791	0.0188153022921	2.86698402178	23.2437230623
COM_LP_274_Du-709	COM	-5.85856782343	-0.0945334461379	-0.0181108908137	-4.71758424571	-4.02251910114	1.53439499674	14.603228791	0.0188153022921	2.86698402178	23.2437230623
COM_LP_276_Du-711	COM	-5.85856782343	-0.0945334461379	-0.0181108908137	-4.71758424571	-4.02251910114	1.53439499674	14.603228791	0.0188153022921	2.86698402178	23.2437230623
COM_LP_277_Du-712	COM	-5.83552564073	-0.0940492739595	-0.0178845061567	-4.6439224243	-3.9398014504	1.49571081132	14.2173964286	0.0181615673168	2.75970766313	22.2327078499
COM_LP_341_Du-713	COM	-5.85856782343	-0.0945334461379	-0.0181108908137	-4.71758424571	-4.02251910114	1.53439499674	14.603228791	0.0188153022921	2.86698402178	23.2437230623
COM_LP_342_Du-714	COM	-5.83552564073	-0.0940492739595	-0.0178845061567	-4.6439224243	-3.9398014504	1.49571081132	14.2173964286	0.0181615673168	2.75970766313	22.2327078499
COM_LP_343_Du-715	COM	-5.85856782343	-0.0945334461379	-0.0181108908137	-4.71758424571	-4.02251910114	1.53439499674	14.603228791	0.0188153022921	2.86698402178	23.2437230623
CROB_LP_169_Du-381	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_170_Du-382	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_172_Du-384	CROB	-5.15355911903	-0.0609718915274	-0.151087048219	-2.26589749835	-1.36704731163	0.251269677402	1.07388799417	-0.00941672370462	-3.27384233093	-0.427176452535
CROB_LP_173_Du-385	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_174_Du-386	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_175_Du-387	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_176_Du-388	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_177_Du-389	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_320_Du-395	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROB_LP_321_Du-396	CROB	-5.19639850589	-0.0616338405121	-0.155164533203	-2.34288402545	-1.42898559853	0.265393027977	1.13734054822	-0.010164194267	-3.55563621652	-0.470595594921
CROS_LP_085_Du-181	CROS	-5.19626741019	-0.0616319197381	-0.155156789954	-2.34277118686	-1.42893826409	0.265391747383	1.1373460722	-0.0101651945699	-3.55612959972	-0.470713250251
CROS_LP_086_Du-182	CROS	-5.19626741019	-0.0616319197381	-0.155156789954	-2.34277118686	-1.42893826409	0.265391747383	1.1373460722	-0.0101651945699	-3.55612959972	-0.470713250251
CROS_LP_087_Du-183	CROS	-5.21643238361	-0.0619438465532	-0.157091527261	-2.3794102235	-1.45855904508	0.272177605482	1.16787086825	-0.0105279300212	-3.6932759719	-0.491988213657
