sample_id	batch	naming_profile	popcode	species	population_name	du_id	lp_id	sequencing_samples	lanes	r1_paths	r2_paths	r1_count	r2_count	pair_status	metadata_status	analysis_status	analysis_note
ABAB_MAD_LP_225_Du-592	QB3.Berkeley.251217/QB3.Results.260109	main_standard	ABAB_MAD	D. abramsii ssp. abramsii	Madonna Inn	Du-592	LP_225	S272	L005		genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABAB_MAD/ABAB_MAD_LP_225_Du-592_S272_L005_R2_001.fastq.gz	0	1	missing_R1	resolved	exclude_missing_mate	Exclude from the primary paired-end cpDNA/mtDNA analysis because the mate FASTQ is absent after manual verification. If this sample is ever used for an individual single-end alignment, report it separately as a sensitivity check and do not mix it into the primary paired-end dataset.
QUI1_LP_256_Du-655	QB3.Berkeley.251217/QB3.Results.260109	main_standard	QUI1	D. setchellii	Quicklsilver SE Mine Hill Tr. #1	Du-655	LP_256	S264	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_256_Du-655_S264_L005_R1_001.fastq.gz		1	0	missing_R2	resolved	exclude_missing_mate	Exclude from the primary paired-end cpDNA/mtDNA analysis because the mate FASTQ is absent after manual verification. If this sample is ever used for an individual single-end alignment, report it separately as a sensitivity check and do not mix it into the primary paired-end dataset.
