sample_id	read_path	plate_well	specimen	demultiplex_sample	lane
ABBE_BERN_LP_314_Du-783	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABBE_BERN/ABBE_BERN_LP_314_Du-783_S291_L005_R2_001.fastq.gz	LP_314	Du-783	S291	L005
ABMU_HOR_LP_306_Du-775	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_306_Du-775_S290_L005_R1_001.fastq.gz	LP_306	Du-775	S290	L005
ABMU_HOR_LP_306_Du-775	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_306_Du-775_S290_L005_R2_001.fastq.gz	LP_306	Du-775	S290	L005
ABMU_HOR_LP_308_Du-777	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_308_Du-777_S232_L005_R1_001.fastq.gz	LP_308	Du-777	S232	L005
ABMU_HOR_LP_308_Du-777	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_308_Du-777_S232_L005_R2_001.fastq.gz	LP_308	Du-777	S232	L005
ABMU_HOR_LP_358_Du-770	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_358_Du-770_S243_L005_R1_001.fastq.gz	LP_358	Du-770	S243	L005
ABMU_HOR_LP_358_Du-770	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_358_Du-770_S243_L005_R2_001.fastq.gz	LP_358	Du-770	S243	L005
ABMU_HOR_LP_359_Du-771	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_359_Du-771_S252_L005_R1_001.fastq.gz	LP_359	Du-771	S252	L005
ABMU_HOR_LP_359_Du-771	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_359_Du-771_S252_L005_R2_001.fastq.gz	LP_359	Du-771	S252	L005
ABMU_HOR_LP_360_Du-772	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_360_Du-772_S260_L005_R1_001.fastq.gz	LP_360	Du-772	S260	L005
ABMU_HOR_LP_360_Du-772	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_360_Du-772_S260_L005_R2_001.fastq.gz	LP_360	Du-772	S260	L005
ABMU_HOR_LP_361_Du-773	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_361_Du-773_S270_L005_R1_001.fastq.gz	LP_361	Du-773	S270	L005
ABMU_HOR_LP_361_Du-773	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_361_Du-773_S270_L005_R2_001.fastq.gz	LP_361	Du-773	S270	L005
BAI_LP_105_Du-222	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_105_Du-222_S37_L005_R1_001.fastq.gz	LP_105	Du-222	S37	L005
BAI_LP_105_Du-222	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_105_Du-222_S37_L005_R2_001.fastq.gz	LP_105	Du-222	S37	L005
BAI_LP_106_Du-223	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_106_Du-223_S47_L005_R1_001.fastq.gz	LP_106	Du-223	S47	L005
BAI_LP_106_Du-223	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_106_Du-223_S47_L005_R2_001.fastq.gz	LP_106	Du-223	S47	L005
BAI_LP_108_Du-225	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_108_Du-225_S68_L005_R1_001.fastq.gz	LP_108	Du-225	S68	L005
BAI_LP_108_Du-225	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_108_Du-225_S68_L005_R2_001.fastq.gz	LP_108	Du-225	S68	L005
BAI_LP_109_Du-226	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_109_Du-226_S79_L005_R1_001.fastq.gz	LP_109	Du-226	S79	L005
BAI_LP_109_Du-226	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_109_Du-226_S79_L005_R2_001.fastq.gz	LP_109	Du-226	S79	L005
BAI_LP_110_Du-227	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_110_Du-227_S89_L005_R1_001.fastq.gz	LP_110	Du-227	S89	L005
BAI_LP_110_Du-227	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_110_Du-227_S89_L005_R2_001.fastq.gz	LP_110	Du-227	S89	L005
BAI_LP_111_Du-228	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_111_Du-228_S99_L005_R1_001.fastq.gz	LP_111	Du-228	S99	L005
BAI_LP_111_Du-228	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_111_Du-228_S99_L005_R2_001.fastq.gz	LP_111	Du-228	S99	L005
BAI_LP_112_Du-230	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_112_Du-230_S109_L005_R1_001.fastq.gz	LP_112	Du-230	S109	L005
BAI_LP_112_Du-230	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_112_Du-230_S109_L005_R2_001.fastq.gz	LP_112	Du-230	S109	L005
BAI_LP_113_Du-231	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_113_Du-231_S195_L005_R1_001.fastq.gz	LP_113	Du-231	S195	L005
BAI_LP_113_Du-231	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_113_Du-231_S195_L005_R2_001.fastq.gz	LP_113	Du-231	S195	L005
BAI_LP_114_Du-232	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_114_Du-232_S197_L005_R1_001.fastq.gz	LP_114	Du-232	S197	L005
BAI_LP_114_Du-232	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_114_Du-232_S197_L005_R2_001.fastq.gz	LP_114	Du-232	S197	L005
BAI_LP_319_Du-233	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_319_Du-233_S58_L005_R1_001.fastq.gz	LP_319	Du-233	S58	L005
BAI_LP_319_Du-233	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_319_Du-233_S58_L005_R2_001.fastq.gz	LP_319	Du-233	S58	L005
COM_LP_269_Du-703	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_269_Du-703_S239_L005_R1_001.fastq.gz	LP_269	Du-703	S239	L005
COM_LP_269_Du-703	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_269_Du-703_S239_L005_R2_001.fastq.gz	LP_269	Du-703	S239	L005
COM_LP_270_Du-704	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_270_Du-704_S250_L005_R1_001.fastq.gz	LP_270	Du-704	S250	L005
COM_LP_270_Du-704	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_270_Du-704_S250_L005_R2_001.fastq.gz	LP_270	Du-704	S250	L005
COM_LP_272_Du-707	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_272_Du-707_S266_L005_R1_001.fastq.gz	LP_272	Du-707	S266	L005
COM_LP_272_Du-707	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_272_Du-707_S266_L005_R2_001.fastq.gz	LP_272	Du-707	S266	L005
COM_LP_274_Du-709	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_274_Du-709_S286_L005_R1_001.fastq.gz	LP_274	Du-709	S286	L005
COM_LP_274_Du-709	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_274_Du-709_S286_L005_R2_001.fastq.gz	LP_274	Du-709	S286	L005
COM_LP_276_Du-711	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_276_Du-711_S229_L005_R1_001.fastq.gz	LP_276	Du-711	S229	L005
COM_LP_276_Du-711	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_276_Du-711_S229_L005_R2_001.fastq.gz	LP_276	Du-711	S229	L005
COM_LP_277_Du-712	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_277_Du-712_S240_L005_R1_001.fastq.gz	LP_277	Du-712	S240	L005
COM_LP_277_Du-712	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_277_Du-712_S240_L005_R2_001.fastq.gz	LP_277	Du-712	S240	L005
COM_LP_341_Du-713	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_341_Du-713_S207_L005_R1_001.fastq.gz	LP_341	Du-713	S207	L005
COM_LP_341_Du-713	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_341_Du-713_S207_L005_R2_001.fastq.gz	LP_341	Du-713	S207	L005
COM_LP_342_Du-714	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_342_Du-714_S210_L005_R1_001.fastq.gz	LP_342	Du-714	S210	L005
COM_LP_342_Du-714	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_342_Du-714_S210_L005_R2_001.fastq.gz	LP_342	Du-714	S210	L005
COM_LP_343_Du-715	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_343_Du-715_S205_L005_R1_001.fastq.gz	LP_343	Du-715	S205	L005
COM_LP_343_Du-715	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_343_Du-715_S205_L005_R2_001.fastq.gz	LP_343	Du-715	S205	L005
CROB_LP_169_Du-381	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_169_Du-381_S178_L005_R1_001.fastq.gz	LP_169	Du-381	S178	L005
CROB_LP_169_Du-381	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_169_Du-381_S178_L005_R2_001.fastq.gz	LP_169	Du-381	S178	L005
CROB_LP_170_Du-382	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_170_Du-382_S189_L005_R1_001.fastq.gz	LP_170	Du-382	S189	L005
CROB_LP_170_Du-382	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_170_Du-382_S189_L005_R2_001.fastq.gz	LP_170	Du-382	S189	L005
CROB_LP_172_Du-384	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_172_Du-384_S127_L005_R1_001.fastq.gz	LP_172	Du-384	S127	L005
CROB_LP_172_Du-384	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_172_Du-384_S127_L005_R2_001.fastq.gz	LP_172	Du-384	S127	L005
CROB_LP_173_Du-385	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_173_Du-385_S137_L005_R1_001.fastq.gz	LP_173	Du-385	S137	L005
CROB_LP_173_Du-385	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_173_Du-385_S137_L005_R2_001.fastq.gz	LP_173	Du-385	S137	L005
CROB_LP_174_Du-386	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_174_Du-386_S148_L005_R1_001.fastq.gz	LP_174	Du-386	S148	L005
CROB_LP_174_Du-386	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_174_Du-386_S148_L005_R2_001.fastq.gz	LP_174	Du-386	S148	L005
CROB_LP_175_Du-387	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_175_Du-387_S158_L005_R1_001.fastq.gz	LP_175	Du-387	S158	L005
CROB_LP_175_Du-387	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_175_Du-387_S158_L005_R2_001.fastq.gz	LP_175	Du-387	S158	L005
CROB_LP_176_Du-388	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_176_Du-388_S168_L005_R1_001.fastq.gz	LP_176	Du-388	S168	L005
CROB_LP_176_Du-388	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_176_Du-388_S168_L005_R2_001.fastq.gz	LP_176	Du-388	S168	L005
CROB_LP_177_Du-389	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_177_Du-389_S179_L005_R1_001.fastq.gz	LP_177	Du-389	S179	L005
CROB_LP_177_Du-389	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_177_Du-389_S179_L005_R2_001.fastq.gz	LP_177	Du-389	S179	L005
CROB_LP_320_Du-395	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_320_Du-395_S110_L005_R1_001.fastq.gz	LP_320	Du-395	S110	L005
CROB_LP_320_Du-395	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_320_Du-395_S110_L005_R2_001.fastq.gz	LP_320	Du-395	S110	L005
CROB_LP_321_Du-396	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_321_Du-396_S111_L005_R1_001.fastq.gz	LP_321	Du-396	S111	L005
CROB_LP_321_Du-396	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_321_Du-396_S111_L005_R2_001.fastq.gz	LP_321	Du-396	S111	L005
CROS_LP_085_Du-181	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_085_Du-181_S76_L005_R1_001.fastq.gz	LP_085	Du-181	S76	L005
CROS_LP_085_Du-181	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_085_Du-181_S76_L005_R2_001.fastq.gz	LP_085	Du-181	S76	L005
CROS_LP_086_Du-182	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_086_Du-182_S86_L005_R1_001.fastq.gz	LP_086	Du-182	S86	L005
CROS_LP_086_Du-182	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_086_Du-182_S86_L005_R2_001.fastq.gz	LP_086	Du-182	S86	L005
CROS_LP_087_Du-183	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_087_Du-183_S96_L005_R1_001.fastq.gz	LP_087	Du-183	S96	L005
CROS_LP_087_Du-183	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_087_Du-183_S96_L005_R2_001.fastq.gz	LP_087	Du-183	S96	L005
CROS_LP_088_Du-184	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_088_Du-184_S106_L005_R1_001.fastq.gz	LP_088	Du-184	S106	L005
CROS_LP_088_Du-184	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_088_Du-184_S106_L005_R2_001.fastq.gz	LP_088	Du-184	S106	L005
CROS_LP_089_Du-185	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_089_Du-185_S35_L005_R1_001.fastq.gz	LP_089	Du-185	S35	L005
CROS_LP_089_Du-185	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_089_Du-185_S35_L005_R2_001.fastq.gz	LP_089	Du-185	S35	L005
CROS_LP_090_Du-186	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_090_Du-186_S45_L005_R1_001.fastq.gz	LP_090	Du-186	S45	L005
CROS_LP_090_Du-186	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_090_Du-186_S45_L005_R2_001.fastq.gz	LP_090	Du-186	S45	L005
CROS_LP_091_Du-187	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_091_Du-187_S56_L005_R1_001.fastq.gz	LP_091	Du-187	S56	L005
CROS_LP_091_Du-187	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_091_Du-187_S56_L005_R2_001.fastq.gz	LP_091	Du-187	S56	L005
CROS_LP_092_Du-188	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_092_Du-188_S66_L005_R1_001.fastq.gz	LP_092	Du-188	S66	L005
CROS_LP_092_Du-188	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_092_Du-188_S66_L005_R2_001.fastq.gz	LP_092	Du-188	S66	L005
CROS_LP_093_Du-189	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_093_Du-189_S77_L005_R1_001.fastq.gz	LP_093	Du-189	S77	L005
CROS_LP_093_Du-189	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_093_Du-189_S77_L005_R2_001.fastq.gz	LP_093	Du-189	S77	L005
CROS_LP_094_Du-190	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_094_Du-190_S87_L005_R1_001.fastq.gz	LP_094	Du-190	S87	L005
CROS_LP_094_Du-190	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_094_Du-190_S87_L005_R2_001.fastq.gz	LP_094	Du-190	S87	L005
CY_ALA_LP_298-Du-767	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R1_001.fastq.gz	LP_298	Du-767	S289	L005
CY_ALA_LP_298-Du-767	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R2_001.fastq.gz	LP_298	Du-767	S289	L005
CY_ALA_LP_299-Du-768	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R1_001.fastq.gz	LP_299	Du-768	S221	L005
CY_ALA_LP_299-Du-768	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R2_001.fastq.gz	LP_299	Du-768	S221	L005
CY_ALA_LP_357_Du-769	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R1_001.fastq.gz	LP_357	Du-769	S231	L005
CY_ALA_LP_357_Du-769	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R2_001.fastq.gz	LP_357	Du-769	S231	L005
CY_BAL_LP_226_Du-602	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R1_001.fastq.gz	LP_226	Du-602	S281	L005
CY_BAL_LP_226_Du-602	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R2_001.fastq.gz	LP_226	Du-602	S281	L005
CY_BAL_LP_227_Du-603	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R1_001.fastq.gz	LP_227	Du-603	S213	L005
CY_BAL_LP_227_Du-603	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R2_001.fastq.gz	LP_227	Du-603	S213	L005
CY_BAL_LP_228_Du-604	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R1_001.fastq.gz	LP_228	Du-604	S223	L005
CY_BAL_LP_228_Du-604	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R2_001.fastq.gz	LP_228	Du-604	S223	L005
CY_BGL_LP_210_Du-577	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R1_001.fastq.gz	LP_210	Du-577	S193	L005
CY_BGL_LP_210_Du-577	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R2_001.fastq.gz	LP_210	Du-577	S193	L005
CY_BGL_LP_212_Du-579	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R1_001.fastq.gz	LP_212	Du-579	S131	L005
CY_BGL_LP_212_Du-579	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R2_001.fastq.gz	LP_212	Du-579	S131	L005
CY_BOU_LP_288_Du-737	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R1_001.fastq.gz	LP_288	Du-737	S268	L005
CY_BOU_LP_288_Du-737	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R2_001.fastq.gz	LP_288	Du-737	S268	L005
CY_BOU_LP_290_Du-739	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R1_001.fastq.gz	LP_290	Du-739	S288	L005
CY_BOU_LP_290_Du-739	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R2_001.fastq.gz	LP_290	Du-739	S288	L005
CY_BOU_LP_291_Du-740	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R1_001.fastq.gz	LP_291	Du-740	S220	L005
CY_BOU_LP_291_Du-740	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R2_001.fastq.gz	LP_291	Du-740	S220	L005
CY_BOU_LP_292_Du-741	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R1_001.fastq.gz	LP_292	Du-741	S230	L005
CY_BOU_LP_292_Du-741	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R2_001.fastq.gz	LP_292	Du-741	S230	L005
CY_BOU_LP_354_Du-742	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R1_001.fastq.gz	LP_354	Du-742	S278	L005
CY_BOU_LP_354_Du-742	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R2_001.fastq.gz	LP_354	Du-742	S278	L005
CY_CAS_LP_328_Du-610	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R1_001.fastq.gz	LP_328	Du-610	S234	L005
CY_CAS_LP_328_Du-610	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R2_001.fastq.gz	LP_328	Du-610	S234	L005
CY_CAS_LP_329_Du-611	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R1_001.fastq.gz	LP_329	Du-611	S245	L005
CY_CAS_LP_329_Du-611	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R2_001.fastq.gz	LP_329	Du-611	S245	L005
