organelle	track_id	sample_count	cpDNA_length	mtDNA_length	combined_length	cpDNA_start	cpDNA_end	mtDNA_start	mtDNA_end	cpDNA_missing_bases	mtDNA_missing_bases	combined_missing_bases	cpDNA_fasta_path	mtDNA_fasta_path	alignment_fasta_path
cpDNA_mtDNA	cpdna_then_mtdna	275	124538	44930	169468	1	124538	124539	169468	127485	31313	158798	dudleya_organelle_alignment_pipeline/results/11_callable_consensus/cpDNA.primary.callable_consensus.fa	dudleya_organelle_alignment_pipeline/results/11_callable_consensus/mtDNA.primary.callable_consensus.fa	dudleya_organelle_alignment_pipeline/results/22_concatenated_consensus/cpDNA_mtDNA.primary.concatenated_consensus.fa
