site_draws	site_seed	observed_mt_multi_population_haplotypes	cp_draw_q025_multi_population_haplotypes	cp_draw_median_multi_population_haplotypes	cp_draw_q975_multi_population_haplotypes	marker_count_result	pi_draws_per_population	pi_seed	common_sample_size	sample_size_result	CY_SIE_median_pi	CY_SIE_fraction_other_draws_below_median	CY_CAS_median_pi	CY_CAS_fraction_other_draws_below_median
1000	424200	11.0	8.0	11.0	15.0	observed_within_cp_distribution	1000	424201	4	named_outlier_medians_remain_top_ranked	0.00290587854607	1.0	0.0026269860722	0.9666666666666667
