organelle	population_1	population_2	n_population_1	n_population_2	numerator	denominator	callable_sites_with_at_least_two_calls_per_population	hudson_fst	bootstrap_ci_2.5	bootstrap_ci_97.5	bootstrap_block_bp	bootstrap_replicates	bootstrap_seed
mitochondria	KIRN	SILG	9	10	6.76666666667	7.84444444444	43174	0.862606232295	0.62109375	1	1000	1000	2241
mitochondria	KIRN	SILR	9	6	6	6	43181	1	1	1	1000	1000	2242
mitochondria	KIRN	STI	9	16	8.71904761905	9.45416666667	43166	0.922243908582	0.819786954618	0.973737373737	1000	1000	2243
mitochondria	KIRN	TIL	9	8	8.40476190476	9.80357142857	43166	0.857316332726	0.710382513661	0.937106918239	1000	1000	2244
mitochondria	KIRN	TULP	9	17	1.16176470588	1.52941176471	43182	0.759615384615	0.0625	1	1000	1000	2245
mitochondria	KIRT	MALV	10	10	1	1	43182	1	1	1	1000	1000	2246
mitochondria	KIRT	OCO	10	10	33.3666666667	34.4444444444	43171	0.968709677419	0.933255269321	0.992795389049	1000	1000	2247
mitochondria	KIRT	QUI1	10	8	5.10714285714	5.375	43174	0.950166112957	0.849094567404	1	1000	1000	2248
mitochondria	KIRT	QUI2	10	10	10	10	43033	1	1	1	1000	1000	2249
mitochondria	KIRT	QUIN	10	10	10	10	43037	1	1	1	1000	1000	2250
mitochondria	KIRT	RIC	10	10	0	0.2	43182	0	0	0	1000	1000	2251
mitochondria	KIRT	RSV	10	9	9.08333333333	9.44444444444	43167	0.961764705882	0.852272727273	1	1000	1000	2252
mitochondria	KIRT	SILG	10	10	6.76666666667	7.84444444444	43174	0.862606232295	0.62109375	1	1000	1000	2253
mitochondria	KIRT	SILR	10	6	6	6	43181	1	1	1	1000	1000	2254
mitochondria	KIRT	STI	10	16	8.71904761905	9.45416666667	43166	0.922243908582	0.828360179562	0.974709501025	1000	1000	2255
mitochondria	KIRT	TIL	10	8	8.40476190476	9.80357142857	43166	0.857316332726	0.722222222222	0.933333333333	1000	1000	2256
mitochondria	KIRT	TULP	10	17	1.16176470588	1.52941176471	43182	0.759615384615	0.0625	1	1000	1000	2257
mitochondria	MALV	OCO	10	10	34.3666666667	35.4444444444	43171	0.969592476489	0.935473717343	0.993670886076	1000	1000	2258
mitochondria	MALV	QUI1	10	8	6.10714285714	6.375	43174	0.957983193277	0.887218045113	1	1000	1000	2259
mitochondria	MALV	QUI2	10	10	11	11	43033	1	1	1	1000	1000	2260
mitochondria	MALV	QUIN	10	10	11	11	43037	1	1	1	1000	1000	2261
mitochondria	MALV	RIC	10	10	1	1.2	43182	0.833333333333	0	1	1000	1000	2262
mitochondria	MALV	RSV	10	9	10.0833333333	10.4444444444	43167	0.965425531915	0.854651162791	1	1000	1000	2263
mitochondria	MALV	SILG	10	10	7.76666666667	8.84444444444	43174	0.878140703518	0.668181818182	1	1000	1000	2264
mitochondria	MALV	SILR	10	6	7	7	43181	1	1	1	1000	1000	2265
mitochondria	MALV	STI	10	16	9.71904761905	10.4541666667	43166	0.929681717246	0.853777344788	0.981312405299	1000	1000	2266
mitochondria	MALV	TIL	10	8	9.40476190476	10.8035714286	43166	0.870523415978	0.759689922481	0.942222222222	1000	1000	2267
mitochondria	MALV	TULP	10	17	2.16176470588	2.52941176471	43182	0.854651162791	0.0625	1	1000	1000	2268
mitochondria	OCO	QUI1	10	8	32.4738095238	33.8194444444	43165	0.960211205632	0.912070874862	0.989894010352	1000	1000	2269
mitochondria	OCO	QUI2	10	10	37.3666666667	38.4444444444	43024	0.971965317919	0.93574547723	0.992979719189	1000	1000	2270
mitochondria	OCO	QUIN	10	10	37.3666666667	38.4444444444	43028	0.971965317919	0.941958887545	0.993865030675	1000	1000	2271
mitochondria	OCO	RIC	10	10	33.3666666667	34.6444444444	43171	0.963117382938	0.930277349769	0.988439306358	1000	1000	2272
mitochondria	OCO	RSV	10	9	35.7833333333	37.2222222222	43157	0.961343283582	0.921000396983	0.984745762712	1000	1000	2273
mitochondria	OCO	SILG	10	10	36.1333333333	38.2888888889	43164	0.943702843877	0.890673429135	0.979155531801	1000	1000	2274
mitochondria	OCO	SILR	10	6	37.3666666667	38.4444444444	43170	0.971965317919	0.941864716636	0.993214588634	1000	1000	2275
mitochondria	OCO	STI	10	16	36.0857142857	37.8986111111	43156	0.952164557691	0.919555242787	0.977713415904	1000	1000	2276
mitochondria	OCO	TIL	10	8	35.7714285714	38.248015873	43156	0.935249260777	0.884995636373	0.966091923903	1000	1000	2277
mitochondria	OCO	TULP	10	17	34.2931372549	35.7385620915	43171	0.959555596196	0.922416054565	0.985575048733	1000	1000	2278
mitochondria	QUI1	QUI2	8	10	7.10714285714	7.375	43029	0.963680387409	0.843205574913	1	1000	1000	2279
mitochondria	QUI1	QUIN	8	10	7.10714285714	7.375	43030	0.963680387409	0.843205574913	1	1000	1000	2280
mitochondria	QUI1	RIC	8	10	5.10714285714	5.575	43174	0.916079436259	0.78167115903	1	1000	1000	2281
mitochondria	QUI1	RSV	8	9	6.19047619048	6.81944444444	43160	0.907768402677	0.637519064565	1	1000	1000	2282
mitochondria	QUI1	SILG	8	10	4.98492063492	6.33055555556	43167	0.787438099417	0.448863636364	0.958333333333	1000	1000	2283
mitochondria	QUI1	SILR	8	6	9.10714285714	9.375	43173	0.971428571429	0.911937377691	1	1000	1000	2284
mitochondria	QUI1	STI	8	16	5.82619047619	6.82916666667	43159	0.853133443737	0.575452716298	0.965591244009	1000	1000	2285
mitochondria	QUI1	TIL	8	8	5.5119047619	7.17857142857	43159	0.767827529022	0.472527472527	0.905604719764	1000	1000	2286
mitochondria	QUI1	TULP	8	17	4.26890756303	4.90441176471	43174	0.870421931891	0.614512471655	1	1000	1000	2287
mitochondria	QUI2	QUIN	10	10	0	0	43033	nan	nan	nan	1000	1000	2288
mitochondria	QUI2	RIC	10	10	10	10.2	43033	0.980392156863	0.93023255814	1	1000	1000	2289
mitochondria	QUI2	RSV	10	9	4.86111111111	5.22222222222	43033	0.93085106383	0.704545454545	1	1000	1000	2290
mitochondria	QUI2	SILG	10	10	10.7666666667	11.8444444444	43026	0.909005628518	0.784697508897	1	1000	1000	2291
mitochondria	QUI2	SILR	10	6	14	14	43032	1	1	1	1000	1000	2292
mitochondria	QUI2	STI	10	16	4.71904761905	5.45416666667	43033	0.865218814799	0.660207300586	0.955782312925	1000	1000	2293
mitochondria	QUI2	TIL	10	8	4.40476190476	5.80357142857	43033	0.758974358974	0.483333333333	0.888888888889	1000	1000	2294
mitochondria	QUI2	TULP	10	17	9.16176470588	9.52941176471	43033	0.961419753086	0.873511904762	1	1000	1000	2295
mitochondria	QUIN	RIC	10	10	10	10.2	43037	0.980392156863	0.93023255814	1	1000	1000	2296
mitochondria	QUIN	RSV	10	9	4.86111111111	5.22222222222	43037	0.93085106383	0.701923076923	1	1000	1000	2297
mitochondria	QUIN	SILG	10	10	10.7666666667	11.8444444444	43030	0.909005628518	0.774111675127	1	1000	1000	2298
mitochondria	QUIN	SILR	10	6	14	14	43036	1	1	1	1000	1000	2299
mitochondria	QUIN	STI	10	16	4.71904761905	5.45416666667	43037	0.865218814799	0.625289290974	0.954828558316	1000	1000	2300
mitochondria	QUIN	TIL	10	8	4.40476190476	5.80357142857	43037	0.758974358974	0.512396694215	0.890881913303	1000	1000	2301
mitochondria	QUIN	TULP	10	17	9.16176470588	9.52941176471	43037	0.961419753086	0.872076023392	1	1000	1000	2302
mitochondria	RIC	RSV	10	9	9.08333333333	9.64444444444	43167	0.941820276498	0.825688073394	0.99173553719	1000	1000	2303
mitochondria	RIC	SILG	10	10	6.76666666667	8.04444444444	43174	0.841160220994	0.617647058824	0.976344086022	1000	1000	2304
mitochondria	RIC	SILR	10	6	6	6.2	43181	0.967741935484	0.833333333333	1	1000	1000	2305
mitochondria	RIC	STI	10	16	8.71904761905	9.65416666667	43166	0.903138294593	0.798884412767	0.961025134036	1000	1000	2306
mitochondria	RIC	TIL	10	8	8.40476190476	10.0035714286	43166	0.840176127573	0.71129707113	0.918686052773	1000	1000	2307
mitochondria	RIC	TULP	10	17	1.16176470588	1.72941176471	43182	0.671768707483	0	0.947916666667	1000	1000	2308
mitochondria	RSV	SILG	9	10	9.85	11.2888888889	43160	0.872539370079	0.691115702479	0.976608187135	1000	1000	2309
mitochondria	RSV	SILR	9	6	11.0833333333	11.4444444444	43166	0.968446601942	0.892857142857	1	1000	1000	2310
mitochondria	RSV	STI	9	16	1.80238095238	2.89861111111	43166	0.621808474228	0.0937037645898	0.857142857143	1000	1000	2311
mitochondria	RSV	TIL	9	8	1.4880952381	3.24801587302	43166	0.458155161881	0.0878477306003	0.66975130133	1000	1000	2312
mitochondria	RSV	TULP	9	17	8.16666666667	8.8954248366	43167	0.918074944893	0.720652173913	1	1000	1000	2313
mitochondria	SILG	SILR	10	6	8.76666666667	9.84444444444	43173	0.890519187359	0.715025906736	1	1000	1000	2314
mitochondria	SILG	STI	10	16	9.48571428571	11.2986111111	43159	0.839546931249	0.65164595658	0.930811921891	1000	1000	2315
mitochondria	SILG	TIL	10	8	9.17142857143	11.648015873	43159	0.787381187613	0.583412992773	0.904825737265	1000	1000	2316
mitochondria	SILG	TULP	10	17	5.92843137255	7.37385620915	43174	0.803979790817	0.539544092466	0.986413043478	1000	1000	2317
mitochondria	SILR	STI	6	16	10.719047619	11.4541666667	43165	0.93582081796	0.86758144625	0.979813664596	1000	1000	2318
mitochondria	SILR	TIL	6	8	10.4047619048	11.8035714286	43165	0.881492687847	0.747837658017	0.959488272921	1000	1000	2319
mitochondria	SILR	TULP	6	17	5.16176470588	5.52941176471	43181	0.933510638298	0.67803030303	1	1000	1000	2320
mitochondria	STI	TIL	16	8	0.906994047619	3.04092261905	43166	0.298262784438	-0.046855948441	0.572915475237	1000	1000	2321
mitochondria	STI	TULP	16	17	7.88081232493	8.98357843137	43166	0.877246454198	0.735401750199	0.950943396226	1000	1000	2322
mitochondria	TIL	TULP	8	17	7.56652661064	9.33298319328	43166	0.810729694241	0.60499490316	0.912169438794	1000	1000	2323
