organelle	population_1	population_2	n_population_1	n_population_2	numerator	denominator	callable_sites_with_at_least_two_calls_per_population	hudson_fst	bootstrap_ci_2.5	bootstrap_ci_97.5	bootstrap_block_bp	bootstrap_replicates	bootstrap_seed
chloroplast	QUI2	SILR	10	6	168.322222222	174.477777778	102848	0.964720117175	0.950637147638	0.978044596913	1000	1000	2292
chloroplast	QUI2	STI	10	16	25.4967893218	30.541955267	102850	0.8348119529	0.767693117772	0.88754043881	1000	1000	2293
chloroplast	QUI2	TIL	10	9	19.6452380952	30.4380952381	102781	0.645416145181	0.495447116507	0.744477911647	1000	1000	2294
chloroplast	QUI2	TULP	10	17	166.700233427	173.797385621	102850	0.959164217754	0.942515856917	0.974085569016	1000	1000	2295
chloroplast	QUIN	RIC	10	10	167.321428571	168.675	105837	0.991975269432	0.978458900439	1	1000	1000	2296
chloroplast	QUIN	RSV	10	9	28.7658730159	31.3194444444	105085	0.918466898955	0.855170470555	0.960609460816	1000	1000	2297
chloroplast	QUIN	SILG	10	10	168.596428571	174.761111111	103078	0.964725089578	0.950025231598	0.977332759998	1000	1000	2298
chloroplast	QUIN	SILR	10	6	169.454761905	175.708333333	103566	0.964409363461	0.949871123955	0.977179653163	1000	1000	2299
chloroplast	QUIN	STI	10	16	26.6293290043	31.7725108225	104579	0.838124791367	0.781129184832	0.889622641509	1000	1000	2300
chloroplast	QUIN	TIL	10	9	20.7619047619	31.6527777778	102977	0.655926784931	0.530866948964	0.751566889994	1000	1000	2301
chloroplast	QUIN	TULP	10	17	167.832773109	175.027941176	106402	0.958891317473	0.942179347686	0.972994184292	1000	1000	2302
chloroplast	RIC	RSV	10	9	163.611111111	166.411111111	105090	0.983174200441	0.970282507493	0.992673396288	1000	1000	2303
chloroplast	RIC	SILG	10	10	157.8	164.211111111	103080	0.960958116246	0.942820321509	0.975678029361	1000	1000	2304
chloroplast	RIC	SILR	10	6	90.8	97.3	103576	0.933196300103	0.90338332752	0.956888168558	1000	1000	2305
chloroplast	RIC	STI	10	16	161.307900433	166.697510823	104585	0.967668321122	0.948151313037	0.982273540413	1000	1000	2306
chloroplast	RIC	TIL	10	9	155.583333333	166.720634921	102983	0.933197821658	0.911386343891	0.949733096085	1000	1000	2307
chloroplast	RIC	TULP	10	17	34.5113445378	41.9529411765	105853	0.822620382982	0.732441433165	0.885360962567	1000	1000	2308
chloroplast	RSV	SILG	9	10	165.411111111	173.022222222	103075	0.956010788595	0.938328424153	0.968978993649	1000	1000	2309
chloroplast	RSV	SILR	9	6	165.744444444	173.444444444	103646	0.955605381166	0.939726547664	0.970767716535	1000	1000	2310
chloroplast	RSV	STI	9	16	18.919011544	25.5086219336	104658	0.741671251126	0.640347830899	0.815675310903	1000	1000	2311
chloroplast	RSV	TIL	9	9	13.1468253968	25.4841269841	103035	0.515882902523	0.381209868199	0.62074829932	1000	1000	2312
chloroplast	RSV	TULP	9	17	164.122455649	172.764052288	105169	0.949980354569	0.929963903839	0.964010536974	1000	1000	2313
chloroplast	SILG	SILR	10	6	157.933333333	169.244444444	103074	0.933167016807	0.912612745823	0.95062616957	1000	1000	2314
chloroplast	SILG	STI	10	16	157.720021645	167.920743146	103078	0.939252761097	0.920229619643	0.957756642749	1000	1000	2315
chloroplast	SILG	TIL	10	9	157.383333333	173.331746032	102837	0.907989084149	0.882007726743	0.928486089776	1000	1000	2316
chloroplast	SILG	TULP	10	17	156.711344538	168.964052288	103080	0.927483345813	0.904388655223	0.946260820581	1000	1000	2317
chloroplast	SILR	STI	6	16	163.441233766	173.730844156	103661	0.940772691	0.919033009117	0.958540965775	1000	1000	2318
chloroplast	SILR	TIL	6	9	157.716666667	173.753968254	103037	0.907701091673	0.884319982394	0.92811087677	1000	1000	2319
chloroplast	SILR	TULP	6	17	92.6446778711	104.98627451	103681	0.882445617808	0.849617697286	0.910930713547	1000	1000	2320
chloroplast	STI	TIL	16	9	6.79401154401	21.7209235209	103038	0.312786495356	0.165074231956	0.431910139826	1000	1000	2321
chloroplast	STI	TULP	16	17	160.741669213	171.972876241	104674	0.934691985889	0.909261200067	0.955950656947	1000	1000	2322
chloroplast	TIL	TULP	9	17	155.833239963	172.812138189	103039	0.901749388649	0.874711110456	0.925092963387	1000	1000	2323
