organelle	statistic	comparison	canonical	scikit_allel	absolute_difference	match
chloroplast	hudson_numerator	ABAB_MAD__KIRN	461.626190476	461.62619047619	1.90368609764846e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__KIRN	474.915873016	474.915873015873	1.26817667478463e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__KIRN	101950	101950	0	yes
chloroplast	hudson_fst	ABAB_MAD__KIRN	0.972016764874	0.972016764873979	2.12052597703405e-14	yes
chloroplast	hudson_numerator	ABAB_MAD__KIRT	462.876190476	462.87619047619	1.90425453183707e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__KIRT	474.471428571	474.471428571429	4.28769908467075e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__KIRT	101884	101884	0	yes
chloroplast	hudson_fst	ABAB_MAD__KIRT	0.975561778019	0.975561778018647	3.53272966435725e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__MALV	465.60952381	465.609523809524	4.7629100663471e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__MALV	478.271428571	478.271428571429	4.28826751885936e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__MALV	101948	101948	0	yes
chloroplast	hudson_fst	ABAB_MAD__MALV	0.973525692723	0.973525692722801	1.99507077525141e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__OCO	624.095238095	624.095238095238	2.37832864513621e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__OCO	645.228571429	645.228571428572	4.28485691372771e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__OCO	101800	101800	0	yes
chloroplast	hudson_fst	ABAB_MAD__OCO	0.96724674903	0.967246749029505	4.94493335168045e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__QUI1	424.352380952	424.352380952381	3.80850906367414e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__QUI1	435.947619048	435.947619047619	3.80907749786275e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__QUI1	101922	101922	0	yes
chloroplast	hudson_fst	ABAB_MAD__QUI1	0.973402221761	0.973402221761024	2.37587727269783e-14	yes
chloroplast	hudson_numerator	ABAB_MAD__QUI2	466.303174603	466.303174603175	1.74509295902681e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__QUI2	478.353968254	478.353968253968	3.16049408866093e-11	yes
chloroplast	hudson_callable_sites	ABAB_MAD__QUI2	101927	101927	0	yes
chloroplast	hudson_fst	ABAB_MAD__QUI2	0.974807789941	0.974807789941034	3.40838468559923e-14	yes
chloroplast	hudson_numerator	ABAB_MAD__QUIN	467.435714286	467.435714285714	2.85808710032143e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__QUIN	479.58452381	479.584523809524	4.76006789540406e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__QUIN	101947	101947	0	yes
chloroplast	hudson_fst	ABAB_MAD__QUIN	0.974668053449	0.974668053449041	4.14113188185183e-14	yes
chloroplast	hudson_numerator	ABAB_MAD__RIC	465.876190476	465.87619047619	1.90425453183707e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__RIC	478.271428571	478.271428571429	4.28940438723657e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__RIC	101949	101949	0	yes
chloroplast	hudson_fst	ABAB_MAD__RIC	0.974083256171	0.974083256170534	4.66182648040103e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__RSV	462.058730159	462.05873015873	2.70006239588838e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__RSV	475.653968254	475.653968253968	3.16049408866093e-11	yes
chloroplast	hudson_callable_sites	ABAB_MAD__RSV	101945	101945	0	yes
chloroplast	hudson_fst	ABAB_MAD__RSV	0.971417797385	0.971417797385053	5.3179682879545e-14	yes
chloroplast	hudson_numerator	ABAB_MAD__SILG	454.819047619	454.819047619047	4.74642547487747e-11	yes
chloroplast	hudson_denominator	ABAB_MAD__SILG	472.025396825	472.025396825397	3.97108124161605e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__SILG	101904	101904	0	yes
chloroplast	hudson_fst	ABAB_MAD__SILG	0.963547831701	0.96354783170128	2.79665179903077e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__SILR	467.152380952	467.152380952381	3.81021436623996e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__SILR	484.447619048	484.447619047619	3.80737219529692e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__SILR	101946	101946	0	yes
chloroplast	hudson_fst	ABAB_MAD__SILR	0.964299054397	0.96429905439676	2.40141240226421e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__STI	459.229761905	459.229761904762	2.38287611864507e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__STI	474.446428571	474.446428571429	4.28769908467075e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__STI	101947	101947	0	yes
chloroplast	hudson_fst	ABAB_MAD__STI	0.967927534595	0.967927534595455	4.54969395491389e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__TIL	455.262433862	455.262433862434	4.33658442489104e-10	yes
chloroplast	hudson_denominator	ABAB_MAD__TIL	477.000529101	477.000529100529	4.7060666474863e-10	yes
chloroplast	hudson_callable_sites	ABAB_MAD__TIL	101947	101947	0	yes
chloroplast	hudson_fst	ABAB_MAD__TIL	0.954427523846	0.954427523845546	4.53748150164301e-13	yes
chloroplast	hudson_numerator	ABAB_MAD__TULP	465.029551821	465.029551820728	2.71938915830106e-10	yes
