organelle	statistic	comparison	canonical	scikit_allel	absolute_difference	match
chloroplast	hudson_callable_sites	CY_CAS__DOV	102010	102010	0	yes
chloroplast	hudson_fst	CY_CAS__DOV	0.565885671522	0.565885671521505	4.95270491285282e-13	yes
chloroplast	hudson_numerator	CY_CAS__DUD	140.485714286	140.485714285714	2.85922396869864e-10	yes
chloroplast	hudson_denominator	CY_CAS__DUD	254.325	254.324999999998	2.27373675443232e-12	yes
chloroplast	hudson_callable_sites	CY_CAS__DUD	102020	102020	0	yes
chloroplast	hudson_fst	CY_CAS__DUD	0.552386569491	0.552386569490673	3.27293747659496e-13	yes
chloroplast	hudson_numerator	CY_CAS__DUSE	43.6652680653	43.6652680652683	3.17399440064037e-11	yes
chloroplast	hudson_denominator	CY_CAS__DUSE	259.558313908	259.558313908313	3.12525116896722e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__DUSE	102019	102019	0	yes
chloroplast	hudson_fst	CY_CAS__DUSE	0.168229125116	0.168229125115571	4.28629354232157e-13	yes
chloroplast	hudson_numerator	CY_CAS__KIRN	136.45	136.45	1.70530256582424e-13	yes
chloroplast	hudson_denominator	CY_CAS__KIRN	245.144444444	245.144444444442	4.42327063865378e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__KIRN	102020	102020	0	yes
chloroplast	hudson_fst	CY_CAS__KIRN	0.556610615057	0.556610615056887	1.13353770814228e-13	yes
chloroplast	hudson_numerator	CY_CAS__KIRT	137.7	137.7	1.70530256582424e-13	yes
chloroplast	hudson_denominator	CY_CAS__KIRT	244.7	244.699999999998	2.1600499167107e-12	yes
chloroplast	hudson_callable_sites	CY_CAS__KIRT	101953	101953	0	yes
chloroplast	hudson_fst	CY_CAS__KIRT	0.562729873314	0.562729873314267	2.665645482125e-13	yes
chloroplast	hudson_numerator	CY_CAS__MALV	140.433333333	140.433333333333	3.33130856233765e-10	yes
chloroplast	hudson_denominator	CY_CAS__MALV	248.5	248.499999999998	2.18847162614111e-12	yes
chloroplast	hudson_callable_sites	CY_CAS__MALV	102020	102020	0	yes
chloroplast	hudson_fst	CY_CAS__MALV	0.5651240778	0.565124077800138	1.38333788868295e-13	yes
chloroplast	hudson_numerator	CY_CAS__OCO	485.454285714	485.454285714288	2.88366663880879e-10	yes
chloroplast	hudson_denominator	CY_CAS__OCO	601.992380952	601.992380952381	3.80850906367414e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__OCO	101867	101867	0	yes
chloroplast	hudson_fst	CY_CAS__OCO	0.806412674104	0.806412674104407	4.07118783130045e-13	yes
chloroplast	hudson_numerator	CY_CAS__QUI1	34.7	34.7	1.4210854715202e-14	yes
chloroplast	hudson_denominator	CY_CAS__QUI1	141.7	141.7	2.27373675443232e-13	yes
chloroplast	hudson_callable_sites	CY_CAS__QUI1	101976	101976	0	yes
chloroplast	hudson_fst	CY_CAS__QUI1	0.24488355681	0.244883556810162	1.62037050444042e-13	yes
chloroplast	hudson_numerator	CY_CAS__QUI2	141.688888889	141.688888888889	1.11299414129462e-10	yes
chloroplast	hudson_denominator	CY_CAS__QUI2	249.144444444	249.144444444442	4.42270220446517e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__QUI2	101995	101995	0	yes
chloroplast	hudson_fst	CY_CAS__QUI2	0.568701779423	0.568701779422918	8.1823436914874e-14	yes
chloroplast	hudson_numerator	CY_CAS__QUIN	142.821428571	142.821428571428	4.28372004535049e-10	yes
chloroplast	hudson_denominator	CY_CAS__QUIN	250.375	250.374999999998	2.18847162614111e-12	yes
chloroplast	hudson_callable_sites	CY_CAS__QUIN	102018	102018	0	yes
chloroplast	hudson_fst	CY_CAS__QUIN	0.570430069182	0.570430069181946	5.44009282066327e-14	yes
chloroplast	hudson_numerator	CY_CAS__RIC	140.7	140.7	1.98951966012828e-13	yes
chloroplast	hudson_denominator	CY_CAS__RIC	248.5	248.499999999998	2.24531504500192e-12	yes
chloroplast	hudson_callable_sites	CY_CAS__RIC	102020	102020	0	yes
chloroplast	hudson_fst	CY_CAS__RIC	0.566197183099	0.566197183098596	4.04232203266019e-13	yes
chloroplast	hudson_numerator	CY_CAS__RSV	137.111111111	137.111111111111	1.10901510197436e-10	yes
chloroplast	hudson_denominator	CY_CAS__RSV	246.111111111	246.111111111109	1.0902567737503e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__RSV	102018	102018	0	yes
chloroplast	hudson_fst	CY_CAS__RSV	0.557110609481	0.557110609480817	1.83408843668076e-13	yes
chloroplast	hudson_numerator	CY_CAS__SILG	137.7	137.7	5.6843418860808e-14	yes
chloroplast	hudson_denominator	CY_CAS__SILG	250.311111111	250.311111111109	1.09338316178764e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__SILG	101973	101973	0	yes
chloroplast	hudson_fst	CY_CAS__SILG	0.550115411932	0.550115411931822	1.78190795452338e-13	yes
chloroplast	hudson_numerator	CY_CAS__SILR	140.833333333	140.833333333333	3.33187699652626e-10	yes
chloroplast	hudson_denominator	CY_CAS__SILR	253.533333333	253.533333333331	3.3134028853965e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__SILR	102019	102019	0	yes
chloroplast	hudson_fst	CY_CAS__SILR	0.555482513805	0.555482513804895	1.05360165036927e-13	yes
chloroplast	hudson_numerator	CY_CAS__STI	136.157900433	136.1579004329	9.97033566818573e-11	yes
chloroplast	hudson_denominator	CY_CAS__STI	247.747510823	247.747510822509	4.91269247504533e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__STI	102019	102019	0	yes
chloroplast	hudson_fst	CY_CAS__STI	0.549583323687	0.549583323686536	4.64406291200703e-13	yes
chloroplast	hudson_numerator	CY_CAS__TIL	131.038888889	131.038888888889	1.11384679257753e-10	yes
chloroplast	hudson_denominator	CY_CAS__TIL	248.376190476	248.376190476189	1.8852119865187e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__TIL	102019	102019	0	yes
chloroplast	hudson_fst	CY_CAS__TIL	0.527582328393	0.527582328393313	3.13193915246757e-13	yes
chloroplast	hudson_numerator	CY_CAS__TULP	141.211344538	141.211344537815	1.85110593520221e-10	yes
chloroplast	hudson_denominator	CY_CAS__TULP	254.852941176	254.852941176468	4.68446614831919e-10	yes
chloroplast	hudson_callable_sites	CY_CAS__TULP	102020	102020	0	yes
chloroplast	hudson_fst	CY_CAS__TULP	0.55408952271	0.554089522710415	4.15001366604884e-13	yes
chloroplast	hudson_numerator	CY_HICN__CY_HICS	604.766666667	604.766666666667	3.33329808199778e-10	yes
chloroplast	hudson_denominator	CY_HICN__CY_HICS	605.85	605.85	0	yes
chloroplast	hudson_callable_sites	CY_HICN__CY_HICS	101754	101754	0	yes
chloroplast	hudson_fst	CY_HICN__CY_HICS	0.998211878628	0.998211878627823	1.76858527822787e-13	yes
chloroplast	hudson_numerator	CY_HICN__CY_HUN	548.7	548.7	0	yes
chloroplast	hudson_denominator	CY_HICN__CY_HUN	549.9	549.9	0	yes
chloroplast	hudson_callable_sites	CY_HICN__CY_HUN	101608	101608	0	yes
chloroplast	hudson_fst	CY_HICN__CY_HUN	0.997817785052	0.997817785051828	1.72306613421824e-13	yes
chloroplast	hudson_numerator	CY_HICN__CY_SIE	1.28333333333	1.28333333333333	3.33333360913457e-12	yes
chloroplast	hudson_denominator	CY_HICN__CY_SIE	153.95	153.95	0	yes
chloroplast	hudson_callable_sites	CY_HICN__CY_SIE	101750	101750	0	yes
chloroplast	hudson_fst	CY_HICN__CY_SIE	0.00833603983977	0.00833603983977482	4.82079653973955e-15	yes
chloroplast	hudson_numerator	CY_HICN__CY_WOO	609.2	609.2	0	yes
chloroplast	hudson_denominator	CY_HICN__CY_WOO	610.683333333	610.683333333333	3.334434950375e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__CY_WOO	101721	101721	0	yes
chloroplast	hudson_fst	CY_HICN__CY_WOO	0.997571026992	0.997571026991621	3.78586051397178e-13	yes
chloroplast	hudson_numerator	CY_HICN__DAN	648.4	648.4	1.13686837721616e-13	yes
chloroplast	hudson_denominator	CY_HICN__DAN	650.95	650.95	0	yes
chloroplast	hudson_callable_sites	CY_HICN__DAN	101746	101746	0	yes
chloroplast	hudson_fst	CY_HICN__DAN	0.996082648437	0.9960826484369	1.00364161426114e-13	yes
chloroplast	hudson_numerator	CY_HICN__DOV	646.128571429	646.128571428571	4.28599378210492e-10	yes
chloroplast	hudson_denominator	CY_HICN__DOV	647.607142857	647.607142857143	1.42904355016071e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__DOV	101759	101759	0	yes
chloroplast	hudson_fst	CY_HICN__DOV	0.997716869795	0.997716869795401	4.00568467284756e-13	yes
chloroplast	hudson_numerator	CY_HICN__DUD	646.385714286	646.385714285714	2.85808710032143e-10	yes
chloroplast	hudson_denominator	CY_HICN__DUD	653.975	653.975	0	yes
chloroplast	hudson_callable_sites	CY_HICN__DUD	101770	101770	0	yes
chloroplast	hudson_fst	CY_HICN__DUD	0.988395143982	0.988395143982131	1.31117339208231e-13	yes
chloroplast	hudson_numerator	CY_HICN__DUSE	487.56013986	487.560139860144	1.4421175364987e-10	yes
chloroplast	hudson_denominator	CY_HICN__DUSE	596.86985237	596.869852369849	1.51203494169749e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__DUSE	101769	101769	0	yes
chloroplast	hudson_fst	CY_HICN__DUSE	0.816861729445	0.816861729444544	4.56190640818477e-13	yes
chloroplast	hudson_numerator	CY_HICN__KIRN	642.35	642.35	0	yes
chloroplast	hudson_denominator	CY_HICN__KIRN	644.794444444	644.794444444444	4.44288161816075e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__KIRN	101770	101770	0	yes
chloroplast	hudson_fst	CY_HICN__KIRN	0.996208955481	0.996208955481075	7.52731210695856e-14	yes
chloroplast	hudson_numerator	CY_HICN__KIRT	643.6	643.6	0	yes
chloroplast	hudson_denominator	CY_HICN__KIRT	644.35	644.35	0	yes
chloroplast	hudson_callable_sites	CY_HICN__KIRT	101706	101706	0	yes
chloroplast	hudson_fst	CY_HICN__KIRT	0.998836036316	0.998836036315667	3.33066907387547e-13	yes
chloroplast	hudson_numerator	CY_HICN__MALV	646.333333333	646.333333333333	3.33216121362057e-10	yes
chloroplast	hudson_denominator	CY_HICN__MALV	648.15	648.15	1.13686837721616e-13	yes
chloroplast	hudson_callable_sites	CY_HICN__MALV	101769	101769	0	yes
chloroplast	hudson_fst	CY_HICN__MALV	0.997197150865	0.997197150865283	2.8288482667449e-13	yes
chloroplast	hudson_numerator	CY_HICN__OCO	552.492063492	552.492063492064	6.35509422863834e-11	yes
chloroplast	hudson_denominator	CY_HICN__OCO	562.502380952	562.502380952381	3.81191966880579e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__OCO	101690	101690	0	yes
chloroplast	hudson_fst	CY_HICN__OCO	0.982203955398	0.98220395539772	2.80442336020315e-13	yes
chloroplast	hudson_numerator	CY_HICN__QUI1	599.6	599.6	0	yes
chloroplast	hudson_denominator	CY_HICN__QUI1	600.35	600.35	0	yes
chloroplast	hudson_callable_sites	CY_HICN__QUI1	101762	101762	0	yes
chloroplast	hudson_fst	CY_HICN__QUI1	0.998750728742	0.998750728741567	4.32542890393961e-13	yes
chloroplast	hudson_numerator	CY_HICN__QUI2	651.788888889	651.788888888889	1.11072040454019e-10	yes
chloroplast	hudson_denominator	CY_HICN__QUI2	652.994444444	652.994444444444	4.44401848653797e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__QUI2	101761	101761	0	yes
chloroplast	hudson_fst	CY_HICN__QUI2	0.998153804269	0.998153804269221	2.21267448807794e-13	yes
chloroplast	hudson_numerator	CY_HICN__QUIN	652.921428571	652.921428571428	4.28485691372771e-10	yes
chloroplast	hudson_denominator	CY_HICN__QUIN	654.225	654.225	0	yes
chloroplast	hudson_callable_sites	CY_HICN__QUIN	101768	101768	0	yes
chloroplast	hudson_fst	CY_HICN__QUIN	0.998007457024	0.99800745702385	1.49658063719471e-13	yes
chloroplast	hudson_numerator	CY_HICN__RIC	646.6	646.6	0	yes
chloroplast	hudson_denominator	CY_HICN__RIC	648.15	648.15	2.27373675443232e-13	yes
chloroplast	hudson_callable_sites	CY_HICN__RIC	101770	101770	0	yes
chloroplast	hudson_fst	CY_HICN__RIC	0.997608578261	0.997608578261205	2.04614103438416e-13	yes
chloroplast	hudson_numerator	CY_HICN__RSV	647.211111111	647.211111111111	1.11072040454019e-10	yes
chloroplast	hudson_denominator	CY_HICN__RSV	649.961111111	649.961111111111	1.10958353616297e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__RSV	101764	101764	0	yes
chloroplast	hudson_fst	CY_HICN__RSV	0.995768977631	0.99576897763114	1.40443212615082e-13	yes
chloroplast	hudson_numerator	CY_HICN__SILG	643.4	643.4	0	yes
chloroplast	hudson_denominator	CY_HICN__SILG	649.761111111	649.761111111111	1.1118572729174e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__SILG	101727	101727	0	yes
chloroplast	hudson_fst	CY_HICN__SILG	0.990210077208	0.990210077207863	1.37445610448594e-13	yes
chloroplast	hudson_numerator	CY_HICN__SILR	646.066666667	646.066666666667	3.334434950375e-10	yes
chloroplast	hudson_denominator	CY_HICN__SILR	652.35	652.35	1.13686837721616e-13	yes
chloroplast	hudson_callable_sites	CY_HICN__SILR	101767	101767	0	yes
chloroplast	hudson_fst	CY_HICN__SILR	0.990368156153	0.990368156153394	3.93796106834543e-13	yes
chloroplast	hudson_numerator	CY_HICN__STI	643.657900433	643.6579004329	9.98170435195789e-11	yes
chloroplast	hudson_denominator	CY_HICN__STI	648.997510823	648.997510822511	4.89080775878392e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__STI	101768	101768	0	yes
chloroplast	hudson_fst	CY_HICN__STI	0.991772525625	0.991772525625185	1.85407245112401e-13	yes
chloroplast	hudson_numerator	CY_HICN__TIL	640.961111111	640.961111111111	1.1118572729174e-10	yes
chloroplast	hudson_denominator	CY_HICN__TIL	652.048412698	652.048412698412	4.12342160416301e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__TIL	101758	101758	0	yes
chloroplast	hudson_fst	CY_HICN__TIL	0.982996198792	0.982996198792329	3.29181126801359e-13	yes
chloroplast	hudson_numerator	CY_HICN__TULP	646.993697479	646.993697478991	8.64019966684282e-12	yes
chloroplast	hudson_denominator	CY_HICN__TULP	654.385294118	654.385294117647	3.52997631125618e-10	yes
chloroplast	hudson_callable_sites	CY_HICN__TULP	101770	101770	0	yes
chloroplast	hudson_fst	CY_HICN__TULP	0.988704519027	0.988704519027094	9.35918009759007e-14	yes
chloroplast	hudson_numerator	CY_HICS__CY_HUN	620.266666667	620.266666666667	3.33216121362057e-10	yes
chloroplast	hudson_denominator	CY_HICS__CY_HUN	621.05	621.05	0	yes
chloroplast	hudson_callable_sites	CY_HICS__CY_HUN	101910	101910	0	yes
chloroplast	hudson_fst	CY_HICS__CY_HUN	0.99873869522	0.99873869522046	4.60187443707127e-13	yes
chloroplast	hudson_numerator	CY_HICS__CY_SIE	318.75	318.75	0	yes
chloroplast	hudson_denominator	CY_HICS__CY_SIE	471	471	0	yes
chloroplast	hudson_callable_sites	CY_HICS__CY_SIE	102743	102743	0	yes
chloroplast	hudson_fst	CY_HICS__CY_SIE	0.676751592357	0.676751592356688	3.12083692222132e-13	yes
chloroplast	hudson_numerator	CY_HICS__CY_WOO	63.9666666667	63.9666666666667	3.33315597345063e-11	yes
chloroplast	hudson_denominator	CY_HICS__CY_WOO	65.0333333333	65.0333333333333	3.33244543071487e-11	yes
chloroplast	hudson_callable_sites	CY_HICS__CY_WOO	101980	101980	0	yes
chloroplast	hudson_fst	CY_HICS__CY_WOO	0.983598154792	0.983598154792414	4.14224210487646e-13	yes
chloroplast	hudson_numerator	CY_HICS__DAN	171.966666667	171.966666666667	3.33301386490348e-10	yes
chloroplast	hudson_denominator	CY_HICS__DAN	174.1	174.1	2.8421709430404e-14	yes
chloroplast	hudson_callable_sites	CY_HICS__DAN	102733	102733	0	yes
chloroplast	hudson_fst	CY_HICS__DAN	0.98774650584	0.987746505839556	4.43867165245138e-13	yes
chloroplast	hudson_numerator	CY_HICS__DOV	159.695238095	159.695238095238	2.38088659898494e-10	yes
chloroplast	hudson_denominator	CY_HICS__DOV	160.757142857	160.757142857143	1.42875933306641e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__DOV	102773	102773	0	yes
chloroplast	hudson_fst	CY_HICS__DOV	0.993394354098	0.993394354098166	1.66311409088848e-13	yes
chloroplast	hudson_numerator	CY_HICS__DUD	168.952380952	168.952380952381	3.80993014914566e-10	yes
chloroplast	hudson_denominator	CY_HICS__DUD	176.125	176.125	0	yes
chloroplast	hudson_callable_sites	CY_HICS__DUD	102783	102783	0	yes
chloroplast	hudson_fst	CY_HICS__DUD	0.959275406401	0.959275406401028	2.76445533131664e-14	yes
chloroplast	hudson_numerator	CY_HICS__DUSE	79.9319347319	79.9319347319347	3.47455397786689e-11	yes
chloroplast	hudson_denominator	CY_HICS__DUSE	189.235236985	189.235236985236	2.35729658015771e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__DUSE	102782	102782	0	yes
chloroplast	hudson_fst	CY_HICS__DUSE	0.422394560365	0.422394560364945	5.54556400800266e-14	yes
chloroplast	hudson_numerator	CY_HICS__KIRN	166.472222222	166.472222222222	2.22229346036329e-10	yes
chloroplast	hudson_denominator	CY_HICS__KIRN	168.5	168.5	2.8421709430404e-14	yes
chloroplast	hudson_callable_sites	CY_HICS__KIRN	102783	102783	0	yes
chloroplast	hudson_fst	CY_HICS__KIRN	0.987965710518	0.987965710517639	3.60822483003176e-13	yes
chloroplast	hudson_numerator	CY_HICS__KIRT	168.166666667	168.166666666667	3.33301386490348e-10	yes
chloroplast	hudson_denominator	CY_HICS__KIRT	168.5	168.5	0	yes
chloroplast	hudson_callable_sites	CY_HICS__KIRT	102701	102701	0	yes
chloroplast	hudson_fst	CY_HICS__KIRT	0.998021760633	0.998021760633037	3.67483821150927e-14	yes
chloroplast	hudson_numerator	CY_HICS__MALV	168.9	168.9	0	yes
chloroplast	hudson_denominator	CY_HICS__MALV	170.3	170.3	2.8421709430404e-14	yes
chloroplast	hudson_callable_sites	CY_HICS__MALV	102783	102783	0	yes
chloroplast	hudson_fst	CY_HICS__MALV	0.991779213153	0.991779213153259	2.59126053947512e-13	yes
chloroplast	hudson_numerator	CY_HICS__OCO	626.280952381	626.280952380952	4.76347850053571e-11	yes
chloroplast	hudson_denominator	CY_HICS__OCO	636.152380952	636.152380952381	3.81078280042857e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__OCO	102017	102017	0	yes
chloroplast	hudson_fst	CY_HICS__OCO	0.984482603749	0.984482603748727	2.72781797150401e-13	yes
chloroplast	hudson_numerator	CY_HICS__QUI1	46.1666666667	46.1666666666667	3.33315597345063e-11	yes
chloroplast	hudson_denominator	CY_HICS__QUI1	46.5	46.5	0	yes
chloroplast	hudson_callable_sites	CY_HICS__QUI1	102334	102334	0	yes
chloroplast	hudson_fst	CY_HICS__QUI1	0.992831541219	0.992831541218638	3.61821683725339e-13	yes
chloroplast	hudson_numerator	CY_HICS__QUI2	169.355555556	169.355555555556	4.44458692072658e-10	yes
chloroplast	hudson_denominator	CY_HICS__QUI2	170.144444444	170.144444444444	4.44458692072658e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__QUI2	102703	102703	0	yes
chloroplast	hudson_fst	CY_HICS__QUI2	0.995363416705	0.995363416704761	2.39253061806721e-13	yes
chloroplast	hudson_numerator	CY_HICS__QUIN	170.488095238	170.488095238095	9.52411483012838e-11	yes
chloroplast	hudson_denominator	CY_HICS__QUIN	171.375	171.375	0	yes
chloroplast	hudson_callable_sites	CY_HICS__QUIN	102767	102767	0	yes
chloroplast	hudson_fst	CY_HICS__QUIN	0.99482477163	0.994824771630023	2.32036612146658e-14	yes
chloroplast	hudson_numerator	CY_HICS__RIC	169.166666667	169.166666666667	3.33301386490348e-10	yes
chloroplast	hudson_denominator	CY_HICS__RIC	170.3	170.3	5.6843418860808e-14	yes
chloroplast	hudson_callable_sites	CY_HICS__RIC	102774	102774	0	yes
chloroplast	hudson_fst	CY_HICS__RIC	0.993345077315	0.993345077314543	4.56634730028327e-13	yes
chloroplast	hudson_numerator	CY_HICS__RSV	166.777777778	166.777777777778	2.22200924326899e-10	yes
chloroplast	hudson_denominator	CY_HICS__RSV	169.111111111	169.111111111111	1.11100462163449e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__RSV	102781	102781	0	yes
chloroplast	hudson_fst	CY_HICS__RSV	0.986202365309	0.986202365308804	1.95621296938953e-13	yes
chloroplast	hudson_numerator	CY_HICS__SILG	156.966666667	156.966666666667	3.33301386490348e-10	yes
chloroplast	hudson_denominator	CY_HICS__SILG	162.911111111	162.911111111111	1.11100462163449e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__SILG	102715	102715	0	yes
chloroplast	hudson_fst	CY_HICS__SILG	0.963511117174	0.963511117173646	3.5349501104065e-13	yes
chloroplast	hudson_numerator	CY_HICS__SILR	169.3	169.3	0	yes
chloroplast	hudson_denominator	CY_HICS__SILR	175.333333333	175.333333333333	3.33329808199778e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__SILR	102782	102782	0	yes
chloroplast	hudson_fst	CY_HICS__SILR	0.965589353612	0.965589353612167	1.67310609811011e-13	yes
chloroplast	hudson_numerator	CY_HICS__STI	159.086688312	159.086688311688	3.1164404390438e-10	yes
chloroplast	hudson_denominator	CY_HICS__STI	164.009632035	164.009632034632	3.68004293704871e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__STI	102782	102782	0	yes
chloroplast	hudson_fst	CY_HICS__STI	0.969983813378	0.969983813378082	8.1823436914874e-14	yes
chloroplast	hudson_numerator	CY_HICS__TIL	158.75	158.75	1.13686837721616e-13	yes
chloroplast	hudson_denominator	CY_HICS__TIL	169.420634921	169.420634920635	3.64934749086387e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__TIL	102758	102758	0	yes
chloroplast	hudson_fst	CY_HICS__TIL	0.937016911041	0.937016911041363	3.62709862145039e-13	yes
chloroplast	hudson_numerator	CY_HICS__TULP	168.078011204	168.078011204482	4.81804818264209e-10	yes
chloroplast	hudson_denominator	CY_HICS__TULP	175.052941176	175.052941176471	4.70720351586351e-10	yes
chloroplast	hudson_callable_sites	CY_HICS__TULP	102783	102783	0	yes
chloroplast	hudson_fst	CY_HICS__TULP	0.960155311158	0.960155311158368	3.68483021873089e-13	yes
chloroplast	hudson_numerator	CY_HUN__CY_SIE	416.433333333	416.433333333333	3.33386651618639e-10	yes
chloroplast	hudson_denominator	CY_HUN__CY_SIE	568.8	568.8	0	yes
chloroplast	hudson_callable_sites	CY_HUN__CY_SIE	101896	101896	0	yes
chloroplast	hudson_fst	CY_HUN__CY_SIE	0.732126113455	0.732126113455227	2.27484697745695e-13	yes
chloroplast	hudson_numerator	CY_HUN__CY_WOO	621.8	621.8	1.13686837721616e-13	yes
chloroplast	hudson_denominator	CY_HUN__CY_WOO	622.983333333	622.983333333333	3.33216121362057e-10	yes
chloroplast	hudson_callable_sites	CY_HUN__CY_WOO	101794	101794	0	yes
chloroplast	hudson_fst	CY_HUN__CY_WOO	0.998100537735	0.998100537735092	9.22595333463505e-14	yes
chloroplast	hudson_numerator	CY_HUN__DAN	663	663	1.13686837721616e-13	yes
chloroplast	hudson_denominator	CY_HUN__DAN	665.25	665.25	0	yes
chloroplast	hudson_callable_sites	CY_HUN__DAN	101913	101913	0	yes
chloroplast	hudson_fst	CY_HUN__DAN	0.996617812852	0.996617812852311	3.10973469197506e-13	yes
chloroplast	hudson_numerator	CY_HUN__DOV	662.628571429	662.628571428571	4.28485691372771e-10	yes
chloroplast	hudson_denominator	CY_HUN__DOV	663.807142857	663.807142857143	1.4279066817835e-10	yes
chloroplast	hudson_callable_sites	CY_HUN__DOV	101903	101903	0	yes
chloroplast	hudson_fst	CY_HUN__DOV	0.998224527348	0.998224527347659	3.40838468559923e-13	yes
chloroplast	hudson_numerator	CY_HUN__DUD	656.028571429	656.028571428571	4.28599378210492e-10	yes
chloroplast	hudson_denominator	CY_HUN__DUD	662.925	662.925	0	yes
chloroplast	hudson_callable_sites	CY_HUN__DUD	101913	101913	0	yes
chloroplast	hudson_fst	CY_HUN__DUD	0.989596970138	0.989596970137755	2.44693154627385e-13	yes
chloroplast	hudson_numerator	CY_HUN__DUSE	540.657808858	540.657808857811	1.88947524293326e-10	yes
chloroplast	hudson_denominator	CY_HUN__DUSE	649.733954934	649.733954933956	4.43378667114303e-11	yes
chloroplast	hudson_callable_sites	CY_HUN__DUSE	101912	101912	0	yes
chloroplast	hudson_fst	CY_HUN__DUSE	0.832121831947	0.832121831946997	2.66453525910038e-15	yes
chloroplast	hudson_numerator	CY_HUN__KIRN	653.294444444	653.294444444444	4.44515535491519e-10	yes
chloroplast	hudson_denominator	CY_HUN__KIRN	655.438888889	655.438888888889	1.11299414129462e-10	yes
chloroplast	hudson_callable_sites	CY_HUN__KIRN	101913	101913	0	yes
chloroplast	hudson_fst	CY_HUN__KIRN	0.996728231295	0.9967282312954	4.00346422679831e-13	yes
chloroplast	hudson_numerator	CY_HUN__KIRT	652.6	652.6	0	yes
chloroplast	hudson_denominator	CY_HUN__KIRT	653.05	653.05	0	yes
chloroplast	hudson_callable_sites	CY_HUN__KIRT	101891	101891	0	yes
chloroplast	hudson_fst	CY_HUN__KIRT	0.999310925657	0.999310925656535	4.65183447317941e-13	yes
chloroplast	hudson_numerator	CY_HUN__MALV	658.833333333	658.833333333333	3.33329808199778e-10	yes
chloroplast	hudson_denominator	CY_HUN__MALV	660.35	660.35	1.13686837721616e-13	yes
chloroplast	hudson_callable_sites	CY_HUN__MALV	101913	101913	0	yes
chloroplast	hudson_fst	CY_HUN__MALV	0.997703238182	0.997703238181773	2.27484697745695e-13	yes
chloroplast	hudson_numerator	CY_HUN__OCO	61.3476190476	61.3476190476191	1.90780724551587e-11	yes
chloroplast	hudson_denominator	CY_HUN__OCO	70.669047619	70.6690476190476	4.76063632959267e-11	yes
chloroplast	hudson_callable_sites	CY_HUN__OCO	101822	101822	0	yes
chloroplast	hudson_fst	CY_HUN__OCO	0.86809743607	0.868097436070214	2.13828954542805e-13	yes
chloroplast	hudson_numerator	CY_HUN__QUI1	617.1	617.1	0	yes
chloroplast	hudson_denominator	CY_HUN__QUI1	617.55	617.55	0	yes
chloroplast	hudson_callable_sites	CY_HUN__QUI1	101865	101865	0	yes
chloroplast	hudson_fst	CY_HUN__QUI1	0.999271314064	0.999271314063639	3.61377594515488e-13	yes
chloroplast	hudson_numerator	CY_HUN__QUI2	662.988888889	662.988888888889	1.1118572729174e-10	yes
chloroplast	hudson_denominator	CY_HUN__QUI2	663.894444444	663.894444444444	4.44401848653797e-10	yes
chloroplast	hudson_callable_sites	CY_HUN__QUI2	101912	101912	0	yes
chloroplast	hudson_fst	CY_HUN__QUI2	0.998635994678	0.998635994677869	1.31228361510694e-13	yes
chloroplast	hudson_numerator	CY_HUN__QUIN	663.858928571	663.858928571429	4.28599378210492e-10	yes
chloroplast	hudson_denominator	CY_HUN__QUIN	664.8625	664.8625	0	yes
chloroplast	hudson_callable_sites	CY_HUN__QUIN	101911	101911	0	yes
chloroplast	hudson_fst	CY_HUN__QUIN	0.99849055793	0.99849055792954	4.60187443707127e-13	yes
chloroplast	hudson_numerator	CY_HUN__RIC	659.1	659.1	0	yes
chloroplast	hudson_denominator	CY_HUN__RIC	660.35	660.35	1.13686837721616e-13	yes
chloroplast	hudson_callable_sites	CY_HUN__RIC	101913	101913	0	yes
chloroplast	hudson_fst	CY_HUN__RIC	0.998107064436	0.998107064435526	4.73510120002629e-13	yes
