organelle	track_id	sample_count	tip_count	alignment_sites	method	model	treefile_path	png_path	pdf_path	svg_path	figure_width	figure_height
cpDNA_mtDNA	cpdna_then_mtdna	275	275	169468	iqtree_ml_ufboot10000	GTR+F+G4	dudleya_organelle_alignment_pipeline/results/23_concatenated_bootstrap_phylogenetic_tree_10000/cpDNA_mtDNA.primary.iqtree_ml.treefile	dudleya_organelle_alignment_pipeline/results/24_concatenated_bootstrap_tree_visualization_10000/cpDNA_mtDNA.primary.iqtree_ml_tree.png	dudleya_organelle_alignment_pipeline/results/24_concatenated_bootstrap_tree_visualization_10000/cpDNA_mtDNA.primary.iqtree_ml_tree.pdf	dudleya_organelle_alignment_pipeline/results/24_concatenated_bootstrap_tree_visualization_10000/cpDNA_mtDNA.primary.iqtree_ml_tree.svg	14.00	46.00
