organelle	population_1	population_2	n_population_1	n_population_2	informative_sites	fst
mtDNA	QUI1	SILR	9	6	15	0.83084505
mtDNA	QUI1	STI	9	16	17	0.55735929
mtDNA	QUI1	TIL	9	9	16	0.59636704
mtDNA	QUI1	TULP	9	17	13	0.65747708
mtDNA	QUI2	QUIN	10	10	0	0.00000000
mtDNA	QUI2	RIC	10	10	13	0.92048668
mtDNA	QUI2	RSV	10	9	6	0.88318897
mtDNA	QUI2	SILG	10	10	14	0.84952978
mtDNA	QUI2	SILR	10	6	15	1.00000000
mtDNA	QUI2	STI	10	16	9	0.71759312
mtDNA	QUI2	TIL	10	9	10	0.66574074
mtDNA	QUI2	TULP	10	17	13	0.90863729
mtDNA	QUIN	RIC	10	10	16	0.92820431
mtDNA	QUIN	RSV	10	9	7	0.89460067
mtDNA	QUIN	SILG	10	10	17	0.86301564
mtDNA	QUIN	SILR	10	6	18	1.00000000
mtDNA	QUIN	STI	10	16	12	0.67557416
mtDNA	QUIN	TIL	10	9	11	0.69722667
mtDNA	QUIN	TULP	10	17	16	0.91515038
mtDNA	RIC	RSV	10	9	16	0.87301666
mtDNA	RIC	SILG	10	10	14	0.72647915
mtDNA	RIC	SILR	10	6	10	0.86382979
mtDNA	RIC	STI	10	16	18	0.71615261
mtDNA	RIC	TIL	10	9	18	0.74727533
mtDNA	RIC	TULP	10	17	8	0.39262795
mtDNA	RSV	SILG	9	10	17	0.81169886
mtDNA	RSV	SILR	9	6	16	0.95343812
mtDNA	RSV	STI	9	16	11	0.46079378
mtDNA	RSV	TIL	9	9	9	0.37311954
mtDNA	RSV	TULP	9	17	15	0.85800253
mtDNA	SILG	SILR	10	6	13	0.83483871
mtDNA	SILG	STI	10	16	19	0.65910024
mtDNA	SILG	TIL	10	9	19	0.70041260
mtDNA	SILG	TULP	10	17	13	0.68553142
mtDNA	SILR	STI	6	16	19	0.78968671
mtDNA	SILR	TIL	6	9	18	0.84426646
mtDNA	SILR	TULP	6	17	8	0.82092963
mtDNA	STI	TIL	16	9	10	0.24829072
mtDNA	STI	TULP	16	17	18	0.72093962
mtDNA	TIL	TULP	9	17	18	0.72629414
