analysis	organelle	model	seed	quartets	source_alignment_columns	restricted_alignment_columns	region_1_count	region_1_fraction	region_2_count	region_2_fraction	region_3_count	region_3_fraction	region_4_count	region_4_fraction	region_5_count	region_5_fraction	region_6_count	region_6_fraction	region_7_count	region_7_fraction	resolved_fraction	side_fraction	center_fraction	alignment_sequence_count	composition_failed_count	over_50pct_ambiguity_count	resolved_fraction_change_from_primary	side_fraction_change_from_primary	center_fraction_change_from_primary	network_role
mitochondria_mask_restricted	mitochondria	TPM3u+F+I	314159	100000	243359	43182	27539	0.2754	27301	0.273	27484	0.2748	1178	0.0118	1194	0.011899999999999999	1215	0.012199999999999999	14089	0.1409	0.8231999999999999	0.0359	0.1409	271	0	0	0.0031	0.0006	-0.0037	diagnostic_only_no_neighbornet
