sample_id	popcode	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
ABAB_MAD_LP_223_Du-590	ABAB_MAD	2.32025466649	1.18888653862	17.4229820998	-1.24785451812	0.085963686581	-0.410754875465	0.479515585468	0.468557536563	-0.430911927428	-0.745707648852
ABAB_MAD_LP_322_Du-593	ABAB_MAD	2.32358374091	1.22753198666	18.6325491913	-1.41601199127	0.116589302302	-0.460227771023	0.587330199668	0.480701013205	-0.371571221462	-0.693062922575
ABAB_MAD_LP_323_Du-594	ABAB_MAD	2.41110111198	1.30821838315	20.192553675	-1.6509364274	0.137462538372	-0.598196790183	0.790508507625	0.676890166989	-0.55513934177	-1.06973744664
ABAB_MAD_LP_324_Du-595	ABAB_MAD	2.41110111198	1.30821838315	20.192553675	-1.6509364274	0.137462538372	-0.598196790183	0.790508507625	0.676890166989	-0.55513934177	-1.06973744664
ABAB_MAD_LP_325_Du-596	ABAB_MAD	1.70879722908	1.11136817483	13.6564548682	-1.20055207174	0.180642998348	-0.145466649221	0.165971702238	-0.00482755703438	0.136551472401	0.333314532423
ABAB_MAD_LP_326_Du-597	ABAB_MAD	1.93497530088	1.38021195682	18.1026564163	-1.87617554703	0.289718221689	-0.420297801403	0.601424761687	0.454033393251	-0.284985219967	-0.542665591819
ABAB_MAD_LP_327_Du-598	ABAB_MAD	2.32358374091	1.22753198666	18.6325491913	-1.41601199127	0.116589302302	-0.460227771023	0.587330199668	0.480701013205	-0.371571221462	-0.693062922575
ABBE_BERN_LP_311_Du-780	ABBE_BERN	8.17563669659	5.96742162167	-0.0677939707192	11.8356776904	-3.43472593578	0.261402392889	-0.861090633295	0.0266448053374	-0.128748964825	-0.338941474159
ABBE_BERN_LP_312_Du-781	ABBE_BERN	8.17563669659	5.96742162167	-0.0677939707192	11.8356776904	-3.43472593578	0.261402392889	-0.861090633295	0.0266448053374	-0.128748964825	-0.338941474159
ABBE_BERN_LP_313_Du-782	ABBE_BERN	8.56424513662	5.81474165152	0.462098804291	12.2958412461	-3.60785485517	0.221472423269	-0.875185195313	0.0533124252908	-0.21533496632	-0.489338804915
ABBE_BERN_LP_314_Du-783	ABBE_BERN	8.56424513662	5.81474165152	0.462098804291	12.2958412461	-3.60785485517	0.221472423269	-0.875185195313	0.0533124252908	-0.21533496632	-0.489338804915
ABMU_HOR_LP_306_Du-775	ABMU_HOR	1.50396131479	0.754802000124	13.032529182	-0.620680825062	0.257419547863	0.0486175007985	0.312721627106	-0.402930228334	0.773995475665	1.02280141512
ABMU_HOR_LP_308_Du-777	ABMU_HOR	1.50396131479	0.754802000124	13.032529182	-0.620680825062	0.257419547863	0.0486175007985	0.312721627106	-0.402930228334	0.773995475665	1.02280141512
ABMU_HOR_LP_358_Du-770	ABMU_HOR	1.52705984661	0.995604468232	10.9526280368	-0.834046895806	0.173428694436	0.0816485960949	-0.173699459055	-0.189123106129	0.227339136694	0.533365991244
ABMU_HOR_LP_359_Du-771	ABMU_HOR	1.50396131479	0.754802000124	13.032529182	-0.620680825062	0.257419547863	0.0486175007985	0.312721627106	-0.402930228334	0.773995475665	1.02280141512
ABMU_HOR_LP_360_Du-772	ABMU_HOR	1.89256975482	0.602122029967	13.562421957	-0.160517269295	0.084290628476	0.00868753117869	0.298627065087	-0.37626260838	0.687409474169	0.872404084367
ABMU_HOR_LP_361_Du-773	ABMU_HOR	1.50396131479	0.754802000124	13.032529182	-0.620680825062	0.257419547863	0.0486175007985	0.312721627106	-0.402930228334	0.773995475665	1.02280141512
BAI_LP_105_Du-222	BAI	-1.99891496757	-0.212880435033	-0.712489488178	-0.434740303966	-0.696660857233	-0.164387765515	0.353907764145	-4.18891505767	3.81221830119	-2.65204816624
BAI_LP_106_Du-223	BAI	-2.07478260829	-0.226983707549	-0.772621619446	-0.50748986091	-0.822476302594	-0.214144155683	0.477560730285	-5.91642913807	5.71649611301	-4.10996272279
BAI_LP_108_Du-225	BAI	-1.99891496757	-0.212880435033	-0.712489488178	-0.434740303966	-0.696660857233	-0.164387765515	0.353907764145	-4.18891505767	3.81221830119	-2.65204816624
BAI_LP_109_Du-226	BAI	-1.99891496757	-0.212880435033	-0.712489488178	-0.434740303966	-0.696660857233	-0.164387765515	0.353907764145	-4.18891505767	3.81221830119	-2.65204816624
BAI_LP_110_Du-227	BAI	-2.07478260829	-0.226983707549	-0.772621619446	-0.50748986091	-0.822476302594	-0.214144155683	0.477560730285	-5.91642913807	5.71649611301	-4.10996272279
BAI_LP_111_Du-228	BAI	-2.07478260829	-0.226983707549	-0.772621619446	-0.50748986091	-0.822476302594	-0.214144155683	0.477560730285	-5.91642913807	5.71649611301	-4.10996272279
BAI_LP_112_Du-230	BAI	-1.99891496757	-0.212880435033	-0.712489488178	-0.434740303966	-0.696660857233	-0.164387765515	0.353907764145	-4.18891505767	3.81221830119	-2.65204816624
BAI_LP_113_Du-231	BAI	-1.99891496757	-0.212880435033	-0.712489488178	-0.434740303966	-0.696660857233	-0.164387765515	0.353907764145	-4.18891505767	3.81221830119	-2.65204816624
BAI_LP_114_Du-232	BAI	-1.99891496757	-0.212880435033	-0.712489488178	-0.434740303966	-0.696660857233	-0.164387765515	0.353907764145	-4.18891505767	3.81221830119	-2.65204816624
BAI_LP_319_Du-233	BAI	-1.99891496757	-0.212880435033	-0.712489488178	-0.434740303966	-0.696660857233	-0.164387765515	0.353907764145	-4.18891505767	3.81221830119	-2.65204816624
COM_LP_269_Du-703	COM	-1.38998013163	-1.17221381419	-1.57391874436	-1.3918116406	-5.07771333433	-7.61914067478	7.00176569777	-1.57300262174	-2.1628129456	1.73503100944
COM_LP_270_Du-704	COM	-1.62724738806	-0.667294796715	-1.3743238216	-1.11621770738	-4.33073355282	-7.14555095848	5.07257120185	-1.84221928269	-1.71853080412	1.44683024086
COM_LP_272_Du-707	COM	-1.62724738806	-0.667294796715	-1.3743238216	-1.11621770738	-4.33073355282	-7.14555095848	5.07257120185	-1.84221928269	-1.71853080412	1.44683024086
COM_LP_274_Du-709	COM	-1.30914007884	-1.11260293304	-1.49111290297	-1.3267344836	-4.74950379271	-8.29827220273	6.05199937273	-2.26910398411	-2.21581041668	1.80706945216
COM_LP_276_Du-711	COM	-1.62724738806	-0.667294796715	-1.3743238216	-1.11621770738	-4.33073355282	-7.14555095848	5.07257120185	-1.84221928269	-1.71853080412	1.44683024086
COM_LP_277_Du-712	COM	-1.30914007884	-1.11260293304	-1.49111290297	-1.3267344836	-4.74950379271	-8.29827220273	6.05199937273	-2.26910398411	-2.21581041668	1.80706945216
COM_LP_341_Du-713	COM	-1.62724738806	-0.667294796715	-1.3743238216	-1.11621770738	-4.33073355282	-7.14555095848	5.07257120185	-1.84221928269	-1.71853080412	1.44683024086
COM_LP_342_Du-714	COM	-1.62724738806	-0.667294796715	-1.3743238216	-1.11621770738	-4.33073355282	-7.14555095848	5.07257120185	-1.84221928269	-1.71853080412	1.44683024086
COM_LP_343_Du-715	COM	-1.30914007884	-1.11260293304	-1.49111290297	-1.3267344836	-4.74950379271	-8.29827220273	6.05199937273	-2.26910398411	-2.21581041668	1.80706945216
CROB_LP_169_Du-381	CROB	-2.09032326071	-0.20030345017	-0.548603988479	-1.27704254597	-1.80260166453	-0.0220401616931	-2.46014174071	0.302501031928	-1.00436168746	-0.532303653446
CROB_LP_170_Du-382	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROB_LP_172_Du-384	CROB	-2.23192979619	-0.331102571	-0.826082821489	-0.953473376063	-1.82507794494	-0.010215841269	-2.23836165314	0.184085134504	-0.753671892283	-0.437762980009
CROB_LP_173_Du-385	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROB_LP_174_Du-386	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROB_LP_175_Du-387	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROB_LP_176_Du-388	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROB_LP_177_Du-389	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROB_LP_320_Du-395	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROB_LP_321_Du-396	CROB	-1.91182938576	0.395458979318	-0.204984503381	-1.94196216874	-1.86486609151	-0.0436432453285	-2.91650566941	0.488930910037	-1.39910285024	-0.707771182048
CROS_LP_085_Du-181	CROS	-1.90998215403	0.39972139387	-0.201367186191	-1.9509143821	-1.86220389415	-0.0456581333523	-2.9229711109	0.496700272254	-1.41330582626	-0.714999699788
CROS_LP_086_Du-182	CROS	-1.90998215403	0.39972139387	-0.201367186191	-1.9509143821	-1.86220389415	-0.0456581333523	-2.9229711109	0.496700272254	-1.41330582626	-0.714999699788
CROS_LP_087_Du-183	CROS	-1.90998215403	0.39972139387	-0.201367186191	-1.9509143821	-1.86220389415	-0.0456581333523	-2.9229711109	0.496700272254	-1.41330582626	-0.714999699788
