sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
ABAB_MAD_LP_327_Du-598	cpDNA	-8.64787570	-1.84650936	D. abramsii ssp. abramsii	ABAB_MAD	Madonna Inn	main_standard	D. abramsii ssp. abramsii_ABAB_MAD
ABBE_BERN_LP_311_Du-780	cpDNA	-16.52170571	1.33099845	D. abramsii ssp. bettinae	ABBE_BERN	San Bernardino Creek Road	main_standard	D. abramsii ssp. bettinae_ABBE_BERN
ABBE_BERN_LP_312_Du-781	cpDNA	-16.35458553	1.30943075	D. abramsii ssp. bettinae	ABBE_BERN	San Bernardino Creek Road	main_standard	D. abramsii ssp. bettinae_ABBE_BERN
ABBE_BERN_LP_313_Du-782	cpDNA	-16.41760759	1.33165274	D. abramsii ssp. bettinae	ABBE_BERN	San Bernardino Creek Road	main_standard	D. abramsii ssp. bettinae_ABBE_BERN
ABBE_BERN_LP_314_Du-783	cpDNA	-16.22789758	1.29403862	D. abramsii ssp. bettinae	ABBE_BERN	San Bernardino Creek Road	main_standard	D. abramsii ssp. bettinae_ABBE_BERN
ABMU_HOR_LP_306_Du-775	cpDNA	-8.59874622	-1.96521460	D. abramsii ssp. murina	ABMU_HOR	Horse Canyon (SLO)	main_standard	D. abramsii ssp. murina_ABMU_HOR
ABMU_HOR_LP_308_Du-777	cpDNA	-8.58006932	-1.97837210	D. abramsii ssp. murina	ABMU_HOR	Horse Canyon (SLO)	main_standard	D. abramsii ssp. murina_ABMU_HOR
ABMU_HOR_LP_358_Du-770	cpDNA	-8.67097636	-1.92427585	D. abramsii ssp. murina	ABMU_HOR	Horse Canyon (SLO)	main_standard	D. abramsii ssp. murina_ABMU_HOR
ABMU_HOR_LP_359_Du-771	cpDNA	-8.61085338	-1.95794781	D. abramsii ssp. murina	ABMU_HOR	Horse Canyon (SLO)	main_standard	D. abramsii ssp. murina_ABMU_HOR
ABMU_HOR_LP_360_Du-772	cpDNA	-8.61556044	-1.96243007	D. abramsii ssp. murina	ABMU_HOR	Horse Canyon (SLO)	main_standard	D. abramsii ssp. murina_ABMU_HOR
ABMU_HOR_LP_361_Du-773	cpDNA	-8.61212391	-1.95871036	D. abramsii ssp. murina	ABMU_HOR	Horse Canyon (SLO)	main_standard	D. abramsii ssp. murina_ABMU_HOR
BAI_LP_105_Du-222	cpDNA	2.19443962	-1.35560774	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_106_Du-223	cpDNA	2.18250415	-1.30197221	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_108_Du-225	cpDNA	2.17267210	-1.30309559	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_109_Du-226	cpDNA	2.14092447	-1.30282254	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_110_Du-227	cpDNA	2.19203576	-1.34126659	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_111_Du-228	cpDNA	2.17326768	-1.27697078	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_112_Du-230	cpDNA	2.17936619	-1.31284342	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_113_Du-231	cpDNA	2.14530558	-1.35468722	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_114_Du-232	cpDNA	2.17074546	-1.30062775	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_319_Du-233	cpDNA	2.17064018	-1.30057627	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
COM_LP_269_Du-703	cpDNA	3.24885543	2.26670226	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_270_Du-704	cpDNA	3.25428953	2.27662489	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_272_Du-707	cpDNA	3.24941360	2.27226105	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_274_Du-709	cpDNA	3.22263666	2.18565312	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_276_Du-711	cpDNA	3.24941360	2.27226105	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_277_Du-712	cpDNA	3.24941360	2.27226105	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_341_Du-713	cpDNA	3.25482880	2.27710753	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_342_Du-714	cpDNA	3.25482880	2.27710753	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_343_Du-715	cpDNA	3.24941360	2.27226105	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
CROB_LP_169_Du-381	cpDNA	4.04828411	4.84107947	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_170_Du-382	cpDNA	4.06386499	4.93172359	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_172_Du-384	cpDNA	4.06279983	4.93028539	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_173_Du-385	cpDNA	4.06386499	4.93172359	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_174_Du-386	cpDNA	4.06386499	4.93172359	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_175_Du-387	cpDNA	4.06386499	4.93172359	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_176_Du-388	cpDNA	4.06386499	4.93172359	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_177_Du-389	cpDNA	4.07302500	4.91999056	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_320_Du-395	cpDNA	4.07302500	4.91999056	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_321_Du-396	cpDNA	4.05844979	4.92687711	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROS_LP_085_Du-181	cpDNA	4.06324276	4.92985266	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_086_Du-182	cpDNA	4.06324276	4.92985266	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_087_Du-183	cpDNA	4.06332626	4.93125944	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_088_Du-184	cpDNA	4.06386553	4.93174208	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_089_Du-185	cpDNA	4.06106253	4.92324359	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_090_Du-186	cpDNA	4.06324276	4.92985266	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
