sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
BAI_LP_108_Du-225	mtDNA	-0.57971061	0.16586754	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_109_Du-226	mtDNA	-0.57572080	0.16109495	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_110_Du-227	mtDNA	-0.57864484	0.16317560	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_111_Du-228	mtDNA	-0.57864484	0.16317560	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_112_Du-230	mtDNA	-0.57971061	0.16586754	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_113_Du-231	mtDNA	-0.57572080	0.16109495	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_114_Du-232	mtDNA	-0.57971061	0.16586754	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
BAI_LP_319_Du-233	mtDNA	-0.57971061	0.16586754	D. setchellii	BAI	Baird Ridgeline	main_standard	D. setchellii_BAI
COM_LP_269_Du-703	mtDNA	-0.72127575	-1.22205818	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_270_Du-704	mtDNA	-0.71285596	-1.17611572	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_272_Du-707	mtDNA	-0.71285596	-1.17611572	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
COM_LP_274_Du-709	mtDNA	-0.69296761	-1.18836748	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
