organelle	track_id	k	replicate	cv_error	is_best_k	is_best_mean_k	mean_cv_error	sd_cv_error	replicate_count	q_path	p_path	log_path	best_q_table_path	structure_png_path	structure_pdf_path	structure_svg_path	cv_plot_path	plink_command	command
cpDNA	cpdna_population_sites	8	3	0.10285000	no	yes	0.08898600	0.01449154	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.pseudo_diploid.8.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.pseudo_diploid.8.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.K8.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file cpDNA.primary.pseudo_diploid --make-bed --out cpDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 cpDNA.primary.pseudo_diploid.bed 8
cpDNA	cpdna_population_sites	8	4	0.08855000	no	yes	0.08898600	0.01449154	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.pseudo_diploid.8.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.pseudo_diploid.8.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.K8.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file cpDNA.primary.pseudo_diploid --make-bed --out cpDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 cpDNA.primary.pseudo_diploid.bed 8
cpDNA	cpdna_population_sites	8	5	0.07446000	yes	yes	0.08898600	0.01449154	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.pseudo_diploid.8.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.pseudo_diploid.8.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.K8.rep5.admixture.log	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.bestK8.q.tsv	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.bestK8.structure.png	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.bestK8.structure.pdf	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.bestK8.structure.svg	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/cpDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file cpDNA.primary.pseudo_diploid --make-bed --out cpDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 cpDNA.primary.pseudo_diploid.bed 8
mtDNA	mtdna_high_confidence_unique	1	1	0.44062000	no	no	0.44209200	0.00153570	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K1.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 1
mtDNA	mtdna_high_confidence_unique	1	2	0.44364000	no	no	0.44209200	0.00153570	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K1.rep2.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 1
mtDNA	mtdna_high_confidence_unique	1	3	0.44335000	no	no	0.44209200	0.00153570	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K1.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 1
mtDNA	mtdna_high_confidence_unique	1	4	0.44252000	no	no	0.44209200	0.00153570	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K1.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 1
mtDNA	mtdna_high_confidence_unique	1	5	0.44033000	no	no	0.44209200	0.00153570	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.1.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K1.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 1
mtDNA	mtdna_high_confidence_unique	2	1	0.27600000	no	no	0.27713600	0.00151810	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K2.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 2
mtDNA	mtdna_high_confidence_unique	2	2	0.27674000	no	no	0.27713600	0.00151810	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K2.rep2.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 2
mtDNA	mtdna_high_confidence_unique	2	3	0.27839000	no	no	0.27713600	0.00151810	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K2.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 2
mtDNA	mtdna_high_confidence_unique	2	4	0.27903000	no	no	0.27713600	0.00151810	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K2.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 2
mtDNA	mtdna_high_confidence_unique	2	5	0.27552000	no	no	0.27713600	0.00151810	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.2.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K2.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 2
mtDNA	mtdna_high_confidence_unique	3	1	0.23044000	no	no	0.23636400	0.00825067	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K3.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 3
mtDNA	mtdna_high_confidence_unique	3	2	0.25080000	no	no	0.23636400	0.00825067	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K3.rep2.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 3
mtDNA	mtdna_high_confidence_unique	3	3	0.23353000	no	no	0.23636400	0.00825067	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K3.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 3
mtDNA	mtdna_high_confidence_unique	3	4	0.23505000	no	no	0.23636400	0.00825067	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K3.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 3
mtDNA	mtdna_high_confidence_unique	3	5	0.23200000	no	no	0.23636400	0.00825067	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.3.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K3.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 3
mtDNA	mtdna_high_confidence_unique	4	1	0.19754000	no	no	0.19291800	0.00365670	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K4.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 4
mtDNA	mtdna_high_confidence_unique	4	2	0.19221000	no	no	0.19291800	0.00365670	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K4.rep2.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 4
mtDNA	mtdna_high_confidence_unique	4	3	0.18810000	no	no	0.19291800	0.00365670	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K4.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 4
mtDNA	mtdna_high_confidence_unique	4	4	0.19537000	no	no	0.19291800	0.00365670	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K4.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 4
mtDNA	mtdna_high_confidence_unique	4	5	0.19137000	no	no	0.19291800	0.00365670	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.4.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K4.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 4
mtDNA	mtdna_high_confidence_unique	5	1	0.15383000	no	no	0.16777400	0.01279960	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K5.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 5
mtDNA	mtdna_high_confidence_unique	5	2	0.16735000	no	no	0.16777400	0.01279960	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K5.rep2.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 5
mtDNA	mtdna_high_confidence_unique	5	3	0.18072000	no	no	0.16777400	0.01279960	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K5.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 5
mtDNA	mtdna_high_confidence_unique	5	4	0.18057000	no	no	0.16777400	0.01279960	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K5.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 5
mtDNA	mtdna_high_confidence_unique	5	5	0.15640000	no	no	0.16777400	0.01279960	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.5.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K5.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 5
mtDNA	mtdna_high_confidence_unique	6	1	0.15097000	no	no	0.14287400	0.01610858	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K6.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 6
mtDNA	mtdna_high_confidence_unique	6	2	0.16584000	no	no	0.14287400	0.01610858	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K6.rep2.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 6
mtDNA	mtdna_high_confidence_unique	6	3	0.14099000	no	no	0.14287400	0.01610858	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K6.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 6
