sample_id	step	command
CY_BGL_LP_210_Du-577	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_210_Du-577.organelle.sorted.bam
CY_BGL_LP_210_Du-577	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_210_Du-577.organelle.sorted.bam
CY_BGL_LP_210_Du-577	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_210_Du-577.organelle.sorted.bam
CY_BGL_LP_210_Du-577	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_210_Du-577.organelle.sorted.bam
CY_BGL_LP_212_Du-579	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_212_Du-579.organelle.sorted.tmp.bam -
CY_BGL_LP_212_Du-579	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_212_Du-579.organelle.sorted.bam
CY_BGL_LP_212_Du-579	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_212_Du-579.organelle.sorted.bam
CY_BGL_LP_212_Du-579	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_212_Du-579.organelle.sorted.bam
CY_BGL_LP_212_Du-579	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BGL_LP_212_Du-579.organelle.sorted.bam
CY_BOU_LP_288_Du-737	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_288_Du-737.organelle.sorted.tmp.bam -
CY_BOU_LP_288_Du-737	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_288_Du-737.organelle.sorted.bam
CY_BOU_LP_288_Du-737	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_288_Du-737.organelle.sorted.bam
CY_BOU_LP_288_Du-737	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_288_Du-737.organelle.sorted.bam
CY_BOU_LP_288_Du-737	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_288_Du-737.organelle.sorted.bam
CY_BOU_LP_290_Du-739	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_290_Du-739.organelle.sorted.tmp.bam -
CY_BOU_LP_290_Du-739	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_290_Du-739.organelle.sorted.bam
CY_BOU_LP_290_Du-739	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_290_Du-739.organelle.sorted.bam
CY_BOU_LP_290_Du-739	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_290_Du-739.organelle.sorted.bam
CY_BOU_LP_290_Du-739	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_290_Du-739.organelle.sorted.bam
CY_BOU_LP_291_Du-740	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_291_Du-740.organelle.sorted.tmp.bam -
CY_BOU_LP_291_Du-740	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_291_Du-740.organelle.sorted.bam
CY_BOU_LP_291_Du-740	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_291_Du-740.organelle.sorted.bam
CY_BOU_LP_291_Du-740	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_291_Du-740.organelle.sorted.bam
CY_BOU_LP_291_Du-740	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_291_Du-740.organelle.sorted.bam
CY_BOU_LP_292_Du-741	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_292_Du-741.organelle.sorted.tmp.bam -
CY_BOU_LP_292_Du-741	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_292_Du-741.organelle.sorted.bam
CY_BOU_LP_292_Du-741	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_292_Du-741.organelle.sorted.bam
CY_BOU_LP_292_Du-741	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_292_Du-741.organelle.sorted.bam
CY_BOU_LP_292_Du-741	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_292_Du-741.organelle.sorted.bam
CY_BOU_LP_354_Du-742	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_354_Du-742.organelle.sorted.tmp.bam -
CY_BOU_LP_354_Du-742	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_354_Du-742.organelle.sorted.bam
CY_BOU_LP_354_Du-742	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_354_Du-742.organelle.sorted.bam
CY_BOU_LP_354_Du-742	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_354_Du-742.organelle.sorted.bam
CY_BOU_LP_354_Du-742	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_BOU_LP_354_Du-742.organelle.sorted.bam
CY_CAS_LP_328_Du-610	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_328_Du-610.organelle.sorted.tmp.bam -
CY_CAS_LP_328_Du-610	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_328_Du-610.organelle.sorted.bam
CY_CAS_LP_328_Du-610	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_328_Du-610.organelle.sorted.bam
CY_CAS_LP_328_Du-610	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_328_Du-610.organelle.sorted.bam
CY_CAS_LP_328_Du-610	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_328_Du-610.organelle.sorted.bam
CY_CAS_LP_329_Du-611	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_329_Du-611.organelle.sorted.tmp.bam -
CY_CAS_LP_329_Du-611	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_329_Du-611.organelle.sorted.bam
CY_CAS_LP_329_Du-611	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_329_Du-611.organelle.sorted.bam
CY_CAS_LP_329_Du-611	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_329_Du-611.organelle.sorted.bam
CY_CAS_LP_329_Du-611	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_329_Du-611.organelle.sorted.bam
CY_CAS_LP_330_Du-607	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_330_Du-607.organelle.sorted.tmp.bam -
CY_CAS_LP_330_Du-607	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_330_Du-607.organelle.sorted.bam
CY_CAS_LP_330_Du-607	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_330_Du-607.organelle.sorted.bam
CY_CAS_LP_330_Du-607	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_330_Du-607.organelle.sorted.bam
CY_CAS_LP_330_Du-607	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_330_Du-607.organelle.sorted.bam
CY_CAS_LP_331_Du-608	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_331_Du-608.organelle.sorted.tmp.bam -
CY_CAS_LP_331_Du-608	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_331_Du-608.organelle.sorted.bam
CY_CAS_LP_331_Du-608	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_331_Du-608.organelle.sorted.bam
CY_CAS_LP_331_Du-608	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_331_Du-608.organelle.sorted.bam
CY_CAS_LP_331_Du-608	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_331_Du-608.organelle.sorted.bam
CY_CAS_LP_332_Du-609	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_332_Du-609.organelle.sorted.tmp.bam -
CY_CAS_LP_332_Du-609	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_332_Du-609.organelle.sorted.bam
CY_CAS_LP_332_Du-609	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_332_Du-609.organelle.sorted.bam
CY_CAS_LP_332_Du-609	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_332_Du-609.organelle.sorted.bam
CY_CAS_LP_332_Du-609	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_CAS_LP_332_Du-609.organelle.sorted.bam
CY_HICN_LP_236_Du-614	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_236_Du-614.organelle.sorted.tmp.bam -
CY_HICN_LP_236_Du-614	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_236_Du-614.organelle.sorted.bam
CY_HICN_LP_236_Du-614	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_236_Du-614.organelle.sorted.bam
CY_HICN_LP_236_Du-614	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_236_Du-614.organelle.sorted.bam
CY_HICN_LP_236_Du-614	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_236_Du-614.organelle.sorted.bam
CY_HICN_LP_333_Du-612	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_333_Du-612.organelle.sorted.tmp.bam -
CY_HICN_LP_333_Du-612	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_333_Du-612.organelle.sorted.bam
CY_HICN_LP_333_Du-612	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_333_Du-612.organelle.sorted.bam
CY_HICN_LP_333_Du-612	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_333_Du-612.organelle.sorted.bam
CY_HICN_LP_333_Du-612	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_333_Du-612.organelle.sorted.bam
CY_HICN_LP_334_Du-613	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_334_Du-613.organelle.sorted.tmp.bam -
CY_HICN_LP_334_Du-613	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_334_Du-613.organelle.sorted.bam
CY_HICN_LP_334_Du-613	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_334_Du-613.organelle.sorted.bam
CY_HICN_LP_334_Du-613	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_334_Du-613.organelle.sorted.bam
CY_HICN_LP_334_Du-613	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_334_Du-613.organelle.sorted.bam
CY_HICN_LP_335_Du-615	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_335_Du-615.organelle.sorted.tmp.bam -
CY_HICN_LP_335_Du-615	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_335_Du-615.organelle.sorted.bam
CY_HICN_LP_335_Du-615	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_335_Du-615.organelle.sorted.bam
CY_HICN_LP_335_Du-615	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_335_Du-615.organelle.sorted.bam
CY_HICN_LP_335_Du-615	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_335_Du-615.organelle.sorted.bam
CY_HICN_LP_336_Du-616	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_336_Du-616.organelle.sorted.tmp.bam -
CY_HICN_LP_336_Du-616	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_336_Du-616.organelle.sorted.bam
CY_HICN_LP_336_Du-616	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_336_Du-616.organelle.sorted.bam
CY_HICN_LP_336_Du-616	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_336_Du-616.organelle.sorted.bam
CY_HICN_LP_336_Du-616	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICN_LP_336_Du-616.organelle.sorted.bam
CY_HICS_LP_293_Du-757	align_filter_sort	bwa mem -t 16 dudleya_organelle_reference_verification/references/dudleya_cp_mt.fa genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R1_001.fastq.gz genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R2_001.fastq.gz | samtools view -@ 16 -b -F 4 -q 0 - | samtools sort -@ 16 -o /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICS_LP_293_Du-757.organelle.sorted.tmp.bam -
CY_HICS_LP_293_Du-757	index	samtools index /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICS_LP_293_Du-757.organelle.sorted.bam
CY_HICS_LP_293_Du-757	flagstat	samtools flagstat /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICS_LP_293_Du-757.organelle.sorted.bam
CY_HICS_LP_293_Du-757	idxstats	samtools idxstats /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICS_LP_293_Du-757.organelle.sorted.bam
CY_HICS_LP_293_Du-757	depth	samtools depth -aa -q 20 -Q 0 /home/neil/Downloads/dudleya/Dudleya_S_genomes/full_pipeline_run/results/06_all_sample_alignment/bam/CY_HICS_LP_293_Du-757.organelle.sorted.bam
