sample_id	batch	naming_profile	species	popcode	input_read_records	total_organelle_mapped_reads	input_organelle_mapping_fraction	chloroplast_mapped_reads	mitochondria_mapped_reads	chloroplast_fraction_of_organelle_mapped	mitochondria_fraction_of_organelle_mapped	chloroplast_mean_depth	mitochondria_mean_depth	chloroplast_breadth_ge_1x	mitochondria_breadth_ge_1x	chloroplast_breadth_ge_5x	mitochondria_breadth_ge_5x	chloroplast_breadth_ge_10x	mitochondria_breadth_ge_10x	qc_notes
RSV_LP_052_Du-89	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	19312032	3491041	0.180770	3168113	322928	0.907498	0.092502	2571.893907	166.850735	1.000000	0.999618	1.000000	0.999260	0.999993	0.999182	pass_initial_mapping_screen
RSV_LP_053_Du-90	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	16059612	3119612	0.194252	2706678	412934	0.867633	0.132367	2528.703608	236.020513	1.000000	0.999375	1.000000	0.999269	0.999987	0.999227	pass_initial_mapping_screen
RSV_LP_055_Du-92	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	2357638	454186	0.192645	388159	66027	0.854626	0.145374	317.278970	34.190702	0.999993	0.999297	0.999927	0.998973	0.999880	0.997596	pass_initial_mapping_screen
RSV_LP_057_Du-94	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	4239910	560113	0.132105	466266	93847	0.832450	0.167550	426.006322	53.262518	0.999987	0.999301	0.999973	0.999125	0.999880	0.998899	pass_initial_mapping_screen
RSV_LP_315_Du-95	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	5259086	1122481	0.213437	912086	210395	0.812563	0.187437	781.595792	112.983132	1.000000	0.999334	1.000000	0.999236	0.999987	0.999129	pass_initial_mapping_screen
RSV_LP_316_Du-96	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	2938898	734134	0.249799	661473	72661	0.901025	0.098975	539.030930	36.750328	1.000000	0.999285	0.999980	0.999030	0.999953	0.998241	pass_initial_mapping_screen
SILG_LP_149_Du-343	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	986820	190022	0.192560	169103	20919	0.889913	0.110087	155.012351	11.859212	0.999987	0.966572	0.999747	0.879396	0.999255	0.592216	pass_initial_mapping_screen
SILG_LP_150_Du-344	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	2123254	418647	0.197172	379998	38649	0.907681	0.092319	313.221023	19.056480	0.999987	0.945587	0.999887	0.939747	0.999780	0.868236	pass_initial_mapping_screen
SILG_LP_151_Du-345	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	2077708	362143	0.174299	322150	39993	0.889566	0.110434	290.590089	22.918252	0.999980	0.945562	0.999787	0.944465	0.999561	0.928349	pass_initial_mapping_screen
SILG_LP_152_Du-346	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	2049564	308309	0.150427	269208	39101	0.873176	0.126824	238.166795	21.225330	0.999953	0.946289	0.999820	0.943766	0.999554	0.909636	pass_initial_mapping_screen
SILG_LP_153_Du-347	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	1490930	250627	0.168101	221335	29292	0.883125	0.116875	197.057502	15.961168	0.999933	0.945250	0.999707	0.930950	0.999421	0.793055	pass_initial_mapping_screen
SILG_LP_154_Du-348	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	6692098	1722054	0.257326	1583164	138890	0.919346	0.080654	1449.427186	77.918737	1.000000	0.946186	0.999960	0.945069	0.999940	0.944810	pass_initial_mapping_screen
SILG_LP_155_Du-349	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	1935962	321718	0.166180	284489	37229	0.884281	0.115719	235.849422	19.582144	0.999980	0.946840	0.999814	0.940245	0.999594	0.878114	pass_initial_mapping_screen
SILG_LP_156_Du-350	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	1344348	200948	0.149476	160524	40424	0.798834	0.201166	149.883666	23.488538	0.999900	0.945204	0.999601	0.943405	0.999275	0.910223	pass_initial_mapping_screen
SILG_LP_157_Du-351	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	1629904	282792	0.173502	268758	14034	0.950373	0.049627	231.841317	7.360472	0.999993	0.932310	0.999827	0.713054	0.999488	0.272429	pass_initial_mapping_screen
SILG_LP_158_Du-352	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	1629976	218684	0.134164	196139	22545	0.896906	0.103094	160.273986	11.686854	0.999927	0.940767	0.999301	0.842377	0.998024	0.560949	pass_initial_mapping_screen
SILR_LP_346_Du-729	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	6627492	2168781	0.327240	1909272	259509	0.880343	0.119657	1522.948135	136.177520	1.000000	0.999996	1.000000	0.999942	0.999980	0.999930	pass_initial_mapping_screen
SILR_LP_347_Du-730	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	19684094	3392251	0.172335	3019126	373125	0.890007	0.109993	2643.880052	209.200482	1.000000	1.000000	1.000000	0.999979	0.999987	0.999955	pass_initial_mapping_screen
SILR_LP_348_Du-731	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	10463632	2552062	0.243898	2328943	223119	0.912573	0.087427	1887.997458	118.141696	1.000000	0.999992	0.999993	0.999959	0.999980	0.999893	pass_initial_mapping_screen
SILR_LP_349_Du-732	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	15754186	5030883	0.319336	4480848	550035	0.890668	0.109332	3536.997638	282.210598	1.000000	1.000000	1.000000	0.999996	0.999993	0.999971	pass_initial_mapping_screen
SILR_LP_351_Du-734	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	16264466	4190620	0.257655	3760256	430364	0.897303	0.102697	3014.984096	225.259374	1.000000	1.000000	0.999993	0.999984	0.999993	0.999959	pass_initial_mapping_screen
SILR_LP_353_Du-736	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	6354230	1139130	0.179271	992692	146438	0.871448	0.128552	748.906850	71.372170	0.999993	0.999992	0.999973	0.999942	0.999967	0.999864	pass_initial_mapping_screen
STI_LP_027_Du-45	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	1975074	531245	0.268975	497025	34220	0.935585	0.064415	393.531769	16.414195	0.999993	0.995866	0.999973	0.965343	0.999927	0.782239	pass_initial_mapping_screen
STI_LP_028_Du-46	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	3335828	1014301	0.304063	938869	75432	0.925632	0.074368	754.835241	37.605883	0.999973	0.999215	0.999874	0.999006	0.999840	0.998726	pass_initial_mapping_screen
STI_LP_029_Du-47	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	1289624	214520	0.166343	199015	15505	0.927722	0.072278	163.647278	7.811908	0.999854	0.984615	0.999547	0.736804	0.999308	0.298653	pass_initial_mapping_screen
STI_LP_030_Du-48	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	3384538	861582	0.254564	781685	79897	0.907267	0.092733	639.403343	39.856430	0.999933	0.999408	0.999847	0.999014	0.999820	0.998517	pass_initial_mapping_screen
STI_LP_031_Du-49	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	4952908	620563	0.125293	490043	130520	0.789675	0.210325	383.546309	62.472339	0.999987	0.999343	0.999840	0.999223	0.999767	0.999038	pass_initial_mapping_screen
STI_LP_032_Du-50	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	6840322	915933	0.133902	830444	85489	0.906665	0.093335	664.570059	44.284506	0.999953	0.999905	0.999860	0.998899	0.999827	0.996244	pass_initial_mapping_screen
STI_LP_033_Du-51	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	2425680	409269	0.168723	377289	31980	0.921861	0.078139	290.533399	15.775094	0.999867	0.997995	0.999814	0.959011	0.999727	0.749132	pass_initial_mapping_screen
STI_LP_034_Du-52	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	19298028	2016357	0.104485	1878873	137484	0.931816	0.068184	1467.555805	69.753636	1.000000	0.999314	0.999907	0.999178	0.999880	0.999001	pass_initial_mapping_screen
STI_LP_035_Du-53	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	11959794	1976537	0.165265	1847807	128730	0.934871	0.065129	1567.168838	69.582547	0.999973	0.999252	0.999913	0.999133	0.999900	0.998833	pass_initial_mapping_screen
STI_LP_036_Du-54	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	2518508	339437	0.134777	300594	38843	0.885566	0.114434	247.075888	20.093163	0.999980	0.999227	0.999780	0.995768	0.999594	0.926249	pass_initial_mapping_screen
STI_LP_037_Du-55	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	5012914	888050	0.177152	800990	87060	0.901965	0.098035	696.612554	47.955662	0.999920	0.999289	0.999854	0.999125	0.999827	0.998825	pass_initial_mapping_screen
STI_LP_038_Du-56	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	6768396	1535226	0.226823	1425766	109460	0.928701	0.071299	1172.247395	57.629703	0.999913	0.999273	0.999874	0.999080	0.999847	0.998841	pass_initial_mapping_screen
STI_LP_039_Du-57	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	7331874	1184296	0.161527	1082534	101762	0.914074	0.085926	815.703162	47.162821	0.999913	0.999260	0.999860	0.999067	0.999827	0.998874	pass_initial_mapping_screen
STI_LP_040_Du-58	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	2692866	434795	0.161462	391980	42815	0.901528	0.098472	240.978619	16.974334	0.999993	0.995653	0.999953	0.962175	0.999907	0.777013	pass_initial_mapping_screen
STI_LP_041_Du-60	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	194944082	41579300	0.213288	37698926	3880374	0.906675	0.093325	24496.934965	1492.792919	1.000000	0.999425	0.999953	0.999371	0.999913	0.999343	pass_initial_mapping_screen
STI_LP_042_Du-61	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	14318786	1859658	0.129875	1671845	187813	0.899007	0.100993	1286.548944	91.169494	1.000000	0.996861	0.999987	0.996704	0.999973	0.996540	pass_initial_mapping_screen
TIL_LP_123_Du-263	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	1008978	271206	0.268793	253765	17441	0.935691	0.064309	202.667867	8.857749	0.999175	0.989402	0.998802	0.817003	0.998549	0.369943	pass_initial_mapping_screen
TIL_LP_124_Du-264	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	8419182	2813865	0.334221	2637400	176465	0.937287	0.062713	1999.482685	84.662264	0.999993	0.996955	0.999980	0.996622	0.999967	0.996458	pass_initial_mapping_screen
TIL_LP_125_Du-265	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	1827574	436827	0.239020	415896	20931	0.952084	0.047916	318.941667	9.921014	0.999987	0.994473	0.999827	0.860383	0.999754	0.456511	pass_initial_mapping_screen
TIL_LP_126_Du-266	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	1851198	346780	0.187327	313895	32885	0.905170	0.094830	259.196707	17.491940	0.999887	0.998936	0.999827	0.982820	0.999694	0.839821	pass_initial_mapping_screen
TIL_LP_127_Du-267	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	2857020	57766	0.020219	48232	9534	0.834955	0.165045	30.513369	3.968105	0.999508	0.845130	0.998303	0.342227	0.990378	0.070172	pass_initial_mapping_screen
TIL_LP_128_Du-268	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	11497492	2766746	0.240639	2575715	191031	0.930955	0.069045	2080.749777	96.962751	0.999993	0.996725	0.999993	0.996651	0.999987	0.996483	pass_initial_mapping_screen
TIL_LP_129_Du-269	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	3166884	735805	0.232344	686491	49314	0.932980	0.067020	609.576840	26.618777	0.999448	0.996002	0.999221	0.993676	0.998782	0.966334	pass_initial_mapping_screen
TIL_LP_130_Du-271	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	15750750	3416889	0.216935	3139775	277114	0.918899	0.081101	2517.178574	138.054878	1.000000	0.996187	0.999993	0.996039	0.999980	0.995837	pass_initial_mapping_screen
TIL_LP_131_Du-272	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	4021054	958311	0.238323	884412	73899	0.922886	0.077114	710.942578	37.841124	0.999940	0.996129	0.999907	0.995653	0.999820	0.995122	pass_initial_mapping_screen
TULP_LP_115_Du-242	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	14370316	3090598	0.215068	2868677	221921	0.928195	0.071805	2636.442166	127.562638	1.000000	0.999984	1.000000	0.999930	1.000000	0.999856	pass_initial_mapping_screen
TULP_LP_116_Du-243	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	13535132	3310065	0.244554	2771017	539048	0.837149	0.162851	2555.971971	314.556129	1.000000	0.999996	1.000000	0.999984	1.000000	0.999955	pass_initial_mapping_screen
TULP_LP_117_Du-244	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	2665332	464078	0.174116	418583	45495	0.901967	0.098033	369.162550	25.809339	0.999993	0.999984	0.999933	0.999326	0.999860	0.984944	pass_initial_mapping_screen
TULP_LP_118_Du-245	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	26527766	6363846	0.239894	5737377	626469	0.901558	0.098442	5386.798162	365.894740	1.000000	1.000000	1.000000	0.999996	1.000000	0.999975	pass_initial_mapping_screen
TULP_LP_119_Du-246	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	20359470	2849495	0.139959	2365797	483698	0.830251	0.169749	2142.359896	283.255059	1.000000	1.000000	1.000000	0.999979	1.000000	0.999967	pass_initial_mapping_screen
TULP_LP_120_Du-248	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	28773130	6629164	0.230394	5907503	721661	0.891138	0.108862	5467.758182	423.624349	1.000000	1.000000	1.000000	0.999988	1.000000	0.999971	pass_initial_mapping_screen
TULP_LP_121_Du-249	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	4327070	717423	0.165799	619773	97650	0.863888	0.136112	561.286284	56.841025	1.000000	0.999971	1.000000	0.999753	0.999980	0.998977	pass_initial_mapping_screen
TULP_LP_122_Du-250	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	14791292	2868922	0.193960	2545386	323536	0.887227	0.112773	2311.251700	189.719349	1.000000	0.999996	1.000000	0.999967	1.000000	0.999930	pass_initial_mapping_screen
TULP_LP_140_Du-302	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	10473708	1637635	0.156357	1530307	107328	0.934462	0.065538	1138.277254	48.230647	1.000000	0.999979	0.999987	0.999856	0.999980	0.999741	pass_initial_mapping_screen
TULP_LP_141_Du-303	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	1882524	329251	0.174899	282392	46859	0.857680	0.142320	251.199662	26.676034	1.000000	0.999926	0.999827	0.999129	0.999581	0.983662	pass_initial_mapping_screen
TULP_LP_142_Du-304	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	1007428	196853	0.195402	169632	27221	0.861719	0.138281	149.213284	14.652115	0.999960	0.999100	0.999820	0.970813	0.999441	0.745084	pass_initial_mapping_screen
TULP_LP_143_Du-305	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	1706310	438112	0.256760	401490	36622	0.916410	0.083590	333.600563	18.995439	0.999993	0.999905	0.999947	0.995570	0.999834	0.900226	pass_initial_mapping_screen
TULP_LP_144_Du-306	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	1828318	379112	0.207356	354709	24403	0.935631	0.064369	299.807086	12.935971	0.999987	0.999482	0.999913	0.940750	0.999787	0.653048	pass_initial_mapping_screen
TULP_LP_145_Du-307	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	1266834	253165	0.199841	212319	40846	0.838659	0.161341	172.515019	20.925678	0.999960	0.999971	0.999787	0.995928	0.999468	0.935268	pass_initial_mapping_screen
TULP_LP_146_Du-308	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	864616	145753	0.168575	125438	20315	0.860620	0.139380	109.822784	11.378227	0.999973	0.998718	0.999594	0.913843	0.999095	0.545232	pass_initial_mapping_screen
TULP_LP_147_Du-309	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	11575620	2568651	0.221902	2355607	213044	0.917060	0.082940	1937.787748	117.784430	1.000000	0.999988	0.999993	0.999938	0.999987	0.999873	pass_initial_mapping_screen
TULP_LP_148_Du-310	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	1945284	404400	0.207887	366679	37721	0.906724	0.093276	290.746649	19.805033	1.000000	0.999832	0.999980	0.982602	0.999887	0.849124	pass_initial_mapping_screen
