sample_1	sample_2	mash_distance	p_value	shared_hashes	calibrated_candidate	interpretation
CROS_LP_090_Du-186	CROS_LP_093_Du-189	0.016011	0	43756/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CROS_LP_094_Du-190	0.0172981	0	41337/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_ALA_LP_298-Du-767	0.0238832	0	31314/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_ALA_LP_299-Du-768	0.0249988	0	29931/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_ALA_LP_357_Du-769	0.0231736	0	32235/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BAL_LP_226_Du-602	0.0498096	0	11951/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BAL_LP_227_Du-603	0.0622861	0	7818/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BAL_LP_228_Du-604	0.0941191	0	2778/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BGL_LP_210_Du-577	0.0504294	0	11697/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BGL_LP_212_Du-579	0.0440076	0	14651/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BOU_LP_288_Du-737	0.0444846	0	14405/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BOU_LP_290_Du-739	0.0257069	0	29092/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BOU_LP_291_Du-740	0.031892	0	22856/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BOU_LP_292_Du-741	0.027022	0	27609/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_BOU_LP_354_Du-742	0.0248072	0	30163/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_CAS_LP_328_Du-610	0.0519857	0	11085/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_CAS_LP_329_Du-611	0.0354754	0	19973/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_CAS_LP_330_Du-607	0.0537848	0	10421/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_CAS_LP_331_Du-608	0.0482108	0	12635/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_CAS_LP_332_Du-609	0.0418163	0	15844/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICN_LP_236_Du-614	0.0289914	0	25556/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICN_LP_333_Du-612	0.0419786	0	15752/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICN_LP_334_Du-613	0.0399153	0	16969/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICN_LP_335_Du-615	0.044212	0	14545/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICN_LP_336_Du-616	0.0342768	0	20887/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICS_LP_293_Du-757	0.0330352	0	21886/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICS_LP_295_Du-759	0.0785518	0	4580/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICS_LP_297_Du-761	0.0476658	0	12878/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICS_LP_355_Du-762	0.0311688	0	23496/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HICS_LP_356_Du-763	0.0322756	0	22525/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HUN_LP_264_Du-683	0.0596554	0	8539/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HUN_LP_265_Du-684	0.14554	0	552/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HUN_LP_266_Du-685	0.0550095	0	9994/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HUN_LP_267_Du-686	0.0524828	0	10897/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_HUN_LP_268_Du-687	0.0590802	0	8706/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_RED_LP_202_Du-561	0.226244	0	45/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_SIE_LP_188_Du-445	0.0287584	0	25789/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_SIE_LP_189_Du-446	0.0343254	0	20849/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_SIE_LP_190_Du-447	0.0285831	0	25966/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_SIE_LP_191_Du-448	0.0335675	0	21451/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_WOO_LP_259_Du-664	0.0529107	0	10738/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_WOO_LP_260_Du-665	0.0646319	0	7230/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_WOO_LP_261_Du-667	0.0362614	0	19399/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_WOO_LP_262_Du-668	0.0510641	0	11443/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	CY_WOO_LP_263_Du-669	0.0415072	0	16021/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DAN_LP_043_Du-68	0.0344925	0	20719/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DAN_LP_044_Du-69	0.0280005	0	26565/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DAN_LP_045_Du-70	0.0207045	0	35715/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DAN_LP_046_Du-71	0.0232836	0	32090/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DAN_LP_047_Du-72	0.0336991	0	21345/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DOV_LP_078_Du-174	0.0509783	0	11477/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DOV_LP_079_Du-175	0.0232464	0	32139/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DOV_LP_080_Du-176	0.0228724	0	32636/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DOV_LP_081_Du-177	0.0205191	0	35995/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DOV_LP_082_Du-178	0.0278123	0	26762/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DOV_LP_083_Du-179	0.0206427	0	35808/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DOV_LP_084_Du-180	0.0198854	0	36973/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-173	0.0349747	0	20349/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-229	0.0648575	0	7176/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-247	0.029426	0	25128/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-254	0.0318186	0	22920/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-270	0.0358158	0	19722/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-297	0.0313227	0	23358/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-443	0.0476148	0	12901/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU-4A	0.0285575	0	25992/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU014LP012	0.0374059	0	18597/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU037LP013	0.0309806	0	23666/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU059LP015	0.0337029	0	21342/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU078LP011	0.035419	0	20015/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DU079LP010	0.0422132	0	15620/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_132_Du-283	0.0368309	0	18995/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_133_Du-284	0.016925	0	42020/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_134_Du-285	0.0170334	0	41820/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_135_Du-286	0.0219633	0	33885/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_136_Du-287	0.0158046	0	44161/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_137_Du-288	0.0391728	0	17433/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_138_Du-289	0.0166909	0	42456/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	DUD_LP_139_Du-290	0.0428629	0	15261/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_179_Du-421	0.0168586	0	42143/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_180_Du-422	0.0180688	0	39971/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_181_Du-423	0.0169472	0	41979/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_182_Du-424	0.0166323	0	42566/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_183_Du-425	0.0198136	0	37086/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_184_Du-426	0.0186709	0	38944/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_185_Du-427	0.0167931	0	42265/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_186_Du-428	0.0218103	0	34101/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRN_LP_187_Du-429	0.0180331	0	40033/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_159_Du-364	0.0360065	0	19583/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_160_Du-365	0.0344989	0	20714/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_161_Du-366	0.0248015	0	30170/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_162_Du-367	0.0292046	0	25345/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_163_Du-368	0.0236904	0	31561/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_164_Du-369	0.0286552	0	25893/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_165_Du-370	0.0218491	0	34046/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_166_Du-371	0.033937	0	21155/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_167_Du-372	0.0329387	0	21966/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	KIRT_LP_168_Du-373	0.0234471	0	31876/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_095_Du-201	0.0211299	0	35083/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_096_Du-202	0.0180124	0	40069/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_097_Du-203	0.0190073	0	38385/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_098_Du-204	0.0182799	0	39607/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_099_Du-205	0.0180153	0	40064/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_100_Du-206	0.0175904	0	40812/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_101_Du-207	0.0174284	0	41102/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_102_Du-208	0.0177687	0	40496/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_103_Du-209	0.0190498	0	38315/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	MALV_LP_104_Du-210	0.018668	0	38949/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_058_Du-115	0.0458067	0	13747/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_059_Du-106	0.0526193	0	10846/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_060_Du-107	0.0544232	0	10196/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_061_Du-108	0.0347819	0	20496/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_062_Du-109	0.0332003	0	21750/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_063_Du-110	0.0510742	0	11439/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_064_Du-111	0.0521539	0	11021/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_065_Du-112	0.053307	0	10593/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_066_Du-113	0.0491197	0	12241/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	OCO_LP_067_Du-114	0.052175	0	11013/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_249_Du-648	0.0282592	0	26297/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_250_Du-649	0.0265522	0	28128/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_251_Du-650	0.0547786	0	10073/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_252_Du-651	0.0261471	0	28585/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_253_Du-652	0.0225781	0	33034/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_254_Du-653	0.0496846	0	12003/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_255_Du-654	0.0229449	0	32539/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_257_Du-656	0.0408683	0	16394/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI1_LP_258_Du-657	0.0209692	0	35320/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_243_Du-631	0.0217863	0	34135/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_244_Du-632	0.0413929	0	16087/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_245_Du-633	0.0310457	0	23607/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_246_Du-634	0.0272032	0	27412/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_247_Du-635	0.0224034	0	33273/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_248_Du-636	0.0201924	0	36495/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_337_Du-638	0.0413326	0	16122/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_338_Du-639	0.0467953	0	13277/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_339_Du-640	0.020554	0	35942/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUI2_LP_340_Du-641	0.0246942	0	30301/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_069_Du-155	0.0429585	0	15209/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_070_Du-156	0.0381835	0	18074/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_071_Du-157	0.0335985	0	21426/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_072_Du-158	0.0326397	0	22216/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_073_Du-159	0.0266006	0	28074/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_074_Du-160	0.0399234	0	16964/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_075_Du-161	0.0182147	0	39719/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_076_Du-162	0.0190389	0	38333/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_077_Du-163	0.0182747	0	39616/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	QUIN_LP_318_Du-164	0.0375218	0	18518/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_192_Du-521	0.0181874	0	39766/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_193_Du-522	0.0178146	0	40415/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_194_Du-523	0.0212788	0	34865/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_195_Du-524	0.0197262	0	37224/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_196_Du-525	0.0199288	0	36905/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_197_Du-526	0.0436095	0	14860/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_198_Du-527	0.0179098	0	40248/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_199_Du-528	0.0218442	0	34053/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_200_Du-529	0.018888	0	38582/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RIC_LP_201_Du-530	0.0181017	0	39914/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_049_Du-85	0.02142	0	34660/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_050_Du-87	0.0272198	0	27394/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_051_Du-88	0.0335948	0	21429/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_052_Du-89	0.0279152	0	26654/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_053_Du-90	0.018885	0	38587/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_055_Du-92	0.0368495	0	18982/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_057_Du-94	0.0249714	0	29964/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_315_Du-95	0.024329	0	30752/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	RSV_LP_316_Du-96	0.0318828	0	22864/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_149_Du-343	0.0537204	0	10444/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_150_Du-344	0.0414189	0	16072/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_151_Du-345	0.0352317	0	20155/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_152_Du-346	0.0373475	0	18637/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_153_Du-347	0.042874	0	15255/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_154_Du-348	0.0230544	0	32393/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_155_Du-349	0.0437573	0	14782/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_156_Du-350	0.0445827	0	14355/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_157_Du-351	0.0443129	0	14493/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILG_LP_158_Du-352	0.0486774	0	12431/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILR_LP_346_Du-729	0.0245055	0	30533/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILR_LP_347_Du-730	0.0199531	0	36867/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILR_LP_348_Du-731	0.019987	0	36814/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILR_LP_349_Du-732	0.0205144	0	36002/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILR_LP_351_Du-734	0.0199537	0	36866/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	SILR_LP_353_Du-736	0.0248986	0	30052/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_027_Du-45	0.0439942	0	14658/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_028_Du-46	0.0311643	0	23500/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_029_Du-47	0.0504862	0	11674/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_030_Du-48	0.0323177	0	22489/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_031_Du-49	0.0297173	0	24846/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_032_Du-50	0.02652	0	28164/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_033_Du-51	0.0450247	0	14132/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_034_Du-52	0.0237308	0	31509/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_035_Du-53	0.0209369	0	35368/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_036_Du-54	0.0367668	0	19040/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_037_Du-55	0.0245793	0	30442/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_038_Du-56	0.0235904	0	31690/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_039_Du-57	0.0267103	0	27952/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_040_Du-58	0.061857	0	7931/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_041_Du-60	0.0587078	0	8816/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	STI_LP_042_Du-61	0.0253215	0	29545/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_123_Du-263	0.0539226	0	10372/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_124_Du-264	0.0217455	0	34193/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_125_Du-265	0.0435302	0	14902/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_126_Du-266	0.0386152	0	17791/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_127_Du-267	0.043744	0	14789/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_128_Du-268	0.019768	0	37158/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_129_Du-269	0.0300823	0	24498/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_130_Du-271	0.0198632	0	37008/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TIL_LP_131_Du-272	0.0266536	0	28015/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_115_Du-242	0.0164147	0	42978/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_116_Du-243	0.0166105	0	42607/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_117_Du-244	0.0293912	0	25162/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_118_Du-245	0.0194573	0	37653/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_119_Du-246	0.0167668	0	42314/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_120_Du-248	0.018066	0	39976/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_121_Du-249	0.0236523	0	31610/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_122_Du-250	0.0163053	0	43187/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_140_Du-302	0.0223337	0	33369/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_141_Du-303	0.0339395	0	21153/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_142_Du-304	0.0514926	0	11275/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_143_Du-305	0.0421294	0	15667/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_144_Du-306	0.0382592	0	18024/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_145_Du-307	0.0467311	0	13307/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_146_Du-308	0.0528348	0	10766/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_147_Du-309	0.0173224	0	41293/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_090_Du-186	TULP_LP_148_Du-310	0.038448	0	17900/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_091_Du-187	CROS_LP_092_Du-188	0.0120966	0	52357/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_091_Du-187	CROS_LP_093_Du-189	0.0139339	0	48065/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_091_Du-187	CROS_LP_094_Du-190	0.0159465	0	43882/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_091_Du-187	CY_ALA_LP_298-Du-767	0.0221125	0	33676/100000	no	not_flagged_negative_screen_not_proof
CROS_LP_091_Du-187	CY_ALA_LP_299-Du-768	0.0232092	0	32188/100000	no	not_flagged_negative_screen_not_proof
