sample_1	sample_2	mash_distance	p_value	shared_hashes	calibrated_candidate	interpretation
ABAB_MAD_LP_222_Du-589	ABAB_MAD_LP_223_Du-590	0.143623	0	586/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABAB_MAD_LP_322_Du-593	0.191315	0	133/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABAB_MAD_LP_323_Du-594	0.155402	0	406/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABAB_MAD_LP_324_Du-595	0.185563	0	159/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABAB_MAD_LP_325_Du-596	0.189433	0	141/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABAB_MAD_LP_326_Du-597	0.18744	0	150/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABAB_MAD_LP_327_Du-598	0.155961	0	399/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABBE_BERN_LP_311_Du-780	0.255793	2.75005e-160	18/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABBE_BERN_LP_312_Du-781	0.271677	3.54922e-96	11/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABBE_BERN_LP_313_Du-782	0.254049	1.48008e-169	19/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABBE_BERN_LP_314_Du-783	0.259592	7.90604e-142	16/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABMU_HOR_LP_306_Du-775	0.254049	1.49209e-169	19/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABMU_HOR_LP_308_Du-777	0.250821	3.77848e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABMU_HOR_LP_358_Du-770	0.240412	2.78703e-263	29/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABMU_HOR_LP_359_Du-771	0.246515	3.40867e-216	24/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABMU_HOR_LP_360_Du-772	0.245198	1.40545e-225	25/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	ABMU_HOR_LP_361_Du-773	0.241544	7.81613e-254	28/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_105_Du-222	0.249321	1.75479e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_106_Du-223	0.254049	1.48637e-169	19/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_108_Du-225	0.239319	9.1815e-273	30/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_109_Du-226	0.249321	1.7528e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_110_Du-227	0.252395	7.66488e-179	20/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_111_Du-228	0.249321	1.75348e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_112_Du-230	0.235283	9.06744e-311	34/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_113_Du-231	0.249321	1.76163e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_114_Du-232	0.242716	2.0597e-244	27/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	BAI_LP_319_Du-233	0.222208	0	51/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_269_Du-703	0.249321	1.75815e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_270_Du-704	0.237237	9.96268e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_272_Du-707	0.250821	3.75909e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_274_Du-709	0.246515	3.37712e-216	24/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_276_Du-711	0.249321	1.76477e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_277_Du-712	0.249321	1.76375e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_341_Du-713	0.247888	7.8705e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_342_Du-714	0.233439	0	36/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	COM_LP_343_Du-715	0.263899	1.77934e-123	14/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_169_Du-381	0.214388	0	65/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_170_Du-382	0.250821	3.76318e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_172_Du-384	0.286256	2.47801e-60	7/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_173_Du-385	0.247888	7.89467e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_174_Du-386	0.249321	1.75981e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_175_Du-387	0.249321	1.75679e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_176_Du-388	0.250821	3.7588e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_177_Du-389	0.250821	3.7548e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_320_Du-395	0.249321	1.75472e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROB_LP_321_Du-396	0.245198	1.39058e-225	25/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_085_Du-181	0.252395	7.67635e-179	20/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_086_Du-182	0.250821	3.75751e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_087_Du-183	0.237237	9.79342e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_088_Du-184	0.250821	3.77031e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_089_Du-185	0.259592	7.88828e-142	16/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_090_Du-186	0.255793	2.7421e-160	18/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_091_Du-187	0.243934	5.49488e-235	26/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_092_Du-188	0.239319	9.39122e-273	30/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_093_Du-189	0.247888	7.86667e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CROS_LP_094_Du-190	0.249321	1.76448e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_ALA_LP_298-Du-767	0.247888	7.86672e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_ALA_LP_299-Du-768	0.247888	7.87915e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_ALA_LP_357_Du-769	0.250821	3.76781e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BAL_LP_226_Du-602	0.176453	0	211/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BAL_LP_227_Du-603	0.160449	0	347/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BAL_LP_228_Du-604	0.133292	0	809/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BGL_LP_210_Du-577	0.184176	0	166/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BGL_LP_212_Du-579	0.192802	0	127/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BOU_LP_288_Du-737	0.223498	0	49/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BOU_LP_290_Du-739	0.245198	1.3954e-225	25/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BOU_LP_291_Du-740	0.236245	3.07251e-301	33/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BOU_LP_292_Du-741	0.245198	1.38476e-225	25/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_BOU_LP_354_Du-742	0.249321	1.74855e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_CAS_LP_328_Du-610	0.198626	0	106/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_CAS_LP_329_Du-611	0.191558	0	132/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_CAS_LP_330_Du-607	0.163971	0	311/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_CAS_LP_331_Du-608	0.177539	0	204/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_CAS_LP_332_Du-609	0.193572	0	124/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICN_LP_236_Du-614	0.243934	5.5626e-235	26/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICN_LP_333_Du-612	0.176759	0	209/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICN_LP_334_Du-613	0.192299	0	129/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICN_LP_335_Du-615	0.205741	0	85/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICN_LP_336_Du-616	0.192802	0	127/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICS_LP_293_Du-757	0.241544	7.7459e-254	28/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICS_LP_295_Du-759	0.203543	0	91/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICS_LP_297_Du-761	0.221582	0	52/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICS_LP_355_Du-762	0.247888	7.9139e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HICS_LP_356_Du-763	0.237237	9.9513e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HUN_LP_264_Du-683	0.218622	0	57/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HUN_LP_265_Du-684	0.149167	0	493/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HUN_LP_266_Du-685	0.220366	0	54/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HUN_LP_267_Du-686	0.230858	0	39/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_HUN_LP_268_Du-687	0.218062	0	58/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_RED_LP_202_Du-561	0.0874858	0	3434/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_SIE_LP_188_Du-445	0.246515	3.40294e-216	24/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_SIE_LP_189_Du-446	0.268871	3.0522e-105	12/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_SIE_LP_190_Du-447	0.247888	7.87305e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_SIE_LP_191_Du-448	0.243934	5.4407e-235	26/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_WOO_LP_259_Du-664	0.220366	0	54/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_WOO_LP_260_Du-665	0.214888	0	64/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_WOO_LP_261_Du-667	0.252395	7.65197e-179	20/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_WOO_LP_262_Du-668	0.22771	0	43/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	CY_WOO_LP_263_Du-669	0.233439	0	36/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DAN_LP_043_Du-68	0.222208	0	51/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DAN_LP_044_Du-69	0.217511	0	59/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DAN_LP_045_Du-70	0.234348	2.87941e-320	35/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DAN_LP_046_Du-71	0.238261	3.21763e-282	31/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DAN_LP_047_Du-72	0.222208	0	51/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DOV_LP_078_Du-174	0.216969	0	60/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DOV_LP_079_Du-175	0.255793	2.74162e-160	18/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DOV_LP_080_Du-176	0.254049	1.49403e-169	19/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DOV_LP_081_Du-177	0.250821	3.7699e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DOV_LP_082_Du-178	0.236245	3.02243e-301	33/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DOV_LP_083_Du-179	0.252395	7.66314e-179	20/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DOV_LP_084_Du-180	0.250821	3.76209e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-173	0.281949	3.20384e-69	8/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-229	0.313587	1.83707e-25	3/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-247	0.286256	2.48104e-60	7/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-254	0.286256	2.48242e-60	7/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-270	0.297109	9.78357e-43	5/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-297	0.286256	2.48287e-60	7/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-443	0.291228	1.68416e-51	6/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU-4A	0.281949	3.20171e-69	8/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU014LP012	0.27815	3.67007e-78	9/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU037LP013	0.255793	2.75048e-160	18/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU059LP015	0.249321	1.79611e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU078LP011	0.281949	3.20456e-69	8/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DU079LP010	0.291228	1.68498e-51	6/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_132_Du-283	0.226969	0	44/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_133_Du-284	0.249321	1.75529e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_134_Du-285	0.247888	7.85479e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_135_Du-286	0.236245	3.07245e-301	33/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_136_Du-287	0.246515	3.37788e-216	24/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_137_Du-288	0.220968	0	53/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_138_Du-289	0.249321	1.75508e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	DUD_LP_139_Du-290	0.221582	0	52/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_179_Du-421	0.249321	1.76008e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_180_Du-422	0.249321	1.76455e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_181_Du-423	0.250821	3.75246e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_182_Du-424	0.247888	7.88813e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_183_Du-425	0.259592	7.88717e-142	16/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_184_Du-426	0.257637	4.78344e-151	17/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_185_Du-427	0.250821	3.75522e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_186_Du-428	0.261673	1.22629e-132	15/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRN_LP_187_Du-429	0.252395	7.67016e-179	20/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_159_Du-364	0.221582	0	52/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_160_Du-365	0.222208	0	51/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_161_Du-366	0.237237	9.72392e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_162_Du-367	0.232556	0	37/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_163_Du-368	0.236245	3.02428e-301	33/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_164_Du-369	0.232556	0	37/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_165_Du-370	0.237237	9.77287e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_166_Du-371	0.230042	0	40/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_167_Du-372	0.231696	0	38/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	KIRT_LP_168_Du-373	0.238261	3.01784e-282	31/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_095_Du-201	0.263899	1.78338e-123	14/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_096_Du-202	0.245198	1.38566e-225	25/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_097_Du-203	0.261673	1.22415e-132	15/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_098_Du-204	0.254049	1.48778e-169	19/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_099_Du-205	0.246515	3.37503e-216	24/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_100_Du-206	0.249321	1.76181e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_101_Du-207	0.250821	3.76297e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_102_Du-208	0.252395	7.66555e-179	20/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_103_Du-209	0.259592	7.88887e-142	16/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	MALV_LP_104_Du-210	0.239319	9.37421e-273	30/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_058_Du-115	0.240412	2.64009e-263	29/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_059_Du-106	0.226969	0	44/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_060_Du-107	0.231696	0	38/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_061_Du-108	0.261673	1.22306e-132	15/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_062_Du-109	0.249321	1.76664e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_063_Du-110	0.230858	0	39/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_064_Du-111	0.235283	8.89104e-311	34/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_065_Du-112	0.224842	0	47/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_066_Du-113	0.245198	1.35208e-225	25/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	OCO_LP_067_Du-114	0.233439	0	36/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_249_Du-648	0.250821	3.71791e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_250_Du-649	0.250821	3.75646e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_251_Du-650	0.219774	0	55/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_252_Du-651	0.249321	1.76476e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_253_Du-652	0.249321	1.76321e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_254_Du-653	0.220968	0	53/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_255_Du-654	0.255793	2.73589e-160	18/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_257_Du-656	0.230042	0	40/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI1_LP_258_Du-657	0.247888	7.8915e-207	23/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_243_Du-631	0.188979	0	143/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_244_Du-632	0.1785	0	198/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_245_Du-633	0.186802	0	153/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_246_Du-634	0.179658	0	191/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_247_Du-635	0.252395	7.63108e-179	20/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_248_Du-636	0.250821	3.74338e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_337_Du-638	0.237237	9.57605e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_338_Du-639	0.222208	0	51/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_339_Du-640	0.245198	1.37862e-225	25/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUI2_LP_340_Du-641	0.239319	9.27313e-273	30/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_069_Du-155	0.224163	0	48/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_070_Du-156	0.240412	2.65991e-263	29/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_071_Du-157	0.237237	9.72995e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_072_Du-158	0.243934	5.43824e-235	26/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_073_Du-159	0.242716	2.08553e-244	27/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_074_Du-160	0.237237	9.47142e-292	32/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_075_Du-161	0.250821	3.75114e-188	21/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_076_Du-162	0.246515	3.37533e-216	24/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_077_Du-163	0.249321	1.75961e-197	22/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	QUIN_LP_318_Du-164	0.225535	0	46/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	RIC_LP_192_Du-521	0.243934	5.5154e-235	26/100000	no	not_flagged_negative_screen_not_proof
ABAB_MAD_LP_222_Du-589	RIC_LP_193_Du-522	0.247888	7.84984e-207	23/100000	no	not_flagged_negative_screen_not_proof
