sample_id	batch	naming_profile	popcode	species	population_name	du_id	lp_id	sequencing_samples	lanes	r1_paths	r2_paths	r1_count	r2_count	pair_status	metadata_status	analysis_status	analysis_note
COM_LP_341_Du-713	QB3.Berkeley.251217/QB3.Results.260109	main_standard	COM	D. setchellii	Communication Hill	Du-713	LP_341	S207	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_341_Du-713_S207_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_341_Du-713_S207_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
COM_LP_342_Du-714	QB3.Berkeley.251217/QB3.Results.260109	main_standard	COM	D. setchellii	Communication Hill	Du-714	LP_342	S210	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_342_Du-714_S210_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_342_Du-714_S210_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
COM_LP_343_Du-715	QB3.Berkeley.251217/QB3.Results.260109	main_standard	COM	D. setchellii	Communication Hill	Du-715	LP_343	S205	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_343_Du-715_S205_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_343_Du-715_S205_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_169_Du-381	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-381	LP_169	S178	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_169_Du-381_S178_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_169_Du-381_S178_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_170_Du-382	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-382	LP_170	S189	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_170_Du-382_S189_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_170_Du-382_S189_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_172_Du-384	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-384	LP_172	S127	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_172_Du-384_S127_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_172_Du-384_S127_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_173_Du-385	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-385	LP_173	S137	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_173_Du-385_S137_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_173_Du-385_S137_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_174_Du-386	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-386	LP_174	S148	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_174_Du-386_S148_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_174_Du-386_S148_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_175_Du-387	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-387	LP_175	S158	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_175_Du-387_S158_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_175_Du-387_S158_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_176_Du-388	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-388	LP_176	S168	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_176_Du-388_S168_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_176_Du-388_S168_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_177_Du-389	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-389	LP_177	S179	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_177_Du-389_S179_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_177_Du-389_S179_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_320_Du-395	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-395	LP_320	S110	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_320_Du-395_S110_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_320_Du-395_S110_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROB_LP_321_Du-396	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROB	D. setchellii	Crosp Bench	Du-396	LP_321	S111	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_321_Du-396_S111_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_321_Du-396_S111_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_085_Du-181	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-181	LP_085	S76	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_085_Du-181_S76_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_085_Du-181_S76_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_086_Du-182	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-182	LP_086	S86	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_086_Du-182_S86_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_086_Du-182_S86_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_087_Du-183	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-183	LP_087	S96	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_087_Du-183_S96_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_087_Du-183_S96_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_088_Du-184	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-184	LP_088	S106	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_088_Du-184_S106_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_088_Du-184_S106_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_089_Du-185	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-185	LP_089	S35	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_089_Du-185_S35_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_089_Du-185_S35_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_090_Du-186	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-186	LP_090	S45	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_090_Du-186_S45_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_090_Du-186_S45_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_091_Du-187	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-187	LP_091	S56	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_091_Du-187_S56_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_091_Du-187_S56_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_092_Du-188	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-188	LP_092	S66	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_092_Du-188_S66_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_092_Du-188_S66_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_093_Du-189	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-189	LP_093	S77	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_093_Du-189_S77_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_093_Du-189_S77_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CROS_LP_094_Du-190	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CROS	D. setchellii	Crosp South End	Du-190	LP_094	S87	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_094_Du-190_S87_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_094_Du-190_S87_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_ALA_LP_298-Du-767	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_ALA	D. cymosa	Los Alanitos Dam	Du-767	LP_298	S289	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_ALA_LP_299-Du-768	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_ALA	D. cymosa	Los Alanitos Dam	Du-768	LP_299	S221	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_ALA_LP_357_Du-769	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_ALA	D. cymosa	Los Alanitos Dam	Du-769	LP_357	S231	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BAL_LP_226_Du-602	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BAL	D. cymosa	Baldwin Lake	Du-602	LP_226	S281	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BAL_LP_227_Du-603	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BAL	D. cymosa	Baldwin Lake	Du-603	LP_227	S213	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BAL_LP_228_Du-604	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BAL	D. cymosa	Baldwin Lake	Du-604	LP_228	S223	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BGL_LP_210_Du-577	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BGL	D. cymosa	Below Green Lake	Du-577	LP_210	S193	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BGL_LP_212_Du-579	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BGL	D. cymosa	Below Green Lake	Du-579	LP_212	S131	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BOU_LP_288_Du-737	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BOU	D. cymosa	Boulder Ridge	Du-737	LP_288	S268	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BOU_LP_290_Du-739	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BOU	D. cymosa	Boulder Ridge	Du-739	LP_290	S288	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BOU_LP_291_Du-740	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BOU	D. cymosa	Boulder Ridge	Du-740	LP_291	S220	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BOU_LP_292_Du-741	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BOU	D. cymosa	Boulder Ridge	Du-741	LP_292	S230	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_BOU_LP_354_Du-742	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_BOU	D. cymosa	Boulder Ridge	Du-742	LP_354	S278	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_CAS_LP_328_Du-610	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_CAS	D. cymosa	Castle Rock Falls	Du-610	LP_328	S234	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_CAS_LP_329_Du-611	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_CAS	D. cymosa	Castle Rock Falls	Du-611	LP_329	S245	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_CAS_LP_330_Du-607	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_CAS	D. cymosa	Castle Rock Falls	Du-607	LP_330	S254	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_CAS_LP_331_Du-608	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_CAS	D. cymosa	Castle Rock Falls	Du-608	LP_331	S262	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_CAS_LP_332_Du-609	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_CAS	D. cymosa	Castle Rock Falls	Du-609	LP_332	S273	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICN_LP_236_Du-614	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICN	D. cymosa	Hick's Road North	Du-614	LP_236	S224	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICN_LP_333_Du-612	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICN	D. cymosa	Hick's Road North	Du-612	LP_333	S282	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICN_LP_334_Du-613	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICN	D. cymosa	Hick's Road North	Du-613	LP_334	S214	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICN_LP_335_Du-615	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICN	D. cymosa	Hick's Road North	Du-615	LP_335	S235	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICN_LP_336_Du-616	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICN	D. cymosa	Hick's Road North	Du-616	LP_336	S246	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICS_LP_293_Du-757	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICS	D. cymosa	Hicks Rd. South	Du-757	LP_293	S242	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICS_LP_295_Du-759	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICS	D. cymosa	Hicks Rd. South	Du-759	LP_295	S259	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_295_Du-759_S259_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_295_Du-759_S259_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICS_LP_297_Du-761	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICS	D. cymosa	Hicks Rd. South	Du-761	LP_297	S279	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_297_Du-761_S279_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_297_Du-761_S279_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
