sample_id	batch	naming_profile	popcode	species	population_name	du_id	lp_id	sequencing_samples	lanes	r1_paths	r2_paths	r1_count	r2_count	pair_status	metadata_status	analysis_status	analysis_note
CY_HICS_LP_355_Du-762	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICS	D. cymosa	Hicks Rd. South	Du-762	LP_355	S251	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_355_Du-762_S251_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_355_Du-762_S251_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HICS_LP_356_Du-763	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HICS	D. cymosa	Hicks Rd. South	Du-763	LP_356	S269	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_356_Du-763_S269_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_356_Du-763_S269_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HUN_LP_264_Du-683	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HUN	D. cymosa	Hunting Hollow	Du-683	LP_264	S265	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_264_Du-683_S265_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_264_Du-683_S265_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HUN_LP_265_Du-684	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HUN	D. cymosa	Hunting Hollow	Du-684	LP_265	S276	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_265_Du-684_S276_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_265_Du-684_S276_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HUN_LP_266_Du-685	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HUN	D. cymosa	Hunting Hollow	Du-685	LP_266	S285	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_266_Du-685_S285_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_266_Du-685_S285_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HUN_LP_267_Du-686	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HUN	D. cymosa	Hunting Hollow	Du-686	LP_267	S218	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_267_Du-686_S218_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_267_Du-686_S218_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_HUN_LP_268_Du-687	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_HUN	D. cymosa	Hunting Hollow	Du-687	LP_268	S228	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_268_Du-687_S228_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_268_Du-687_S228_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_RED_LP_202_Du-561	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_RED	D. cymosa	Redwood Gulch	Du-561	LP_202	S192	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_RED/CY_RED_LP_202_Du-561_S192_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_RED/CY_RED_LP_202_Du-561_S192_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_SIE_LP_188_Du-445	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_SIE	D. cymosa	Sierra Azule	Du-445	LP_188	S129	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_188_Du-445_S129_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_188_Du-445_S129_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_SIE_LP_189_Du-446	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_SIE	D. cymosa	Sierra Azule	Du-446	LP_189	S139	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_189_Du-446_S139_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_189_Du-446_S139_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_SIE_LP_190_Du-447	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_SIE	D. cymosa	Sierra Azule	Du-447	LP_190	S150	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_190_Du-447_S150_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_190_Du-447_S150_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_SIE_LP_191_Du-448	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_SIE	D. cymosa	Sierra Azule	Du-448	LP_191	S160	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_191_Du-448_S160_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_191_Du-448_S160_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_WOO_LP_259_Du-664	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_WOO	D. cymosa	Hicks & Woods Rd.	Du-664	LP_259	S217	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_259_Du-664_S217_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_259_Du-664_S217_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_WOO_LP_260_Du-665	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_WOO	D. cymosa	Hicks & Woods Rd.	Du-665	LP_260	S227	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_260_Du-665_S227_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_260_Du-665_S227_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_WOO_LP_261_Du-667	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_WOO	D. cymosa	Hicks & Woods Rd.	Du-667	LP_261	S238	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_261_Du-667_S238_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_261_Du-667_S238_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_WOO_LP_262_Du-668	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_WOO	D. cymosa	Hicks & Woods Rd.	Du-668	LP_262	S249	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_262_Du-668_S249_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_262_Du-668_S249_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
CY_WOO_LP_263_Du-669	QB3.Berkeley.251217/QB3.Results.260109	main_standard	CY_WOO	D. cymosa	Hicks & Woods Rd.	Du-669	LP_263	S257	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_263_Du-669_S257_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_263_Du-669_S257_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DAN_LP_043_Du-68	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DAN	D. setchellii	Dana Rock	Du-68	LP_043	S50	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_043_Du-68_S50_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_043_Du-68_S50_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DAN_LP_044_Du-69	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DAN	D. setchellii	Dana Rock	Du-69	LP_044	S61	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_044_Du-69_S61_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_044_Du-69_S61_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DAN_LP_045_Du-70	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DAN	D. setchellii	Dana Rock	Du-70	LP_045	S71	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_045_Du-70_S71_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_045_Du-70_S71_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DAN_LP_046_Du-71	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DAN	D. setchellii	Dana Rock	Du-71	LP_046	S82	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_046_Du-71_S82_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_046_Du-71_S82_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DAN_LP_047_Du-72	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DAN	D. setchellii	Dana Rock	Du-72	LP_047	S91	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_047_Du-72_S91_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_047_Du-72_S91_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DOV_LP_078_Du-174	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DOV	D. setchellii	Dove Road	Du-174	LP_078	S85	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_078_Du-174_S85_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_078_Du-174_S85_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DOV_LP_079_Du-175	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DOV	D. setchellii	Dove Road	Du-175	LP_079	S95	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_079_Du-175_S95_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_079_Du-175_S95_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DOV_LP_080_Du-176	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DOV	D. setchellii	Dove Road	Du-176	LP_080	S105	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_080_Du-176_S105_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_080_Du-176_S105_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DOV_LP_081_Du-177	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DOV	D. setchellii	Dove Road	Du-177	LP_081	S34	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_081_Du-177_S34_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_081_Du-177_S34_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DOV_LP_082_Du-178	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DOV	D. setchellii	Dove Road	Du-178	LP_082	S44	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_082_Du-178_S44_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_082_Du-178_S44_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DOV_LP_083_Du-179	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DOV	D. setchellii	Dove Road	Du-179	LP_083	S55	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_083_Du-179_S55_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_083_Du-179_S55_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DOV_LP_084_Du-180	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DOV	D. setchellii	Dove Road	Du-180	LP_084	S65	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_084_Du-180_S65_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_084_Du-180_S65_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_132_Du-283	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-283	LP_132	S122	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_132_Du-283_S122_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_132_Du-283_S122_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_133_Du-284	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-284	LP_133	S133	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_133_Du-284_S133_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_133_Du-284_S133_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_134_Du-285	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-285	LP_134	S142	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_134_Du-285_S142_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_134_Du-285_S142_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_135_Du-286	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-286	LP_135	S153	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_135_Du-286_S153_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_135_Du-286_S153_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_136_Du-287	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-287	LP_136	S163	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_136_Du-287_S163_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_136_Du-287_S163_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_137_Du-288	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-288	LP_137	S174	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_137_Du-288_S174_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_137_Du-288_S174_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_138_Du-289	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-289	LP_138	S185	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_138_Du-289_S185_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_138_Du-289_S185_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
DUD_LP_139_Du-290	QB3.Berkeley.251217/QB3.Results.260109	main_standard	DUD	D. setchellii	Dude Rock	Du-290	LP_139	S114	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_139_Du-290_S114_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_139_Du-290_S114_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_179_Du-421	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-421	LP_179	S118	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_179_Du-421_S118_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_179_Du-421_S118_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_180_Du-422	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-422	LP_180	S128	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_180_Du-422_S128_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_180_Du-422_S128_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_181_Du-423	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-423	LP_181	S138	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_181_Du-423_S138_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_181_Du-423_S138_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_182_Du-424	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-424	LP_182	S149	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_182_Du-424_S149_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_182_Du-424_S149_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_183_Du-425	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-425	LP_183	S159	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_183_Du-425_S159_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_183_Du-425_S159_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_184_Du-426	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-426	LP_184	S169	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_184_Du-426_S169_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_184_Du-426_S169_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_185_Du-427	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-427	LP_185	S180	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_185_Du-427_S180_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_185_Du-427_S180_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_186_Du-428	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-428	LP_186	S190	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_186_Du-428_S190_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_186_Du-428_S190_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRN_LP_187_Du-429	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRN	D. setchellii	Kirby N. Rd. Canyon	Du-429	LP_187	S119	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_187_Du-429_S119_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_187_Du-429_S119_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRT_LP_159_Du-364	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRT	D. setchellii	KC Transect	Du-364	LP_159	S156	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_159_Du-364_S156_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_159_Du-364_S156_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRT_LP_160_Du-365	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRT	D. setchellii	KC Transect	Du-365	LP_160	S166	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_160_Du-365_S166_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_160_Du-365_S166_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
KIRT_LP_161_Du-366	QB3.Berkeley.251217/QB3.Results.260109	main_standard	KIRT	D. setchellii	KC Transect	Du-366	LP_161	S177	L005	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_161_Du-366_S177_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_161_Du-366_S177_L005_R2_001.fastq.gz	1	1	complete	resolved	include_primary_paired_end	Use in the primary paired-end cpDNA/mtDNA alignment workflow.
