0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.000010 0.999960 0.000010 0.000010
0.000010 0.778371 0.000010 0.221599 0.000010
0.000010 0.800875 0.000010 0.199095 0.000010
0.000010 0.778371 0.000010 0.221599 0.000010
0.000010 0.778371 0.000010 0.221599 0.000010
0.000010 0.800875 0.000010 0.199095 0.000010
0.000010 0.800875 0.000010 0.199095 0.000010
0.000010 0.778371 0.000010 0.221599 0.000010
0.000010 0.778371 0.000010 0.221599 0.000010
0.000010 0.778371 0.000010 0.221599 0.000010
0.000010 0.778371 0.000010 0.221599 0.000010
0.999960 0.000010 0.000010 0.000010 0.000010
0.727303 0.272667 0.000010 0.000010 0.000010
0.727303 0.272667 0.000010 0.000010 0.000010
0.772399 0.227571 0.000010 0.000010 0.000010
0.727303 0.272667 0.000010 0.000010 0.000010
0.772399 0.227571 0.000010 0.000010 0.000010
0.727303 0.272667 0.000010 0.000010 0.000010
0.727303 0.272667 0.000010 0.000010 0.000010
0.772399 0.227571 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.999960 0.000010 0.000010 0.000010
0.000010 0.331538 0.182133 0.486309 0.000010
0.000010 0.331538 0.182133 0.486309 0.000010
0.000010 0.331538 0.182133 0.486309 0.000010
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.525836 0.000010 0.474134 0.000010
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.361939 0.138707 0.499334 0.000010
0.000010 0.457683 0.145837 0.396460 0.000010
0.000010 0.361939 0.138707 0.499334 0.000010
0.000010 0.361939 0.138707 0.499334 0.000010
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.000010 0.000010 0.000010 0.999960
0.000010 0.454611 0.000010 0.545359 0.000010
0.000010 0.398049 0.000010 0.601921 0.000010
0.000010 0.398049 0.000010 0.601921 0.000010
0.000010 0.621940 0.000010 0.378030 0.000010
0.000010 0.398049 0.000010 0.601921 0.000010
0.000010 0.398049 0.000010 0.601921 0.000010
0.999960 0.000010 0.000010 0.000010 0.000010
0.999960 0.000010 0.000010 0.000010 0.000010
0.999960 0.000010 0.000010 0.000010 0.000010
0.999960 0.000010 0.000010 0.000010 0.000010
