source_path	artifact_type	size_bytes	sha256	immutable
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABBE_BERN/ABBE_BERN_LP_312_Du-781_S271_L005_R1_001.fastq.gz	file	439835325	e1de4debd5d5fdefe98117a9db203775d870b8da2c0bfc6f38d2d283ec886743	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABBE_BERN/ABBE_BERN_LP_312_Du-781_S271_L005_R2_001.fastq.gz	file	441790431	30a14891ad908d0c4c6eb6b26afcaf0686b9fbb8c42140d76e7be73dfe1a71fa	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABBE_BERN/ABBE_BERN_LP_313_Du-782_S280_L005_R1_001.fastq.gz	file	199406420	8b7d3fbec07b49d00fdf314b8c2ffc2c038f32485534fa9d08f572fd8443cdc5	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABBE_BERN/ABBE_BERN_LP_313_Du-782_S280_L005_R2_001.fastq.gz	file	200802140	7b29a6aa20f1bd31995bec658ed0bbffdce3b6b61765d744347ed97e0e7884f4	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABBE_BERN/ABBE_BERN_LP_314_Du-783_S291_L005_R1_001.fastq.gz	file	332588601	d529de7553383fecbe21503cd5941d55c0021636ea1a4158fc76fa625d4b7776	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABBE_BERN/ABBE_BERN_LP_314_Du-783_S291_L005_R2_001.fastq.gz	file	334479655	ced1231e286494daf4d6b40be92e2bff7ccbb0876c60c320841abf67ad1c9e99	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_306_Du-775_S290_L005_R1_001.fastq.gz	file	486198480	1d1a943ab1634b28928a04ecf4b65b2ca67afaf95e228c35e24f1f74a8fa07ca	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_306_Du-775_S290_L005_R2_001.fastq.gz	file	486879541	f115897495086b5bb7d665cb5f82d3023f1dfcc9b3dd93a68e0c6c392300ed54	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_308_Du-777_S232_L005_R1_001.fastq.gz	file	539984891	4c65e79fb417e28da56ad851e35b296cd0946162e1dcba4559495cabcf672392	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_308_Du-777_S232_L005_R2_001.fastq.gz	file	537217469	dc76a65fbc2833686659cb5e2abdcde0b19c8fc0db1deb639f0282211d5fc8e6	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_358_Du-770_S243_L005_R1_001.fastq.gz	file	442805351	099a421a997e1b56da872156129e6b3c0d657031c7fbbc3d18041401e9950629	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_358_Du-770_S243_L005_R2_001.fastq.gz	file	439760538	4c93132c41e7094c58575d32326747e21345eb4a8d27a69919f3e1ab56cc4a7e	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_359_Du-771_S252_L005_R1_001.fastq.gz	file	414208641	5851a724f2885cd349ad3b12b5cbd4ed5e8a162732dd5ece5c8a0bbd215bd50a	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_359_Du-771_S252_L005_R2_001.fastq.gz	file	411875624	3cb500cfeced77d1088226fab683707f045af1e6fba0e0090672950dd935bf23	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_360_Du-772_S260_L005_R1_001.fastq.gz	file	385642597	f93776c6b05548040821a78753abc474cdb33d9e7e37699558dd53333a401901	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_360_Du-772_S260_L005_R2_001.fastq.gz	file	384587750	dee2185b5a6983851f68af13d4cdda5d599c0083b1e3e50bf5e15a8fb29120da	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_361_Du-773_S270_L005_R1_001.fastq.gz	file	344741192	d09d74f6343b56abe58494e38dacfcddffe409022ca8d42a88b3982538d672ba	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/ABMU_HOR/ABMU_HOR_LP_361_Du-773_S270_L005_R2_001.fastq.gz	file	343256671	31029a2496de8d456f7f88d92dd111f6818a4f232b588fbd5682fd3b0022aab9	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_105_Du-222_S37_L005_R1_001.fastq.gz	file	416727132	2c8a8756a14014363bc746c8681523b10aec494c290828633a2168ce2ed19563	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_105_Du-222_S37_L005_R2_001.fastq.gz	file	417348326	24a8c6a04a0621e7bc1d42d7857e1c24473d82df9594bd9f2d69af64c9aad6ae	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_106_Du-223_S47_L005_R1_001.fastq.gz	file	546575446	cd649f7831eaf2fd49901ad664fb7a0b5897fd7a4bf46ee7398ce7f65f760153	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_106_Du-223_S47_L005_R2_001.fastq.gz	file	548385017	3708f8dae47612c899aad38622ca48de795306422835b8a8513ea36346547b38	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_108_Du-225_S68_L005_R1_001.fastq.gz	file	141362474	7c0a40818624f91234a1848ddeb55182f0d07bc77c16f16580d0c5de500f0349	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_108_Du-225_S68_L005_R2_001.fastq.gz	file	142792678	6dbad8a9e352eadee497dc7819a1b669c613da5af9f1b1130a81690d38554fa4	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_109_Du-226_S79_L005_R1_001.fastq.gz	file	461488047	a1ab21fac20b99481a458751cbbee382c43b489e1d4999e697f2ecdc0bdbf603	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_109_Du-226_S79_L005_R2_001.fastq.gz	file	460478544	bb90171e130dde54f2b8ec411ec857c3eb55f384aacbc8c6c6de810909f54566	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_110_Du-227_S89_L005_R1_001.fastq.gz	file	606621390	74fb61ec5d73e2d2f05d98eaedba51399c351256241c84fc32adcf9a8cee700a	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_110_Du-227_S89_L005_R2_001.fastq.gz	file	607802990	6613a39119b82249508a9f795a8e9a64df1dfaf1afe42dfd81d986375993acea	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_111_Du-228_S99_L005_R1_001.fastq.gz	file	414444360	03f3be397d7f53f1eaf2430ff0fc761b03c0dfd2759405adab2a50be4b83b9f7	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_111_Du-228_S99_L005_R2_001.fastq.gz	file	414350238	1218d61748280a956ef39ee4374a1d61c0a35c1506178301bcaf662fb62c090d	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_112_Du-230_S109_L005_R1_001.fastq.gz	file	106286374	1215880f4bdbd800522e736be649f403625325d2318e0ade9580e4fa214d64ff	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_112_Du-230_S109_L005_R2_001.fastq.gz	file	106945840	dfccdab7f2db86db122417f5e940fe85d580030276625024af57f474c2ba8113	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_113_Du-231_S195_L005_R1_001.fastq.gz	file	459259802	57f296730172f2c83d50f3cbbf3414a7c36069f385d99df8931f5c9e63bbbde6	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_113_Du-231_S195_L005_R2_001.fastq.gz	file	460012528	d901f30f2c5f3742d3f0e909ee42c10657d3c42296e481952cba4cc45fa9f922	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_114_Du-232_S197_L005_R1_001.fastq.gz	file	161148652	04fc51222bcf4aeba16adff11c8e126ca685051e558bae9f83625a4daf8b83a1	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_114_Du-232_S197_L005_R2_001.fastq.gz	file	162682688	2d77b496fe6eebeb1b1a5beff157658272e47504682ec09d8d9d394a2bbf4465	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_319_Du-233_S58_L005_R1_001.fastq.gz	file	44084544	c801a87535aadddcf6abd39a47de1f066ad545c4b97f13b1c89e57fe2b31d630	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/BAI/BAI_LP_319_Du-233_S58_L005_R2_001.fastq.gz	file	44272927	e98c0803b6f0954d153605b51e5e7471b6b150be7445968bedb6baa2d44e597f	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_269_Du-703_S239_L005_R1_001.fastq.gz	file	397886654	164f9878bcc0d69c1c99415eb6d08bc11c9f7fe0902b93d21249c3a0087c3960	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_269_Du-703_S239_L005_R2_001.fastq.gz	file	395154955	3f5b28e1397e574ee73435a07913d054048496b2ba6b3bb3131f5727927af4c5	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_270_Du-704_S250_L005_R1_001.fastq.gz	file	192587105	8f1a1cab832a6d143ae0f73a279540585c0336963f77b13bb2fa23d264c24c2f	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_270_Du-704_S250_L005_R2_001.fastq.gz	file	193390231	587d90ed56b09fd72e2786c38cfa7a75d2bc86816fda7350c6160d28617d06b9	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_272_Du-707_S266_L005_R1_001.fastq.gz	file	402021822	589dad1a587e828e3dd6cc4454e74a882f791b75e5d3a2a1353c341b5085fcd6	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_272_Du-707_S266_L005_R2_001.fastq.gz	file	398398918	06e5bc3d0ca0c94952c2e572b97c32bec754cc4f6e91ae64a3a5a6e47dc21baa	yes
source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/COM/COM_LP_274_Du-709_S286_L005_R1_001.fastq.gz	file	327047139	103267c438bed2d1d65ea8c51d84bdb8b57386fd7fbc28d0d2f40d4d58bc2e47	yes
