sample_id	popcode	species	population_name	r1_paths	r2_paths	r1_count	r2_count	pair_status	analysis_eligible	sample_analysis_eligible	population_inference_eligible	population_exclusion_reason
CY_ALA_LP_298-Du-767	CY_ALA	D. cymosa	Los Alanitos Dam	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_ALA_LP_299-Du-768	CY_ALA	D. cymosa	Los Alanitos Dam	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_ALA_LP_357_Du-769	CY_ALA	D. cymosa	Los Alanitos Dam	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BAL_LP_226_Du-602	CY_BAL	D. cymosa	Baldwin Lake	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BAL_LP_227_Du-603	CY_BAL	D. cymosa	Baldwin Lake	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BAL_LP_228_Du-604	CY_BAL	D. cymosa	Baldwin Lake	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BGL_LP_210_Du-577	CY_BGL	D. cymosa	Below Green Lake	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BGL_LP_212_Du-579	CY_BGL	D. cymosa	Below Green Lake	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BOU_LP_288_Du-737	CY_BOU	D. cymosa	Boulder Ridge	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BOU_LP_290_Du-739	CY_BOU	D. cymosa	Boulder Ridge	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BOU_LP_291_Du-740	CY_BOU	D. cymosa	Boulder Ridge	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BOU_LP_292_Du-741	CY_BOU	D. cymosa	Boulder Ridge	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_BOU_LP_354_Du-742	CY_BOU	D. cymosa	Boulder Ridge	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_CAS_LP_328_Du-610	CY_CAS	D. cymosa	Castle Rock Falls	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_CAS_LP_329_Du-611	CY_CAS	D. cymosa	Castle Rock Falls	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_CAS_LP_330_Du-607	CY_CAS	D. cymosa	Castle Rock Falls	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_CAS_LP_331_Du-608	CY_CAS	D. cymosa	Castle Rock Falls	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_CAS_LP_332_Du-609	CY_CAS	D. cymosa	Castle Rock Falls	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICN_LP_236_Du-614	CY_HICN	D. cymosa	Hick's Road North	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICN_LP_333_Du-612	CY_HICN	D. cymosa	Hick's Road North	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICN_LP_334_Du-613	CY_HICN	D. cymosa	Hick's Road North	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICN_LP_335_Du-615	CY_HICN	D. cymosa	Hick's Road North	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICN_LP_336_Du-616	CY_HICN	D. cymosa	Hick's Road North	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICS_LP_293_Du-757	CY_HICS	D. cymosa	Hicks Rd. South	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICS_LP_295_Du-759	CY_HICS	D. cymosa	Hicks Rd. South	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_295_Du-759_S259_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_295_Du-759_S259_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICS_LP_297_Du-761	CY_HICS	D. cymosa	Hicks Rd. South	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_297_Du-761_S279_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_297_Du-761_S279_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICS_LP_355_Du-762	CY_HICS	D. cymosa	Hicks Rd. South	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_355_Du-762_S251_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_355_Du-762_S251_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HICS_LP_356_Du-763	CY_HICS	D. cymosa	Hicks Rd. South	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_356_Du-763_S269_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_356_Du-763_S269_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HUN_LP_264_Du-683	CY_HUN	D. cymosa	Hunting Hollow	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_264_Du-683_S265_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_264_Du-683_S265_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HUN_LP_265_Du-684	CY_HUN	D. cymosa	Hunting Hollow	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_265_Du-684_S276_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_265_Du-684_S276_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HUN_LP_266_Du-685	CY_HUN	D. cymosa	Hunting Hollow	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_266_Du-685_S285_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_266_Du-685_S285_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HUN_LP_267_Du-686	CY_HUN	D. cymosa	Hunting Hollow	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_267_Du-686_S218_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_267_Du-686_S218_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_HUN_LP_268_Du-687	CY_HUN	D. cymosa	Hunting Hollow	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_268_Du-687_S228_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_268_Du-687_S228_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_RED_LP_202_Du-561	CY_RED	D. cymosa	Redwood Gulch	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_RED/CY_RED_LP_202_Du-561_S192_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_RED/CY_RED_LP_202_Du-561_S192_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_SIE_LP_188_Du-445	CY_SIE	D. cymosa	Sierra Azule	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_188_Du-445_S129_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_188_Du-445_S129_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_SIE_LP_189_Du-446	CY_SIE	D. cymosa	Sierra Azule	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_189_Du-446_S139_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_189_Du-446_S139_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_SIE_LP_190_Du-447	CY_SIE	D. cymosa	Sierra Azule	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_190_Du-447_S150_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_190_Du-447_S150_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_SIE_LP_191_Du-448	CY_SIE	D. cymosa	Sierra Azule	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_191_Du-448_S160_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_191_Du-448_S160_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_WOO_LP_259_Du-664	CY_WOO	D. cymosa	Hicks & Woods Rd.	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_259_Du-664_S217_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_259_Du-664_S217_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_WOO_LP_260_Du-665	CY_WOO	D. cymosa	Hicks & Woods Rd.	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_260_Du-665_S227_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_260_Du-665_S227_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_WOO_LP_261_Du-667	CY_WOO	D. cymosa	Hicks & Woods Rd.	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_261_Du-667_S238_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_261_Du-667_S238_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_WOO_LP_262_Du-668	CY_WOO	D. cymosa	Hicks & Woods Rd.	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_262_Du-668_S249_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_262_Du-668_S249_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
CY_WOO_LP_263_Du-669	CY_WOO	D. cymosa	Hicks & Woods Rd.	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_263_Du-669_S257_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_263_Du-669_S257_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DAN_LP_043_Du-68	DAN	D. setchellii	Dana Rock	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_043_Du-68_S50_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_043_Du-68_S50_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DAN_LP_044_Du-69	DAN	D. setchellii	Dana Rock	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_044_Du-69_S61_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_044_Du-69_S61_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DAN_LP_045_Du-70	DAN	D. setchellii	Dana Rock	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_045_Du-70_S71_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_045_Du-70_S71_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DAN_LP_046_Du-71	DAN	D. setchellii	Dana Rock	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_046_Du-71_S82_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_046_Du-71_S82_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DAN_LP_047_Du-72	DAN	D. setchellii	Dana Rock	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_047_Du-72_S91_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_047_Du-72_S91_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DOV_LP_078_Du-174	DOV	D. setchellii	Dove Road	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_078_Du-174_S85_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_078_Du-174_S85_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DOV_LP_079_Du-175	DOV	D. setchellii	Dove Road	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_079_Du-175_S95_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_079_Du-175_S95_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DOV_LP_080_Du-176	DOV	D. setchellii	Dove Road	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_080_Du-176_S105_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_080_Du-176_S105_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DOV_LP_081_Du-177	DOV	D. setchellii	Dove Road	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_081_Du-177_S34_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_081_Du-177_S34_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DOV_LP_082_Du-178	DOV	D. setchellii	Dove Road	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_082_Du-178_S44_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_082_Du-178_S44_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DOV_LP_083_Du-179	DOV	D. setchellii	Dove Road	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_083_Du-179_S55_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_083_Du-179_S55_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DOV_LP_084_Du-180	DOV	D. setchellii	Dove Road	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_084_Du-180_S65_L005_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_084_Du-180_S65_L005_R2_001.fastq.gz	1	1	complete	yes	yes	yes	
DU-173	DUSE	D. setchellii	source-declared unprefixed DUSE group	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-173_S73_L008_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-173_S73_L008_R2_001.fastq.gz	1	1	complete	yes	yes	no	population label unresolved after repository source-record audit
DU-229	DUSE	D. setchellii	source-declared unprefixed DUSE group	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-229_S75_L008_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-229_S75_L008_R2_001.fastq.gz	1	1	complete	yes	yes	no	population label unresolved after repository source-record audit
DU-247	DUSE	D. setchellii	source-declared unprefixed DUSE group	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-247_S70_L008_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-247_S70_L008_R2_001.fastq.gz	1	1	complete	yes	yes	no	population label unresolved after repository source-record audit
DU-254	DUSE	D. setchellii	source-declared unprefixed DUSE group	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-254_S71_L008_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-254_S71_L008_R2_001.fastq.gz	1	1	complete	yes	yes	no	population label unresolved after repository source-record audit
DU-270	DUSE	D. setchellii	source-declared unprefixed DUSE group	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-270_S72_L008_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-270_S72_L008_R2_001.fastq.gz	1	1	complete	yes	yes	no	population label unresolved after repository source-record audit
DU-297	DUSE	D. setchellii	source-declared unprefixed DUSE group	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-297_S69_L008_R1_001.fastq.gz	source_data/raw_reads/genomicsDrive_data_dump/QB3.Berkeley.241122/QB3.Dudleya.Results.250118/DU-297_S69_L008_R2_001.fastq.gz	1	1	complete	yes	yes	no	population label unresolved after repository source-record audit
