sample_id	batch	naming_profile	species	popcode	population_name	du_id	lp_id	r1_paths	r2_paths	downstream_cpDNA_use	downstream_mtDNA_use	include_reason
CROB_LP_175_Du-387	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROB	Crosp Bench	Du-387	LP_175	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_175_Du-387_S158_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_175_Du-387_S158_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROB_LP_176_Du-388	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROB	Crosp Bench	Du-388	LP_176	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_176_Du-388_S168_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_176_Du-388_S168_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROB_LP_177_Du-389	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROB	Crosp Bench	Du-389	LP_177	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_177_Du-389_S179_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_177_Du-389_S179_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROB_LP_320_Du-395	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROB	Crosp Bench	Du-395	LP_320	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_320_Du-395_S110_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_320_Du-395_S110_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROB_LP_321_Du-396	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROB	Crosp Bench	Du-396	LP_321	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_321_Du-396_S111_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROB/CROB_LP_321_Du-396_S111_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_085_Du-181	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-181	LP_085	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_085_Du-181_S76_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_085_Du-181_S76_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_086_Du-182	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-182	LP_086	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_086_Du-182_S86_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_086_Du-182_S86_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_087_Du-183	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-183	LP_087	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_087_Du-183_S96_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_087_Du-183_S96_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_088_Du-184	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-184	LP_088	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_088_Du-184_S106_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_088_Du-184_S106_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_089_Du-185	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-185	LP_089	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_089_Du-185_S35_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_089_Du-185_S35_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_090_Du-186	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-186	LP_090	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_090_Du-186_S45_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_090_Du-186_S45_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_091_Du-187	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-187	LP_091	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_091_Du-187_S56_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_091_Du-187_S56_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_092_Du-188	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-188	LP_092	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_092_Du-188_S66_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_092_Du-188_S66_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_093_Du-189	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-189	LP_093	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_093_Du-189_S77_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_093_Du-189_S77_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CROS_LP_094_Du-190	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	CROS	Crosp South End	Du-190	LP_094	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_094_Du-190_S87_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CROS/CROS_LP_094_Du-190_S87_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_ALA_LP_298-Du-767	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_ALA	Los Alanitos Dam	Du-767	LP_298	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_298-Du-767_S289_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_ALA_LP_299-Du-768	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_ALA	Los Alanitos Dam	Du-768	LP_299	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_299-Du-768_S221_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_ALA_LP_357_Du-769	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_ALA	Los Alanitos Dam	Du-769	LP_357	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_ALA/CY_ALA_LP_357_Du-769_S231_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BAL_LP_226_Du-602	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BAL	Baldwin Lake	Du-602	LP_226	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_226_Du-602_S281_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BAL_LP_227_Du-603	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BAL	Baldwin Lake	Du-603	LP_227	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_227_Du-603_S213_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BAL_LP_228_Du-604	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BAL	Baldwin Lake	Du-604	LP_228	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BAL/CY_BAL_LP_228_Du-604_S223_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BGL_LP_210_Du-577	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BGL	Below Green Lake	Du-577	LP_210	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_210_Du-577_S193_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BGL_LP_212_Du-579	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BGL	Below Green Lake	Du-579	LP_212	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BGL/CY_BGL_LP_212_Du-579_S131_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BOU_LP_288_Du-737	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BOU	Boulder Ridge	Du-737	LP_288	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_288_Du-737_S268_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BOU_LP_290_Du-739	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BOU	Boulder Ridge	Du-739	LP_290	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_290_Du-739_S288_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BOU_LP_291_Du-740	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BOU	Boulder Ridge	Du-740	LP_291	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_291_Du-740_S220_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BOU_LP_292_Du-741	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BOU	Boulder Ridge	Du-741	LP_292	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_292_Du-741_S230_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_BOU_LP_354_Du-742	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_BOU	Boulder Ridge	Du-742	LP_354	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_BOU/CY_BOU_LP_354_Du-742_S278_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_CAS_LP_328_Du-610	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_CAS	Castle Rock Falls	Du-610	LP_328	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_328_Du-610_S234_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_CAS_LP_329_Du-611	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_CAS	Castle Rock Falls	Du-611	LP_329	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_329_Du-611_S245_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_CAS_LP_330_Du-607	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_CAS	Castle Rock Falls	Du-607	LP_330	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_330_Du-607_S254_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_CAS_LP_331_Du-608	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_CAS	Castle Rock Falls	Du-608	LP_331	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_331_Du-608_S262_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_CAS_LP_332_Du-609	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_CAS	Castle Rock Falls	Du-609	LP_332	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_CAS/CY_CAS_LP_332_Du-609_S273_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICN_LP_236_Du-614	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICN	Hick's Road North	Du-614	LP_236	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_236_Du-614_S224_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICN_LP_333_Du-612	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICN	Hick's Road North	Du-612	LP_333	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_333_Du-612_S282_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICN_LP_334_Du-613	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICN	Hick's Road North	Du-613	LP_334	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_334_Du-613_S214_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICN_LP_335_Du-615	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICN	Hick's Road North	Du-615	LP_335	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_335_Du-615_S235_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICN_LP_336_Du-616	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICN	Hick's Road North	Du-616	LP_336	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICN/CY_HICN_LP_336_Du-616_S246_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICS_LP_293_Du-757	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICS	Hicks Rd. South	Du-757	LP_293	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_293_Du-757_S242_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICS_LP_295_Du-759	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICS	Hicks Rd. South	Du-759	LP_295	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_295_Du-759_S259_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_295_Du-759_S259_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICS_LP_297_Du-761	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICS	Hicks Rd. South	Du-761	LP_297	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_297_Du-761_S279_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_297_Du-761_S279_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICS_LP_355_Du-762	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICS	Hicks Rd. South	Du-762	LP_355	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_355_Du-762_S251_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_355_Du-762_S251_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HICS_LP_356_Du-763	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HICS	Hicks Rd. South	Du-763	LP_356	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_356_Du-763_S269_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HICS/CY_HICS_LP_356_Du-763_S269_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HUN_LP_264_Du-683	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HUN	Hunting Hollow	Du-683	LP_264	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_264_Du-683_S265_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_264_Du-683_S265_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HUN_LP_266_Du-685	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HUN	Hunting Hollow	Du-685	LP_266	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_266_Du-685_S285_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_266_Du-685_S285_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HUN_LP_267_Du-686	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HUN	Hunting Hollow	Du-686	LP_267	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_267_Du-686_S218_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_267_Du-686_S218_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_HUN_LP_268_Du-687	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_HUN	Hunting Hollow	Du-687	LP_268	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_268_Du-687_S228_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_HUN/CY_HUN_LP_268_Du-687_S228_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_SIE_LP_188_Du-445	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_SIE	Sierra Azule	Du-445	LP_188	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_188_Du-445_S129_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_188_Du-445_S129_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_SIE_LP_189_Du-446	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_SIE	Sierra Azule	Du-446	LP_189	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_189_Du-446_S139_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_189_Du-446_S139_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_SIE_LP_190_Du-447	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_SIE	Sierra Azule	Du-447	LP_190	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_190_Du-447_S150_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_190_Du-447_S150_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_SIE_LP_191_Du-448	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_SIE	Sierra Azule	Du-448	LP_191	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_191_Du-448_S160_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_SIE/CY_SIE_LP_191_Du-448_S160_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_WOO_LP_259_Du-664	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_WOO	Hicks & Woods Rd.	Du-664	LP_259	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_259_Du-664_S217_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_259_Du-664_S217_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_WOO_LP_260_Du-665	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_WOO	Hicks & Woods Rd.	Du-665	LP_260	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_260_Du-665_S227_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_260_Du-665_S227_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_WOO_LP_261_Du-667	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_WOO	Hicks & Woods Rd.	Du-667	LP_261	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_261_Du-667_S238_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_261_Du-667_S238_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_WOO_LP_262_Du-668	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_WOO	Hicks & Woods Rd.	Du-668	LP_262	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_262_Du-668_S249_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_262_Du-668_S249_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
CY_WOO_LP_263_Du-669	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. cymosa	CY_WOO	Hicks & Woods Rd.	Du-669	LP_263	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_263_Du-669_S257_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/CY_WOO/CY_WOO_LP_263_Du-669_S257_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
