sample_id	batch	naming_profile	species	popcode	population_name	du_id	lp_id	r1_paths	r2_paths	downstream_cpDNA_use	downstream_mtDNA_use	include_reason
QUI1_LP_249_Du-648	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-648	LP_249	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_249_Du-648_S274_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_249_Du-648_S274_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_250_Du-649	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-649	LP_250	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_250_Du-649_S283_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_250_Du-649_S283_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_251_Du-650	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-650	LP_251	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_251_Du-650_S216_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_251_Du-650_S216_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_252_Du-651	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-651	LP_252	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_252_Du-651_S226_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_252_Du-651_S226_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_253_Du-652	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-652	LP_253	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_253_Du-652_S237_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_253_Du-652_S237_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_254_Du-653	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-653	LP_254	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_254_Du-653_S248_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_254_Du-653_S248_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_255_Du-654	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-654	LP_255	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_255_Du-654_S256_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_255_Du-654_S256_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_257_Du-656	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-656	LP_257	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_257_Du-656_S275_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_257_Du-656_S275_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI1_LP_258_Du-657	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	Du-657	LP_258	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_258_Du-657_S284_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI1/QUI1_LP_258_Du-657_S284_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_243_Du-631	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-631	LP_243	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_243_Du-631_S215_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_243_Du-631_S215_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_244_Du-632	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-632	LP_244	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_244_Du-632_S225_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_244_Du-632_S225_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_245_Du-633	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-633	LP_245	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_245_Du-633_S236_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_245_Du-633_S236_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_246_Du-634	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-634	LP_246	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_246_Du-634_S247_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_246_Du-634_S247_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_247_Du-635	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-635	LP_247	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_247_Du-635_S255_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_247_Du-635_S255_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_248_Du-636	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-636	LP_248	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_248_Du-636_S263_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_248_Du-636_S263_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_337_Du-638	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-638	LP_337	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_337_Du-638_S206_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_337_Du-638_S206_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_338_Du-639	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-639	LP_338	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_338_Du-639_S208_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_338_Du-639_S208_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_339_Du-640	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-640	LP_339	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_339_Du-640_S209_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_339_Du-640_S209_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUI2_LP_340_Du-641	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	Du-641	LP_340	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_340_Du-641_S211_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUI2/QUI2_LP_340_Du-641_S211_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_069_Du-155	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-155	LP_069	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_069_Du-155_S74_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_069_Du-155_S74_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_070_Du-156	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-156	LP_070	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_070_Du-156_S84_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_070_Du-156_S84_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_071_Du-157	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-157	LP_071	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_071_Du-157_S94_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_071_Du-157_S94_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_072_Du-158	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-158	LP_072	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_072_Du-158_S104_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_072_Du-158_S104_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_073_Du-159	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-159	LP_073	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_073_Du-159_S33_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_073_Du-159_S33_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_074_Du-160	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-160	LP_074	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_074_Du-160_S43_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_074_Du-160_S43_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_075_Du-161	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-161	LP_075	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_075_Du-161_S54_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_075_Du-161_S54_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_076_Du-162	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-162	LP_076	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_076_Du-162_S64_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_076_Du-162_S64_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_077_Du-163	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-163	LP_077	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_077_Du-163_S75_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_077_Du-163_S75_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
QUIN_LP_318_Du-164	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	QUIN	Quicksilver NE	Du-164	LP_318	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_318_Du-164_S25_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/QUIN/QUIN_LP_318_Du-164_S25_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_192_Du-521	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-521	LP_192	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_192_Du-521_S170_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_192_Du-521_S170_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_193_Du-522	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-522	LP_193	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_193_Du-522_S181_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_193_Du-522_S181_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_194_Du-523	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-523	LP_194	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_194_Du-523_S191_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_194_Du-523_S191_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_195_Du-524	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-524	LP_195	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_195_Du-524_S120_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_195_Du-524_S120_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_196_Du-525	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-525	LP_196	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_196_Du-525_S130_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_196_Du-525_S130_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_197_Du-526	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-526	LP_197	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_197_Du-526_S140_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_197_Du-526_S140_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_198_Du-527	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-527	LP_198	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_198_Du-527_S151_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_198_Du-527_S151_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_199_Du-528	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-528	LP_199	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_199_Du-528_S161_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_199_Du-528_S161_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_200_Du-529	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-529	LP_200	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_200_Du-529_S171_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_200_Du-529_S171_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RIC_LP_201_Du-530	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RIC	Richmond Ranch	Du-530	LP_201	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_201_Du-530_S182_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RIC/RIC_LP_201_Du-530_S182_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_049_Du-85	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-85	LP_049	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_049_Du-85_S30_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_049_Du-85_S30_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_050_Du-87	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-87	LP_050	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_050_Du-87_S40_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_050_Du-87_S40_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_051_Du-88	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-88	LP_051	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_051_Du-88_S51_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_051_Du-88_S51_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_052_Du-89	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-89	LP_052	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_052_Du-89_S62_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_052_Du-89_S62_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_053_Du-90	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-90	LP_053	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_053_Du-90_S72_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_053_Du-90_S72_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_055_Du-92	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-92	LP_055	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_055_Du-92_S92_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_055_Du-92_S92_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_057_Du-94	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-94	LP_057	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_057_Du-94_S31_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_057_Du-94_S31_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_315_Du-95	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-95	LP_315	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_315_Du-95_S27_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_315_Du-95_S27_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
RSV_LP_316_Du-96	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	RSV	Rancho San Vicente	Du-96	LP_316	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_316_Du-96_S26_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/RSV/RSV_LP_316_Du-96_S26_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_149_Du-343	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-343	LP_149	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_149_Du-343_S134_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_149_Du-343_S134_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_150_Du-344	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-344	LP_150	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_150_Du-344_S145_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_150_Du-344_S145_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_151_Du-345	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-345	LP_151	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_151_Du-345_S155_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_151_Du-345_S155_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_152_Du-346	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-346	LP_152	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_152_Du-346_S165_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_152_Du-346_S165_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_153_Du-347	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-347	LP_153	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_153_Du-347_S176_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_153_Du-347_S176_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_154_Du-348	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-348	LP_154	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_154_Du-348_S187_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_154_Du-348_S187_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_155_Du-349	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-349	LP_155	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_155_Du-349_S116_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_155_Du-349_S116_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_156_Du-350	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-350	LP_156	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_156_Du-350_S125_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_156_Du-350_S125_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILG_LP_157_Du-351	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-351	LP_157	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_157_Du-351_S135_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_157_Du-351_S135_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
