sample_id	organelle	best_k	species	popcode	population_name	plot_group	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8
CY_CAS_LP_330_Du-607	cpDNA	8	D. cymosa	CY_CAS	Castle Rock Falls	D. cymosa_CY_CAS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_CAS_LP_331_Du-608	cpDNA	8	D. cymosa	CY_CAS	Castle Rock Falls	D. cymosa_CY_CAS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_CAS_LP_332_Du-609	cpDNA	8	D. cymosa	CY_CAS	Castle Rock Falls	D. cymosa_CY_CAS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICN_LP_236_Du-614	cpDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000
CY_HICN_LP_333_Du-612	cpDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000
CY_HICN_LP_334_Du-613	cpDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000
CY_HICN_LP_335_Du-615	cpDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000
CY_HICN_LP_336_Du-616	cpDNA	8	D. cymosa	CY_HICN	Hick's Road North	D. cymosa_CY_HICN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000
CY_HICS_LP_293_Du-757	cpDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICS_LP_295_Du-759	cpDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICS_LP_297_Du-761	cpDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICS_LP_355_Du-762	cpDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HICS_LP_356_Du-763	cpDNA	8	D. cymosa	CY_HICS	Hicks Rd. South	D. cymosa_CY_HICS	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HUN_LP_264_Du-683	cpDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HUN_LP_265_Du-684	cpDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HUN_LP_266_Du-685	cpDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HUN_LP_267_Du-686	cpDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_HUN_LP_268_Du-687	cpDNA	8	D. cymosa	CY_HUN	Hunting Hollow	D. cymosa_CY_HUN	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CY_RED_LP_202_Du-561	cpDNA	8	D. cymosa	CY_RED	Redwood Gulch	D. cymosa_CY_RED	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_SIE_LP_188_Du-445	cpDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000
CY_SIE_LP_189_Du-446	cpDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000
CY_SIE_LP_190_Du-447	cpDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.00001000	0.00001100	0.00001000	0.00001000	0.00001000	0.00001000	0.99992900	0.00001000
CY_SIE_LP_191_Du-448	cpDNA	8	D. cymosa	CY_SIE	Sierra Azule	D. cymosa_CY_SIE	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_WOO_LP_259_Du-664	cpDNA	8	D. cymosa	CY_WOO	Hicks & Woods Rd.	D. cymosa_CY_WOO	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_WOO_LP_260_Du-665	cpDNA	8	D. cymosa	CY_WOO	Hicks & Woods Rd.	D. cymosa_CY_WOO	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_WOO_LP_261_Du-667	cpDNA	8	D. cymosa	CY_WOO	Hicks & Woods Rd.	D. cymosa_CY_WOO	0.00001000	0.00001000	0.01177900	0.95686700	0.00001000	0.03130400	0.00001000	0.00001000
CY_WOO_LP_262_Du-668	cpDNA	8	D. cymosa	CY_WOO	Hicks & Woods Rd.	D. cymosa_CY_WOO	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
CY_WOO_LP_263_Du-669	cpDNA	8	D. cymosa	CY_WOO	Hicks & Woods Rd.	D. cymosa_CY_WOO	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000
BAI_LP_105_Du-222	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_106_Du-223	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_108_Du-225	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_109_Du-226	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_110_Du-227	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_111_Du-228	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_112_Du-230	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_113_Du-231	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_114_Du-232	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
BAI_LP_319_Du-233	cpDNA	8	D. setchellii	BAI	Baird Ridgeline	D. setchellii_BAI	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000
COM_LP_269_Du-703	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
COM_LP_270_Du-704	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
COM_LP_272_Du-707	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
COM_LP_274_Du-709	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001500	0.00001000	0.99992500
COM_LP_276_Du-711	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
COM_LP_277_Du-712	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
COM_LP_341_Du-713	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
COM_LP_342_Du-714	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
