sample_id	organelle	best_k	species	popcode	population_name	plot_group	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8
COM_LP_343_Du-715	cpDNA	8	D. setchellii	COM	Communication Hill	D. setchellii_COM	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
CROB_LP_169_Du-381	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_170_Du-382	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_172_Du-384	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_173_Du-385	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_174_Du-386	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_175_Du-387	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_176_Du-388	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_177_Du-389	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_320_Du-395	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROB_LP_321_Du-396	cpDNA	8	D. setchellii	CROB	Crosp Bench	D. setchellii_CROB	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_085_Du-181	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_086_Du-182	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_087_Du-183	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_088_Du-184	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_089_Du-185	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_090_Du-186	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_091_Du-187	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001900	0.00001000	0.99992100	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_092_Du-188	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_093_Du-189	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
CROS_LP_094_Du-190	cpDNA	8	D. setchellii	CROS	Crosp South End	D. setchellii_CROS	0.00001000	0.00001000	0.99993000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000
DAN_LP_043_Du-68	cpDNA	8	D. setchellii	DAN	Dana Rock	D. setchellii_DAN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
DAN_LP_044_Du-69	cpDNA	8	D. setchellii	DAN	Dana Rock	D. setchellii_DAN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
DAN_LP_045_Du-70	cpDNA	8	D. setchellii	DAN	Dana Rock	D. setchellii_DAN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
DAN_LP_046_Du-71	cpDNA	8	D. setchellii	DAN	Dana Rock	D. setchellii_DAN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
DAN_LP_047_Du-72	cpDNA	8	D. setchellii	DAN	Dana Rock	D. setchellii_DAN	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.00001000	0.99993000
